"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.94,0.06,541.2922,4.781893
"2","NonVascular",0.12,0.88,644.7253,29.67069
"3","Vacular",0.89,0.11,763.7353,4.70098
"4","NonVascular",0.19,0.81,1095.7151,5.236559
"5","NonVascular",0,1,1196.2118,32.74947
"6","NonVascular",0.05,0.95,1321.368,9.240425
"8","Vacular",0.96,0.04,1469.2463,4.133005
"9","NonVascular",0.01,0.99,1546.4011,17.47851
"11","Vacular",0.96,0.04,1615.2063,9.244047
"12","Vacular",0.98,0.02,1776.7928,6.689189
"13","NonVascular",0.13,0.87,290.30704,32.404057
"15","NonVascular",0.09,0.91,1501.9191,34.259975
"16","NonVascular",0.03,0.97,1011.7769,39.3
"18","NonVascular",0.01,0.99,745.9561,35.985676
"21","NonVascular",0.02,0.98,418.4054,52.45052
"22","NonVascular",0.01,0.99,808.94885,46.77389
"23","Vacular",0.85,0.15,854.9175,51.47151
"24","NonVascular",0.15,0.85,6.978125,60.49375
"25","Vacular",0.93,0.07,1727.157,64.84593
"27","NonVascular",0.03,0.97,1257.2301,84.650444
"29","Vacular",0.91,0.09,706.80853,96.08108
"32","NonVascular",0.03,0.97,356.22928,106.45561
"33","NonVascular",0.04,0.96,1775.3165,94.266335
"34","Vacular",0.9,0.1,216.51163,100.13663
"36","NonVascular",0.01,0.99,1325.2109,106.52601
"37","NonVascular",0,1,424.34464,125.61222
"38","NonVascular",0.12,0.88,274.20053,111.639565
"39","Vacular",0.95,0.05,1358.9695,113.43257
"41","NonVascular",0.01,0.99,1638.6405,136.26585
"45","NonVascular",0.15,0.85,1170.5555,138
"46","NonVascular",0.06,0.94,1055.415,152.685
"47","Vacular",0.85,0.15,1734.4958,166.78938
"48","Vacular",0.95,0.05,509.4611,156.91066
"49","NonVascular",0.12,0.88,552.9037,173.44644
"50","NonVascular",0.16,0.84,958.7241,182.28998
"51","NonVascular",0.01,0.99,1317.1519,162.64748
"53","NonVascular",0.01,0.99,939.5203,160.87817
"54","Vacular",0.99,0.01,1020.20844,163.65964
