"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,1141.0586,16.02346
"4","Vacular",0.98,0.02,1085.765,23.10072
"5","NonVascular",0.17,0.83,1748.6967,20.898876
"6","NonVascular",0.19,0.81,1930.1757,43.993492
"7","NonVascular",0.04,0.96,632.0922,36.9733
"8","NonVascular",0.01,0.99,1441.4296,57.838398
"12","Vacular",0.88,0.12,443.13553,95.41901
"13","NonVascular",0.15,0.85,1476.9423,80.910255
"15","NonVascular",0.13,0.87,475.87076,112.85714
"16","Vacular",1,0,1081.6445,116.67374
"17","NonVascular",0.11,0.89,1339.6499,120.12732
"19","NonVascular",0.02,0.98,496.4127,150.07936
"20","NonVascular",0.19,0.81,557.6384,158.03955
"22","NonVascular",0.19,0.81,1417.6066,163.54099
"24","NonVascular",0.03,0.97,440.73004,177.47908
"26","Vacular",0.97,0.03,1693.4331,178.53847
"28","NonVascular",0.07,0.93,1388.076,181.54
"29","NonVascular",0.13,0.87,168.77551,178.87755
"30","NonVascular",0.02,0.98,949.26776,183.56398
"32","Vacular",1,0,1091.9806,194.29033
"33","NonVascular",0.03,0.97,1865.4326,214.59404
"34","Vacular",0.82,0.18,1370.6304,212.91943
"35","Vacular",0.96,0.04,222.50847,220.17676
"36","Vacular",0.97,0.03,588.9096,225.06497
"37","NonVascular",0.04,0.96,1336.8629,225.9879
"39","Vacular",0.91,0.09,1017.2893,234.11162
"44","NonVascular",0.19,0.81,753.17114,270.5946
"45","Vacular",0.85,0.15,937.2303,284.84
"46","Vacular",0.97,0.03,1320.2625,278.97375
"48","NonVascular",0.18,0.82,1117.762,293.05142
"49","NonVascular",0,1,1906.8147,347.62418
"50","Vacular",0.83,0.17,739.4337,297.97513
"52","NonVascular",0.18,0.82,712.1322,307.21838
"53","NonVascular",0.17,0.83,1268.13,311.39
"56","Vacular",0.93,0.07,915.22595,327.46863
"57","Vacular",0.97,0.03,145.42973,333.3027
"58","NonVascular",0.16,0.84,396.93066,343.30658
"60","Vacular",0.85,0.15,539.3522,342.56232
"61","Vacular",0.93,0.07,883.1164,356.36243
"62","NonVascular",0.19,0.81,1095.8,349.2138
"63","Vacular",0.93,0.07,314.1509,360.732
"65","NonVascular",0.06,0.94,838.62854,390.3065
"66","Vacular",0.9,0.1,922.415,400.13766
"67","NonVascular",0.1,0.9,1818.5706,395.76282
"68","NonVascular",0,1,1063.0685,416.3157
"70","NonVascular",0.02,0.98,960.8566,409.04956
"71","NonVascular",0.19,0.81,610.1667,409.7619
"73","Vacular",0.86,0.14,1601.2142,421.40683
"74","NonVascular",0.18,0.82,824.875,427.02777
"75","NonVascular",0.03,0.97,1566.9978,435.88327
"76","NonVascular",0.08,0.92,877.9019,455.25854
"77","Vacular",0.94,0.06,821.17523,455.75946
"78","NonVascular",0.18,0.82,1932.1086,471.94565
"80","Vacular",0.92,0.08,810.61816,486.02625
"81","Vacular",0.97,0.03,79.415,498.39
"82","Vacular",0.94,0.06,1420.2799,498.6866
"84","NonVascular",0.09,0.91,820.6637,505.49557
"85","Vacular",0.85,0.15,529.7515,511.3533
"86","NonVascular",0.05,0.95,136.04762,524.99286
"88","NonVascular",0.19,0.81,55.7907,531.8837
"89","Vacular",1,0,846.1867,535.3376
"90","NonVascular",0.04,0.96,751.5341,548.82385
"91","Vacular",0.89,0.11,348.04892,559.62427
"92","NonVascular",0,1,1924.8475,574.81525
"93","Vacular",0.95,0.05,1034.0208,559.3382
"94","NonVascular",0.18,0.82,506.54794,563.1096
"95","Vacular",0.98,0.02,617.0978,564.42114
"96","Vacular",0.91,0.09,1571.2135,562.9663
"97","NonVascular",0.18,0.82,1621.5779,565.4422
"98","Vacular",0.98,0.02,738.76904,577.8262
"99","NonVascular",0.15,0.85,341.7854,583.2146
"100","NonVascular",0.02,0.98,150.26355,591.95514
"101","NonVascular",0.02,0.98,1178.5658,605.3847
"103","NonVascular",0.17,0.83,203.95226,603.9899
"104","NonVascular",0.06,0.94,1003.38654,610.89355
"105","NonVascular",0,1,1066.511,636.04706
"106","NonVascular",0.16,0.84,131.75862,608.3276
"107","NonVascular",0,1,1548.0656,626.94006
"108","Vacular",0.94,0.06,756.03705,622.93164
"109","NonVascular",0.02,0.98,1882.3325,653.7007
"112","NonVascular",0.02,0.98,1655.215,649.12305
"113","NonVascular",0.01,0.99,1734.6935,637.9805
"114","Vacular",1,0,856.9256,646.5179
"115","NonVascular",0.11,0.89,1755.7621,662.174
"117","NonVascular",0.01,0.99,469.74258,671.1047
"118","NonVascular",0.01,0.99,719.04193,682.6251
"119","NonVascular",0.19,0.81,1012.3333,671.04443
"120","NonVascular",0.04,0.96,1603.9751,711.7772
"121","NonVascular",0,1,1798.9048,702.35846
"123","Vacular",0.94,0.06,1695.2205,689.54333
"124","Vacular",0.94,0.06,1341.545,695.80536
"125","Vacular",1,0,875.3563,698.0663
"126","Vacular",0.81,0.19,1289.9674,700.9763
"127","NonVascular",0,1,158.87607,708.7222
"128","NonVascular",0.03,0.97,1871.9587,760.2036
"130","Vacular",0.96,0.04,510.47144,728.93335
"132","NonVascular",0.01,0.99,1697.9873,740.32544
"135","Vacular",0.98,0.02,1519.7819,746.8519
"136","Vacular",0.96,0.04,1789.7638,747.70605
"144","NonVascular",0.06,0.94,920.3659,787.05383
"146","Vacular",0.91,0.09,523.6685,790.9513
"149","Vacular",0.97,0.03,1147.1157,797.41876
"150","Vacular",0.84,0.16,3.942446,803.8921
"151","NonVascular",0.02,0.98,1000.0546,823.2659
"154","Vacular",1,0,1322.6708,816.9569
"155","Vacular",0.98,0.02,525.3387,820.9258
"157","NonVascular",0.02,0.98,1403.652,828.1612
"158","Vacular",0.84,0.16,808.75964,831.4711
"160","NonVascular",0.16,0.84,1315.3334,840.5606
"162","Vacular",0.94,0.06,1250.3044,854.5171
"163","NonVascular",0.01,0.99,1820.826,894.82983
"164","Vacular",0.93,0.07,1026.931,856.9803
"165","Vacular",0.83,0.17,529.88684,867.87225
"166","NonVascular",0.03,0.97,354.20337,868.5205
"168","NonVascular",0.17,0.83,1415.2772,865.3366
"169","Vacular",0.95,0.05,1017.45483,872.85956
"170","NonVascular",0.07,0.93,1581.6074,874.6611
"171","Vacular",0.98,0.02,1522.5742,879.13165
"172","NonVascular",0.19,0.81,1775.6202,881.9747
