"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"5","Vacular",0.98,0.02,567.5188,17.30047
"6","Vacular",0.98,0.02,1293.3821,18.06775
"8","Vacular",0.86,0.14,1429.0413,23.829077
"11","Vacular",1,0,358.15384,31.534065
"14","NonVascular",0.07,0.93,1178.6389,54.916847
"15","Vacular",0.83,0.17,1017.43634,52.52987
"16","NonVascular",0.02,0.98,691.6736,55.37306
"19","NonVascular",0.15,0.85,1212.8102,79.44576
"21","NonVascular",0.17,0.83,969.4156,66.83117
"22","NonVascular",0.07,0.93,1062.7578,81.69497
"24","Vacular",0.89,0.11,1540.7217,85.37392
"27","NonVascular",0.03,0.97,701.4372,106.35194
"30","NonVascular",0.02,0.98,1172.4225,130.13718
"31","NonVascular",0.15,0.85,526.189,131.1617
"33","Vacular",0.97,0.03,1290.1682,131.86186
"35","Vacular",0.99,0.01,258.71912,145.22519
"36","NonVascular",0,1,958.46893,173.54207
"37","NonVascular",0.02,0.98,715.7019,145.92789
"38","Vacular",0.82,0.18,1328.7167,162.95247
"39","NonVascular",0.12,0.88,1034.9044,160.42387
"40","Vacular",0.87,0.13,1164.15,161.89285
"42","NonVascular",0.04,0.96,585.4431,205.11377
"44","NonVascular",0.03,0.97,682.86884,229.42747
"47","Vacular",0.91,0.09,1213.3121,236.47913
"49","NonVascular",0.15,0.85,1451.5414,235.84714
"50","NonVascular",0.16,0.84,793.82947,246.53738
"51","Vacular",0.86,0.14,1315.8689,244.62622
"56","NonVascular",0.05,0.95,625.3482,297.83505
"60","Vacular",0.91,0.09,1238.2595,325.44302
"62","Vacular",0.95,0.05,1502.9478,342.53864
"64","Vacular",0.9,0.1,1528.9797,357.5533
"66","Vacular",0.93,0.07,348.38086,397.666
"70","Vacular",1,0,41.54798,431.149
"71","NonVascular",0.14,0.86,715.3757,432.60318
"72","Vacular",0.97,0.03,616.41113,447.36606
"73","NonVascular",0.01,0.99,514.9556,468.94046
"78","NonVascular",0.16,0.84,719.96075,484.48038
"79","Vacular",0.96,0.04,260.49896,494.72577
"84","NonVascular",0.02,0.98,607.0815,503.1284
"85","NonVascular",0.13,0.87,113.9875,498.3625
"87","Vacular",0.96,0.04,540.93176,508.8894
"89","Vacular",0.93,0.07,785.32086,544.5604
"91","Vacular",0.83,0.17,826.68,539.92
"94","Vacular",0.83,0.17,273.1377,558.69806
"97","Vacular",0.82,0.18,842.7173,588.96844
"98","NonVascular",0.17,0.83,812.3456,582.10297
"99","NonVascular",0.03,0.97,57.00542,587.33875
"100","NonVascular",0.11,0.89,296.92044,588.1477
"103","NonVascular",0.15,0.85,879.9736,635.30396
"104","Vacular",0.98,0.02,467.9102,640.9612
"106","Vacular",0.87,0.13,517.8939,644.01514
"108","Vacular",0.95,0.05,527.4609,660.2469
"110","Vacular",0.98,0.02,1489.9543,685.96857
"112","Vacular",0.99,0.01,222.92647,690.33234
"115","NonVascular",0.16,0.84,568.82306,700.7
"117","Vacular",0.96,0.04,1029.3016,714.8102
"119","Vacular",0.89,0.11,1039.6548,729.3389
"120","Vacular",0.81,0.19,255.91147,739.1541
"121","Vacular",0.97,0.03,554.22174,737.3548
"123","Vacular",0.99,0.01,818.56177,753.97754
"127","NonVascular",0.12,0.88,1040.6104,772.4927
"128","Vacular",0.92,0.08,831.8279,782.88525
"129","NonVascular",0.1,0.9,1664.5978,789.45496
"130","Vacular",0.99,0.01,944.1908,791.8728
"132","Vacular",0.91,0.09,1724.5718,798.1463
"133","NonVascular",0.04,0.96,705.0979,800.3717
"135","Vacular",0.92,0.08,797.118,819.8878
"139","Vacular",0.96,0.04,162.11256,842.8665
"141","Vacular",0.88,0.12,127.98026,859.5625
"142","NonVascular",0.11,0.89,1918.3458,876.1609
"143","Vacular",1,0,396.99753,868.30524
"144","Vacular",0.82,0.18,606.9928,878.6595
"146","Vacular",0.93,0.07,518.94525,920.209
"147","NonVascular",0.08,0.92,1580.0363,936.6558
"148","NonVascular",0.17,0.83,446.47058,948.65546
"149","NonVascular",0.18,0.82,1102.375,951.6875
"150","Vacular",0.96,0.04,423.4,959.7059
"152","NonVascular",0.12,0.88,1602.9733,973.4464
"155","NonVascular",0,1,1036.5426,997.01807
"158","NonVascular",0.19,0.81,1127.5428,992.75714
"159","NonVascular",0.05,0.95,971.5238,1024.6097
"160","NonVascular",0.06,0.94,1196.3048,1001.381
"161","Vacular",0.83,0.17,481.44,1003.29333
"167","NonVascular",0.19,0.81,1495.9315,1008.38354
"168","NonVascular",0,1,1185.6027,1052.4846
"169","NonVascular",0.02,0.98,800.0792,1036.7013
"170","NonVascular",0.16,0.84,750.9552,1032.1194
"174","NonVascular",0.1,0.9,1595.19,1058.5568
"175","Vacular",0.91,0.09,762.92523,1063.6779
"177","NonVascular",0.02,0.98,1336.506,1091.44
"179","Vacular",0.91,0.09,729.71265,1074.5702
"180","Vacular",0.98,0.02,461.03015,1077.074
"183","Vacular",0.94,0.06,1626.4608,1093.4862
"185","NonVascular",0.18,0.82,1366.875,1140.2981
"186","Vacular",0.92,0.08,130.2806,1154.7881
"187","Vacular",0.97,0.03,460.43094,1182.2119
"188","NonVascular",0.05,0.95,300.91562,1189.3625
"189","Vacular",0.92,0.08,831.5,1192.1877
"193","NonVascular",0.05,0.95,1760.502,1251.9641
"195","NonVascular",0.03,0.97,1601.7808,1266.2749
"197","Vacular",0.93,0.07,1221.1757,1262.0189
"199","Vacular",0.98,0.02,1746.9248,1280.6991
"201","Vacular",0.85,0.15,1275.9518,1304.4453
"207","NonVascular",0.1,0.9,470.13583,1366.5531
"208","NonVascular",0,1,1727.891,1379.9128
"209","NonVascular",0.17,0.83,1033.8334,1373.6945
"211","NonVascular",0.03,0.97,1788.448,1390.6696
"217","Vacular",0.97,0.03,439.56476,1432.0863
"219","Vacular",0.85,0.15,486.3649,1439.1062
"221","Vacular",0.91,0.09,413.85092,1454.3975
