"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.06,0.94,429.19315,7.253521
"2","Vacular",0.89,0.11,161.44073,21.970371
"3","Vacular",1,0,579.0783,30.62141
"4","NonVascular",0.14,0.86,130.76566,79.310745
"6","Vacular",0.89,0.11,1483.2443,69.77873
"7","NonVascular",0.1,0.9,611.8758,73.90683
"8","Vacular",0.94,0.06,1421.3844,83.09732
"10","Vacular",0.88,0.12,1805.343,82.9635
"11","Vacular",0.91,0.09,1000.95374,96.199425
"12","Vacular",1,0,433.36462,107.39678
"13","Vacular",1,0,713.2979,108.919685
"16","Vacular",0.92,0.08,817.3386,123.39044
"21","Vacular",0.82,0.18,290.88422,203.43158
"22","Vacular",0.94,0.06,884.7914,209.50307
"24","Vacular",0.92,0.08,1760.6425,205.71802
"26","Vacular",0.93,0.07,919.99194,209.90297
"30","Vacular",0.87,0.13,1304.7106,244.58453
"31","Vacular",0.97,0.03,446.07104,252.65263
"34","Vacular",0.93,0.07,785.9574,270.9858
"35","NonVascular",0.04,0.96,453.4201,275.6758
"37","Vacular",1,0,1597.3,301.5619
"38","NonVascular",0.13,0.87,797.5862,315.954
"39","NonVascular",0.09,0.91,5.538835,326.81067
"41","Vacular",0.98,0.02,831.77747,339.08243
"42","NonVascular",0.01,0.99,859.96014,350.894
"43","Vacular",0.95,0.05,1695.9808,349.43835
"44","Vacular",0.85,0.15,1777.5989,352.21124
"46","Vacular",0.98,0.02,597.07086,381.23706
"48","Vacular",0.96,0.04,1375.9293,418.60223
"52","Vacular",0.81,0.19,1369.1222,447.15384
"53","Vacular",0.93,0.07,1182.414,450.5347
"54","Vacular",1,0,726.5542,463.89474
"55","Vacular",0.99,0.01,562.3889,473.6693
"56","NonVascular",0.01,0.99,258.63043,482.61462
"57","NonVascular",0.02,0.98,210.66512,539.91437
"58","NonVascular",0.07,0.93,318.62762,509
"60","Vacular",0.96,0.04,724.626,514.77924
"61","Vacular",0.97,0.03,961.4711,513.65656
"62","Vacular",1,0,1640.0797,513.5185
"63","NonVascular",0.03,0.97,1352.4934,557.98505
"66","Vacular",0.98,0.02,754.29346,535.4587
"68","Vacular",0.94,0.06,1569.5896,546.11273
"69","Vacular",0.99,0.01,128.35873,551.8349
"70","Vacular",0.95,0.05,1724.6082,554.6082
"71","Vacular",0.82,0.18,777.75964,587.57733
"72","Vacular",0.97,0.03,476.9399,591.9914
"76","Vacular",0.93,0.07,739.92487,625.3196
"78","Vacular",0.95,0.05,655.4755,623.8505
"79","Vacular",0.87,0.13,1632.011,631.708
"80","Vacular",0.97,0.03,756.81226,660.4857
"82","Vacular",0.9,0.1,147.19347,670.799
"83","NonVascular",0.14,0.86,101.12021,680.2108
"84","Vacular",0.84,0.16,269.89914,678.0461
"85","Vacular",1,0,1227.6154,706.5755
"86","NonVascular",0.08,0.92,184.44759,736.8984
"87","NonVascular",0.07,0.93,230.80556,713.0648
"88","NonVascular",0.18,0.82,643.987,710.8571
"90","Vacular",0.96,0.04,1100.4628,724.7314
"92","Vacular",0.97,0.03,1450.8645,729.5887
"93","Vacular",0.86,0.14,576.0777,740.3754
"94","NonVascular",0.16,0.84,660.5442,775.1266
"95","NonVascular",0.02,0.98,150.49312,779.0885
"97","Vacular",0.95,0.05,731.1575,771.48816
