"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,319.9279,14.14425
"3","NonVascular",0.19,0.81,579.27515,7.7830687
"4","Vacular",0.85,0.15,1027.4734,5.611702
"5","NonVascular",0.18,0.82,541.6842,10.118421
"6","Vacular",0.97,0.03,868.9905,28.168255
"8","Vacular",0.87,0.13,1242.486,35.51402
"10","NonVascular",0.03,0.97,344.39136,57.307465
"11","Vacular",0.87,0.13,483.92285,37.54938
"12","NonVascular",0,1,1013.2211,89.378235
"13","NonVascular",0,1,267.80573,115.93842
"15","Vacular",1,0,1351.4701,95.68311
"16","Vacular",0.98,0.02,458.4233,99.91761
"19","Vacular",1,0,378.43466,123.293335
"22","NonVascular",0.17,0.83,536.4156,132.8961
"23","Vacular",0.89,0.11,1817.8878,158.23398
"25","NonVascular",0.17,0.83,570.06366,180.23636
"27","NonVascular",0.18,0.82,136.79411,186.52942
"30","Vacular",0.99,0.01,1615.1681,214.87395
"31","Vacular",0.99,0.01,214.55113,216.0625
"32","Vacular",0.84,0.16,313.8058,237.6
"33","Vacular",0.97,0.03,692.9916,245.88483
"38","Vacular",0.94,0.06,161.76163,288.49127
"39","Vacular",0.99,0.01,472.22318,301.44348
"41","NonVascular",0.16,0.84,1054.2471,326.04706
"43","NonVascular",0.11,0.89,1888.1619,365.83264
"44","Vacular",1,0,1074.2839,340.54013
"45","NonVascular",0.19,0.81,659.8276,356.56897
"46","Vacular",0.85,0.15,294.75888,363.59683
"47","Vacular",0.91,0.09,91.9366,364.79538
"49","Vacular",0.97,0.03,683.09424,398.1155
"51","Vacular",0.97,0.03,1550.3805,414.18478
"53","Vacular",0.98,0.02,366.37277,423.67456
"55","Vacular",0.82,0.18,188.58221,452.42047
"56","NonVascular",0.04,0.96,6.065913,468.5744
"60","NonVascular",0.07,0.93,167.80222,491.24768
"61","Vacular",0.89,0.11,970.0146,501.9562
"62","Vacular",0.9,0.1,65.67667,511.51666
"63","NonVascular",0.01,0.99,232.4779,519.7044
"65","Vacular",0.97,0.03,405.40677,522.4915
"66","NonVascular",0.03,0.97,488.36356,549.46124
"68","NonVascular",0.17,0.83,140.2069,533.68964
"70","Vacular",0.85,0.15,1664.5823,559.81775
"74","NonVascular",0,1,356.0546,602.4571
"75","NonVascular",0.06,0.94,1001,600.69244
"76","Vacular",0.86,0.14,1574.6787,596.9955
"77","NonVascular",0,1,487.4339,612.82684
"78","Vacular",0.97,0.03,1114.2622,611.3182
"79","NonVascular",0.04,0.96,99.68812,638.1968
"80","NonVascular",0.02,0.98,424.62637,632.7109
"84","Vacular",1,0,206.36061,649.2818
"85","NonVascular",0.09,0.91,68.96702,747.5275
"86","Vacular",0.93,0.07,659.2301,661.882
"87","NonVascular",0.15,0.85,310.90625,669.8333
"89","Vacular",0.95,0.05,93.89815,692.00616
"90","Vacular",0.89,0.11,734.5745,693.0155
"91","NonVascular",0.02,0.98,118.78142,719.04047
"94","Vacular",1,0,348.40793,721.11896
"95","Vacular",0.83,0.17,1657.6036,732.0415
"97","Vacular",0.89,0.11,918.0289,747.7112
"99","Vacular",0.88,0.12,1122.2522,752.2735
"102","NonVascular",0.03,0.97,158.60228,783.05
"103","Vacular",0.91,0.09,1264.6265,782.93976
"105","Vacular",0.97,0.03,233.43835,797.3699
"107","NonVascular",0.19,0.81,1179.5962,811.21155
"108","NonVascular",0.19,0.81,1178.6693,846.41534
"109","Vacular",0.95,0.05,1502.8917,821.1552
"110","NonVascular",0.17,0.83,1243.7474,826.3384
"111","Vacular",1,0,113.38814,864.3531
"112","Vacular",0.99,0.01,540.3155,908.39154
"113","NonVascular",0.11,0.89,10.982456,917.182
"118","Vacular",0.82,0.18,1492.6022,973.90875
"120","NonVascular",0.18,0.82,177.68808,987
"121","Vacular",0.85,0.15,45.919262,999.48724
"124","Vacular",0.89,0.11,369.0888,1008.5921
"125","Vacular",0.98,0.02,702.14075,1024.3314
"127","Vacular",0.92,0.08,822.9561,1035.4415
"128","Vacular",0.88,0.12,1029.3812,1056.8812
"129","NonVascular",0.19,0.81,58.876343,1060.5054
"133","Vacular",1,0,166.59421,1102.1594
"136","NonVascular",0.01,0.99,881.8727,1160.0062
"138","NonVascular",0.12,0.88,1373.7037,1133.7513
"139","Vacular",0.98,0.02,109.4473,1142.3728
"140","Vacular",0.92,0.08,216.66766,1153.2815
"143","Vacular",0.96,0.04,520.59436,1183.5157
