"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.03,0.97,1371.6335,24.774809
"4","Vacular",0.98,0.02,1423.1537,7.638021
"5","NonVascular",0.06,0.94,1471.7439,44.05831
"13","Vacular",0.86,0.14,1313.5698,35.332558
"15","Vacular",0.91,0.09,1319.6937,75.68958
"16","Vacular",0.99,0.01,1367.9196,68.62199
"17","Vacular",0.9,0.1,1637.8453,75.883095
"19","Vacular",0.98,0.02,1562.9066,76.09596
"24","NonVascular",0.03,0.97,1592.4269,107.1561
"25","Vacular",0.92,0.08,1357.8484,109.09042
"31","NonVascular",0.07,0.93,1825.3839,168.96376
"32","NonVascular",0.1,0.9,1513.4648,173.506
"38","NonVascular",0.19,0.81,1928.1324,230.83452
"39","Vacular",0.85,0.15,1666.4053,235.27017
"40","NonVascular",0.04,0.96,1888.6628,259.7297
"42","NonVascular",0.08,0.92,1736.0287,250.67816
"45","NonVascular",0.17,0.83,1925.9116,264.63266
"47","NonVascular",0.01,0.99,1460.5795,314.2788
"51","NonVascular",0.1,0.9,1757.5714,346.6237
"52","Vacular",0.96,0.04,1399.2041,345.05774
"53","NonVascular",0.01,0.99,1497.5884,357.25217
"57","NonVascular",0,1,1923.4865,374.9466
"59","NonVascular",0.01,0.99,1445.2786,382.29355
"61","NonVascular",0.07,0.93,1370.1783,410.26224
"63","NonVascular",0.12,0.88,1702.5238,385.61905
"64","NonVascular",0.04,0.96,1546.2522,396.9733
"65","Vacular",0.94,0.06,1501.9211,399.82053
"66","NonVascular",0.02,0.98,1408.4229,428.92285
"67","Vacular",0.82,0.18,1569.0771,419.67746
"68","Vacular",0.87,0.13,1493.5559,453.20792
"69","NonVascular",0.04,0.96,1556.8799,454.89548
"70","Vacular",0.92,0.08,1461.1345,454.1928
"71","NonVascular",0.07,0.93,1879.9663,486.90558
"72","NonVascular",0.04,0.96,1247.3546,476.95755
"73","Vacular",0.9,0.1,1618.3809,487.65027
"74","NonVascular",0.01,0.99,1551.534,498.2834
"75","NonVascular",0.03,0.97,1451.8623,501.02023
"76","NonVascular",0.12,0.88,1762.8688,521.1629
"77","NonVascular",0.01,0.99,1322.9962,512.89056
"78","NonVascular",0.17,0.83,1912.8,515.2727
"79","NonVascular",0.01,0.99,1338.285,534.9133
"80","Vacular",0.91,0.09,1265.2018,527.5562
"83","NonVascular",0.04,0.96,1462.682,544.7382
"84","NonVascular",0.02,0.98,1675.7955,545.7338
"86","NonVascular",0.08,0.92,1468.6375,667.3943
"88","Vacular",0.93,0.07,1263.4121,559.05634
"89","NonVascular",0.14,0.86,1653.3032,584.6242
"91","Vacular",0.95,0.05,1405.0834,582.03845
"92","NonVascular",0.01,0.99,1928.367,594.8555
"94","NonVascular",0.18,0.82,1286.2142,604.0357
"95","Vacular",0.95,0.05,1780.6074,599.09454
"96","NonVascular",0.14,0.86,1577.7954,649.9269
"97","NonVascular",0.1,0.9,1350.874,607.7926
"99","NonVascular",0,1,1878.1733,724.422
"101","NonVascular",0.04,0.96,1639.2233,631.5571
"103","NonVascular",0,1,1298.558,658.00116
"104","NonVascular",0.15,0.85,1676.4447,661.849
"107","NonVascular",0.03,0.97,1640.518,678.0019
"109","NonVascular",0.1,0.9,1611.4805,678.3961
"110","NonVascular",0.18,0.82,1931.058,687.49554
"115","NonVascular",0.19,0.81,1608.9384,715.19855
"117","NonVascular",0.04,0.96,1551.3167,729.25183
"120","NonVascular",0.01,0.99,1886.6395,928.7988
"121","Vacular",0.91,0.09,1844.4789,750.2741
"122","NonVascular",0.04,0.96,1608.951,912.5057
"124","Vacular",0.92,0.08,1776.5092,755.1868
"129","Vacular",0.88,0.12,1487.6589,802.06976
"130","NonVascular",0.07,0.93,1683.5657,818.3314
"132","Vacular",0.91,0.09,1466.6849,834.6991
"137","NonVascular",0.03,0.97,1792.8689,954.249
"138","NonVascular",0.1,0.9,1928.4,955.08307
"139","NonVascular",0.05,0.95,1836.6223,960.508
"143","NonVascular",0.02,0.98,1927.273,1050.8796
"144","NonVascular",0.12,0.88,1765.4294,1037.8118
"145","NonVascular",0.08,0.92,1682.3304,1059.1547
"147","NonVascular",0.03,0.97,1737.1007,1073.7799
"150","NonVascular",0.01,0.99,1676.997,1137.1566
"153","Vacular",0.97,0.03,1695.7173,1107.96
"156","Vacular",0.81,0.19,1583.1895,1144.9088
"157","NonVascular",0.13,0.87,1823.423,1161.1509
"158","Vacular",0.97,0.03,1597.0405,1163.3547
"161","NonVascular",0.09,0.91,1694.2024,1185.7986
"162","NonVascular",0.04,0.96,1736.3806,1186.9303
"171","Vacular",0.93,0.07,1723.6302,1242.4297
"172","NonVascular",0.03,0.97,1802.2982,1267.7478
"176","NonVascular",0.02,0.98,1746.8898,1288.9879
"177","Vacular",0.86,0.14,1542.5272,1271.4546
"178","NonVascular",0.17,0.83,1835.0566,1300.5338
"180","Vacular",0.98,0.02,1584.8481,1311.377
"181","Vacular",0.96,0.04,1620.3276,1330.9147
"186","Vacular",0.96,0.04,1592.2382,1382.0585
"190","NonVascular",0.09,0.91,1613.5426,1445.2074
"192","NonVascular",0.17,0.83,1527.7742,1447.7634
"193","NonVascular",0.03,0.97,1847.9318,1453.6299
"194","Vacular",0.93,0.07,1753.304,1453.9412
