"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.94,0.06,71.880554,13.702778
"2","Vacular",0.84,0.16,264.483,3.2857144
"3","Vacular",0.97,0.03,543.27325,10.004048
"6","NonVascular",0.01,0.99,766.02924,26.923826
"7","NonVascular",0.06,0.94,870.8195,5.574007
"8","NonVascular",0.15,0.85,891.6171,54.987972
"10","NonVascular",0.04,0.96,1042.4795,32.870686
"15","NonVascular",0.19,0.81,135.67105,18.5
"16","NonVascular",0.17,0.83,1194.837,23.125925
"17","NonVascular",0.07,0.93,461.39972,40.47686
"18","NonVascular",0.01,0.99,641.03485,47.554382
"19","Vacular",0.86,0.14,1585.5627,42.524155
"20","NonVascular",0.04,0.96,1610.7374,51.897484
"21","NonVascular",0.19,0.81,723.7518,45.943264
"22","NonVascular",0.14,0.86,850.0294,42.42157
"24","NonVascular",0.01,0.99,397.91498,75.79971
"25","NonVascular",0.13,0.87,1160.3448,72.62562
"29","NonVascular",0.03,0.97,1432.151,88.67581
"32","Vacular",0.9,0.1,841.60144,91.08696
"33","NonVascular",0.18,0.82,333.12604,91.5042
"34","NonVascular",0.15,0.85,500.47925,103.087555
"35","NonVascular",0.15,0.85,954.31,102.09
"36","Vacular",0.96,0.04,335.30502,109.48742
"37","Vacular",0.99,0.01,541.8261,111.214836
"38","NonVascular",0.1,0.9,1143.3092,134.8681
"40","NonVascular",0.17,0.83,374.75845,115.20519
"41","Vacular",1,0,466.34055,115.28919
"42","NonVascular",0.01,0.99,706.1034,128.1178
"45","NonVascular",0.01,0.99,397.66528,155.01242
"46","NonVascular",0.13,0.87,515.2482,142.62057
"49","Vacular",0.98,0.02,639.7028,154.5168
"50","NonVascular",0.03,0.97,84.46482,166.12367
"51","Vacular",0.89,0.11,919.63544,159.5625
"53","Vacular",0.99,0.01,962.0397,166.7337
"54","NonVascular",0.18,0.82,646.35516,187.62427
"56","NonVascular",0.08,0.92,1000.97394,183.87677
"58","NonVascular",0,1,501.17734,210.84071
"59","NonVascular",0.02,0.98,909.7224,210.764
"60","NonVascular",0.02,0.98,311.80917,188.20734
"61","NonVascular",0.13,0.87,1124.1309,195.31154
"64","NonVascular",0.02,0.98,177.28218,218.00381
"65","NonVascular",0.15,0.85,1070.3671,318.4163
"67","Vacular",0.99,0.01,306.6095,215.88918
"68","NonVascular",0.11,0.89,415.58066,220.6129
"70","Vacular",0.99,0.01,1045.9222,225.9611
"71","Vacular",0.98,0.02,326.45105,225.86647
"72","NonVascular",0,1,1142.6248,241.26204
"73","NonVascular",0.01,0.99,717.9129,244.76527
"74","Vacular",1,0,441.64517,240.99309
"75","NonVascular",0.07,0.93,1289.1562,240.67044
"76","Vacular",0.95,0.05,1795.1449,238.22803
"77","NonVascular",0.16,0.84,18.74359,246.70085
"79","NonVascular",0.03,0.97,657.9778,249.20741
"80","NonVascular",0.13,0.87,859.18036,306.23257
"81","NonVascular",0.03,0.97,554.3311,279.8389
"83","Vacular",0.87,0.13,1031.2743,274.35162
"85","NonVascular",0,1,750.5886,291.45053
"86","NonVascular",0.16,0.84,1386.0035,286.03214
"87","NonVascular",0.08,0.92,978.3665,306.82614
"88","NonVascular",0.1,0.9,456.77548,308.52264
"89","NonVascular",0.01,0.99,618.5437,315.0821
"90","NonVascular",0.02,0.98,1146.5404,297.42072
"91","NonVascular",0.11,0.89,477.53577,341.70068
"93","NonVascular",0.04,0.96,368.77866,426.87637
"94","Vacular",0.86,0.14,543.97516,343.8978
"95","NonVascular",0.1,0.9,573.31415,393.29138
"96","NonVascular",0.15,0.85,671.44446,356.13028
"97","NonVascular",0.01,0.99,1000.31464,362.54022
"100","NonVascular",0.01,0.99,628.936,379.52533
"101","NonVascular",0.02,0.98,826.35583,436.78293
"102","NonVascular",0.05,0.95,770.89465,396.3773
"106","NonVascular",0.01,0.99,1012.01587,396.8693
"107","NonVascular",0.11,0.89,654.44226,505.4548
"108","Vacular",0.92,0.08,234.82405,402.30206
"110","NonVascular",0.02,0.98,61.69667,436.19363
"111","NonVascular",0.02,0.98,612.4565,448.25458
"113","Vacular",1,0,1009.3671,434.39865
"114","NonVascular",0.09,0.91,978.4103,431.32693
"118","Vacular",0.82,0.18,772.60516,449.1876
"119","NonVascular",0.15,0.85,1063.3894,447.11475
"120","NonVascular",0.01,0.99,880.4339,456.1246
"121","Vacular",0.96,0.04,216,448.76486
"122","NonVascular",0.03,0.97,498.48325,487.34448
"123","NonVascular",0.18,0.82,665,457.50684
"124","NonVascular",0.03,0.97,1027.1708,497.4527
"125","NonVascular",0.19,0.81,452.51764,471.18823
"127","NonVascular",0.14,0.86,211.10715,476.1905
"129","Vacular",0.94,0.06,744.9723,486.03763
"130","NonVascular",0.08,0.92,1115.426,492.7042
"131","Vacular",0.89,0.11,967.7252,488.76337
"133","Vacular",0.96,0.04,949.21515,502.58963
"135","Vacular",0.95,0.05,214.93674,511.96594
"138","NonVascular",0.18,0.82,187.61386,514.8416
"139","NonVascular",0.01,0.99,538.63184,555.846
"140","Vacular",0.93,0.07,994.1728,522.18494
"142","NonVascular",0.07,0.93,483.24826,529.65796
"145","Vacular",0.94,0.06,259.35156,538.15106
"147","NonVascular",0.02,0.98,825.19006,584.0576
"148","Vacular",1,0,1024.535,548.974
"149","Vacular",0.84,0.16,1670.1237,547.2706
"150","NonVascular",0.14,0.86,959.88635,567.37726
"151","Vacular",0.96,0.04,207.86154,550.57947
"154","Vacular",0.87,0.13,103.7995,564.7168
"155","NonVascular",0.01,0.99,282.67322,572.8727
"158","NonVascular",0.01,0.99,385.21457,588.1969
"159","NonVascular",0.1,0.9,620.4008,689.9105
"160","Vacular",1,0,440.5838,576.3352
"161","NonVascular",0.02,0.98,1018.1368,592.9852
"162","NonVascular",0.01,0.99,464.2287,636.01215
"163","Vacular",0.99,0.01,309.21957,597.51337
