"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,57.321545,22.978619
"2","NonVascular",0,1,166.2227,30.044935
"3","NonVascular",0.03,0.97,279.2712,31.077866
"4","NonVascular",0.04,0.96,361.2903,5.725806
"5","NonVascular",0.01,0.99,397.8791,14.400615
"6","NonVascular",0,1,496.99142,33.851162
"8","NonVascular",0.01,0.99,771.62146,6.558099
"9","Vacular",0.95,0.05,1189.9426,5.2704916
"10","NonVascular",0.06,0.94,1485.2664,31.395304
"11","NonVascular",0.03,0.97,1536.3364,19.490135
"12","NonVascular",0.06,0.94,1665.156,7.477064
"14","NonVascular",0.02,0.98,1878.9927,9.692867
"15","NonVascular",0.17,0.83,1315.4973,27.468239
"16","Vacular",1,0,1423.8534,23.434668
"19","Vacular",1,0,1708.7029,31.183023
"20","NonVascular",0.03,0.97,390.29703,36.729374
"22","NonVascular",0.01,0.99,1375.0573,45.446747
"23","NonVascular",0.02,0.98,1898.5192,47.738297
"24","NonVascular",0.05,0.95,1815.6753,59.531223
"25","NonVascular",0,1,562.8969,45.907215
"26","NonVascular",0.05,0.95,316.25012,100.343315
"28","NonVascular",0.02,0.98,1104.3202,59.46676
"29","NonVascular",0,1,1201.5073,64.31656
"30","NonVascular",0.01,0.99,1520.1235,55.129414
"31","Vacular",1,0,828.1961,61.540615
"32","NonVascular",0.13,0.87,1510.3818,68.87273
"34","Vacular",0.84,0.16,60.84,80.136
"35","NonVascular",0.17,0.83,835.3625,88.048546
"37","NonVascular",0.02,0.98,443.6008,103.25691
"38","Vacular",0.91,0.09,500.30264,92.125
"39","NonVascular",0.01,0.99,99.809586,119.88493
"42","NonVascular",0.04,0.96,784.9971,141.60927
"43","NonVascular",0.03,0.97,216.86792,108.333336
"44","Vacular",0.92,0.08,26.899614,111.49421
"45","NonVascular",0,1,1320.6006,126.07523
"46","NonVascular",0,1,1010.4747,120.96788
"47","NonVascular",0.02,0.98,1099.5918,126.417885
"48","NonVascular",0.01,0.99,1365.7107,117.27411
"49","NonVascular",0.01,0.99,1682.7584,123.26779
"50","NonVascular",0,1,509.84137,137.71446
"51","Vacular",0.89,0.11,144.02597,129.79741
"52","NonVascular",0.01,0.99,196.37546,144.21153
"53","NonVascular",0.02,0.98,1432.6182,139.92616
"55","NonVascular",0.05,0.95,1212.1342,130.12195
"56","NonVascular",0.08,0.92,1731.2706,126.90588
"59","NonVascular",0.11,0.89,1708.25,143.125
"60","NonVascular",0.1,0.9,1751.7117,152.57669
"61","NonVascular",0.06,0.94,1931.4487,146.9359
"62","Vacular",0.95,0.05,1133.7285,157.77727
"63","NonVascular",0.01,0.99,1580.9553,165.16202
"64","NonVascular",0.01,0.99,1596.9303,176.23193
"65","NonVascular",0,1,1197.0265,175.2205
"66","NonVascular",0,1,1838.1313,211.07848
"67","NonVascular",0.03,0.97,1924.839,172.86197
"68","NonVascular",0.17,0.83,4.811594,163.50725
"69","NonVascular",0.12,0.88,1157.8,162.61818
"71","NonVascular",0.01,0.99,214.02171,223.51479
"73","NonVascular",0,1,76.75927,244.81377
"74","NonVascular",0.01,0.99,622.80914,222.01352
"76","NonVascular",0.01,0.99,1050.5,214.36208
"77","NonVascular",0,1,1321.7836,225.27016
"78","NonVascular",0.02,0.98,673.89264,229.18405
"79","NonVascular",0.01,0.99,1492.1927,227.0572
"80","Vacular",0.97,0.03,1807.0431,225.37196
"81","NonVascular",0,1,1765.9434,236.92038
"82","Vacular",0.92,0.08,574.2358,233.20596
"83","NonVascular",0.01,0.99,955.16095,259.3005
"84","Vacular",0.99,0.01,1415.5331,237.99243
"85","Vacular",0.92,0.08,1655.6353,233.97353
"87","NonVascular",0.01,0.99,1486.663,245.1268
"88","NonVascular",0.15,0.85,396.88525,230.16394
"90","NonVascular",0.01,0.99,390.29245,253.02202
"91","NonVascular",0.01,0.99,1113.4248,294.1632
"92","NonVascular",0,1,288.3179,262.60983
"93","NonVascular",0,1,1286.0505,262.0074
"94","NonVascular",0.04,0.96,457.06516,253.4202
"95","NonVascular",0,1,992.1395,253.0186
"97","NonVascular",0.18,0.82,538.9781,276.2129
