"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.93,0.07,196.77713,9.214076
"3","Vacular",0.97,0.03,757.5072,9.458213
"4","Vacular",0.87,0.13,802.0925,4.044053
"5","NonVascular",0.01,0.99,1821.2366,26.075403
"6","NonVascular",0.11,0.89,1929.7723,4.382114
"10","Vacular",1,0,678.6,36.050705
"11","NonVascular",0.01,0.99,34.529247,56.601673
"12","Vacular",0.99,0.01,599.9668,46.25249
"13","Vacular",0.95,0.05,316.33237,57.762177
"14","Vacular",0.94,0.06,927.0518,63.800518
"17","NonVascular",0.05,0.95,433.377,86.73258
"18","Vacular",0.96,0.04,218.06265,104.12281
"19","NonVascular",0.12,0.88,1709.8792,101.25275
"21","Vacular",1,0,1026.2261,113.14013
"22","Vacular",0.96,0.04,1606.4535,121.16357
"23","Vacular",0.96,0.04,847.7529,129.36765
"24","Vacular",0.95,0.05,298.52423,131.68945
"25","NonVascular",0.07,0.93,1732.4475,131.02797
"26","Vacular",0.99,0.01,956.8669,133.72781
"27","Vacular",0.91,0.09,1432.224,140.92429
"28","Vacular",0.95,0.05,1126.8176,163.12263
"29","NonVascular",0,1,1426.6538,189.3098
"31","Vacular",0.94,0.06,731.9635,186.40146
"33","Vacular",0.93,0.07,23.977901,203.88673
"35","Vacular",0.97,0.03,1680.2933,215.70918
"37","NonVascular",0.02,0.98,1838.9006,229.4082
"39","NonVascular",0.11,0.89,1870.331,238.59396
"41","Vacular",1,0,156.16037,233.72406
"43","Vacular",0.96,0.04,1406.5194,238.13087
"44","NonVascular",0.18,0.82,1326.3802,231.64789
"45","NonVascular",0.16,0.84,1931.877,256.18182
"46","NonVascular",0.03,0.97,1648.8341,278.29367
"47","Vacular",0.97,0.03,633.9826,259.28357
"48","Vacular",1,0,940.2345,267.09512
"49","NonVascular",0.04,0.96,1730.8202,271.42365
"50","Vacular",0.89,0.11,1759.6178,276.18268
"51","Vacular",0.84,0.16,605.0517,272.95978
"53","Vacular",0.97,0.03,753.6336,279.9129
"54","NonVascular",0,1,1687.829,291.0597
"55","Vacular",0.94,0.06,806.4864,282.4864
"57","Vacular",0.88,0.12,570.8713,306.23987
"58","NonVascular",0.02,0.98,1884.7767,318.2031
"60","NonVascular",0.01,0.99,1757.5386,314.94116
"61","Vacular",0.9,0.1,1299.5278,317.12024
"64","NonVascular",0.04,0.96,64.2897,363.46072
"66","Vacular",0.98,0.02,533.3018,373.71652
"67","Vacular",0.83,0.17,483.41885,376.43396
"68","NonVascular",0.04,0.96,6.6159697,378.40305
"69","Vacular",0.91,0.09,165.29411,380.613
"70","Vacular",0.93,0.07,686.7684,381.6407
"71","Vacular",0.89,0.11,1563.0258,381.30945
"72","NonVascular",0,1,1868.7311,384.72
"73","Vacular",1,0,449.6678,383.6034
"76","Vacular",0.97,0.03,1321.5884,411.12137
"81","NonVascular",0.17,0.83,330.76056,428.67606
"83","NonVascular",0.01,0.99,1871.3777,434.68085
"84","Vacular",0.97,0.03,75.66265,438.9494
"86","Vacular",0.93,0.07,626.9599,449.5722
"88","Vacular",0.97,0.03,1135.0776,481.70288
"89","Vacular",1,0,201.6925,490.66
"90","Vacular",0.97,0.03,64.26893,503.77023
"92","Vacular",0.81,0.19,22.726141,511.67636
"93","NonVascular",0.03,0.97,1609.0198,520.73627
"94","Vacular",1,0,643.7173,517.3665
"96","NonVascular",0.02,0.98,1707.6111,543.11
"97","Vacular",0.94,0.06,872.2614,531.05774
"99","Vacular",0.98,0.02,809.76697,544.8289
"100","Vacular",0.88,0.12,517.3375,549.14105
"103","Vacular",0.9,0.1,905.48364,573.5098
"105","Vacular",0.99,0.01,326.57346,609.20056
"106","Vacular",1,0,589.66003,614.35986
"107","Vacular",0.91,0.09,874.9086,610.066
"108","Vacular",0.98,0.02,1368.8706,617.3026
"110","NonVascular",0.01,0.99,1286.9347,644.0511
"111","Vacular",0.97,0.03,1697.354,654.29504
"112","NonVascular",0.01,0.99,1744.2898,686.7891
"114","Vacular",0.95,0.05,1619.4231,680.31067
"115","NonVascular",0.01,0.99,1300.853,696.7028
"116","Vacular",0.97,0.03,1486.6035,684.32654
"117","Vacular",0.83,0.17,86.055115,704.28503
"118","NonVascular",0.16,0.84,1691.2838,690.7817
"120","NonVascular",0.05,0.95,1717.878,716.6813
"121","Vacular",0.97,0.03,23.873377,707.6915
"122","Vacular",0.96,0.04,357.78198,710.54944
"123","Vacular",0.91,0.09,499.73172,717.4109
"124","Vacular",1,0,611.03143,719.19183
"127","NonVascular",0.02,0.98,1317.5659,737.603
"129","NonVascular",0.14,0.86,1121.7765,741.2353
"130","Vacular",0.99,0.01,1199.5127,746.2338
"131","Vacular",0.99,0.01,1413.9459,746.43304
"132","Vacular",1,0,633.5639,767.95
"135","Vacular",0.92,0.08,398.60318,789.7048
"137","Vacular",0.99,0.01,991.3396,794.09894
"140","Vacular",0.86,0.14,1756.1454,830.1488
"141","Vacular",0.97,0.03,780.07477,834.1413
"142","Vacular",0.89,0.11,716.22577,841.2463
"143","NonVascular",0.14,0.86,684.93207,845.466
"146","NonVascular",0.03,0.97,1927.1754,871.69006
"147","NonVascular",0.04,0.96,1878.6626,879.7055
"149","NonVascular",0.08,0.92,604.1506,882.16266
"154","Vacular",0.89,0.11,126.86731,946.8962
"155","NonVascular",0,1,916.1058,956.2754
"157","Vacular",0.96,0.04,967.7323,952.29333
"159","Vacular",0.97,0.03,263.6354,964.72656
"161","Vacular",0.98,0.02,74.38182,981.5013
"164","Vacular",0.98,0.02,867.5035,999.5851
"167","Vacular",0.82,0.18,123.3686,1043.0308
"169","NonVascular",0.02,0.98,1880.7142,1068.6843
"170","Vacular",0.94,0.06,1795.4442,1054.068
"172","Vacular",1,0,385.73892,1060.2192
"173","Vacular",1,0,1082.7721,1067.1367
"174","Vacular",0.84,0.16,1667.6136,1067.4849
"175","Vacular",0.88,0.12,1613.2709,1090.634
"178","Vacular",0.85,0.15,748.60474,1107.8967
"179","Vacular",0.82,0.18,456.81476,1122.9115
"180","NonVascular",0.04,0.96,1332.8055,1122.3287
"185","Vacular",0.95,0.05,792.23865,1167.5775
"186","Vacular",0.94,0.06,533.6745,1186.6887
"188","Vacular",0.96,0.04,376.12354,1192.6882
"190","Vacular",0.92,0.08,975.3585,1208.6947
"191","Vacular",0.97,0.03,1389.1892,1216.015
"193","Vacular",0.93,0.07,84.65121,1240.125
"194","Vacular",0.84,0.16,1824.0496,1237.3894
"195","Vacular",0.99,0.01,1223.264,1239.175
"196","Vacular",0.85,0.15,649.63763,1242.2264
"198","Vacular",0.94,0.06,516.98035,1264.1855
"199","NonVascular",0.16,0.84,1866.1487,1260.1082
"200","NonVascular",0.16,0.84,1827.1111,1264.1729
"201","NonVascular",0.15,0.85,637.1012,1272.5476
"205","Vacular",0.87,0.13,935.0608,1344.3162
"206","Vacular",1,0,235.00734,1347.3032
"207","NonVascular",0.16,0.84,1671.1743,1359.789
"208","Vacular",0.91,0.09,509.08823,1361.0294
"210","Vacular",0.9,0.1,1442.9255,1390.8091
"213","Vacular",1,0,151.39946,1399.9705
"215","NonVascular",0.15,0.85,1513.8983,1434.0928
"217","Vacular",1,0,430.5028,1434.9581
"219","Vacular",1,0,769.69293,1443.0543
"220","NonVascular",0.17,0.83,381.38095,1454.2976
