"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0,1,835.18054,46.78286
"4","NonVascular",0,1,1631.0735,29.489151
"5","Vacular",0.82,0.18,1863.365,13.065
"6","Vacular",0.88,0.12,778.9676,24.389189
"7","NonVascular",0,1,1807.814,27.646
"8","NonVascular",0.01,0.99,170.58621,61.09392
"9","Vacular",0.93,0.07,943.6866,35.749287
"10","Vacular",0.99,0.01,681.3958,57.002605
"11","Vacular",1,0,218.9581,59.053074
"12","Vacular",1,0,405.08838,72.34344
"13","Vacular",0.83,0.17,1784.3735,84.94269
"18","Vacular",0.98,0.02,860.18207,194.21739
"19","Vacular",1,0,1298.0983,211.26448
"22","NonVascular",0.01,0.99,989.5034,236.75682
"24","Vacular",0.94,0.06,1075.8408,261.26367
"25","Vacular",1,0,635.5847,271.18643
"26","Vacular",0.89,0.11,679.33765,281.26624
"31","Vacular",0.84,0.16,1061.3562,327.33185
"32","NonVascular",0.17,0.83,1932.1936,337.6129
"33","Vacular",0.83,0.17,1008.80054,346.1606
"36","Vacular",0.92,0.08,4.0826445,357.0124
"39","Vacular",0.97,0.03,135.61765,363.80884
"40","Vacular",0.99,0.01,261.1316,366.23206
"41","NonVascular",0.09,0.91,1170.0619,377.8244
"42","Vacular",0.98,0.02,1381.7806,369.79895
"44","Vacular",0.86,0.14,1008.8112,383.59943
"46","Vacular",0.9,0.1,757.4379,380.86603
"48","Vacular",1,0,65.61869,397.21716
"49","NonVascular",0.08,0.92,477.18854,393.7869
"51","NonVascular",0.02,0.98,8.717786,442.62704
"52","Vacular",0.92,0.08,1645.8655,425.1082
"53","Vacular",1,0,352.1602,437.20145
"56","NonVascular",0.15,0.85,635.1705,480.05554
"59","Vacular",0.97,0.03,1311.8236,516.7541
"61","Vacular",0.93,0.07,1060.6239,528.5821
"62","NonVascular",0.18,0.82,1621.4216,540.9759
"63","Vacular",0.96,0.04,1313.0803,561.15027
"64","Vacular",0.92,0.08,476.6865,562.8081
"67","Vacular",0.98,0.02,290.58762,611.2992
"68","NonVascular",0.01,0.99,1866.9663,635.74976
"72","NonVascular",0.01,0.99,1633.6389,631.38745
"73","NonVascular",0.01,0.99,1227.179,661.56696
"74","Vacular",0.84,0.16,740.3808,663.3401
"75","NonVascular",0.18,0.82,1396.804,663.96075
"76","Vacular",0.93,0.07,948.09796,678.59656
"77","Vacular",0.96,0.04,1088.1008,690.08936
"78","Vacular",1,0,1389.283,717.8868
"79","Vacular",0.98,0.02,903.80634,724.74603
"81","Vacular",0.99,0.01,269.1134,758.43555
"82","Vacular",0.99,0.01,1317.424,758.85284
"83","Vacular",0.93,0.07,311.85715,799.1573
"84","NonVascular",0.01,0.99,776.92816,831.11725
"85","NonVascular",0.11,0.89,718.95636,802.8691
"86","Vacular",0.99,0.01,583.6053,816.24475
"88","NonVascular",0.02,0.98,1705.121,826.3871
"90","Vacular",0.99,0.01,1735.9337,839.7464
"91","Vacular",0.98,0.02,896.8829,843.82574
"92","Vacular",1,0,41.622993,848.02673
"93","Vacular",0.97,0.03,1590.6783,862.47565
"94","Vacular",0.98,0.02,821.006,882.3093
"96","Vacular",0.91,0.09,1053.805,886.93396
"97","Vacular",0.98,0.02,1188.1171,897.6011
"98","Vacular",0.96,0.04,659.49133,913.51556
