"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.06,0.94,923.5726,10.617414
"2","NonVascular",0.01,0.99,1896.7373,13.75041
"3","NonVascular",0.11,0.89,1930.0671,34.62956
"4","NonVascular",0.13,0.87,1423.1582,46.747345
"5","Vacular",0.86,0.14,1347.3977,45.278652
"9","Vacular",1,0,1095.4884,67.93642
"10","NonVascular",0.02,0.98,1837.1249,85.211296
"11","NonVascular",0.01,0.99,1880.9843,81.35664
"14","Vacular",0.87,0.13,476.87897,123.997116
"18","NonVascular",0.18,0.82,1383.1375,183.75626
"19","NonVascular",0.02,0.98,1711.8276,206.6523
"20","NonVascular",0.03,0.97,1915.6033,227.04076
"24","Vacular",0.94,0.06,722.4236,238.0625
"25","Vacular",0.81,0.19,646.2049,243.48012
"26","NonVascular",0.14,0.86,1396.5479,250.70543
"27","Vacular",0.96,0.04,488.20526,257.31842
"30","NonVascular",0.05,0.95,1093.555,316.65256
"34","Vacular",0.95,0.05,1748.787,396.2356
"36","Vacular",0.99,0.01,666.3566,420.79037
"37","Vacular",1,0,1328.6299,418.33148
"38","NonVascular",0.16,0.84,1617.5072,456.09662
"39","NonVascular",0.16,0.84,1447.5831,475.09015
"42","Vacular",0.92,0.08,1169.5869,484.61142
"44","Vacular",0.98,0.02,1811.6743,552.0693
"45","NonVascular",0.01,0.99,746.3063,602.0875
"47","Vacular",0.94,0.06,898.2319,621.6377
"48","NonVascular",0.03,0.97,1546.7273,619.71655
"49","NonVascular",0.17,0.83,1654.7701,623.3563
"53","Vacular",0.98,0.02,748.32684,685.24243
"55","Vacular",0.9,0.1,1246.2252,686.15936
"59","Vacular",0.94,0.06,137.7817,712.8451
"60","Vacular",0.93,0.07,1263.074,717.7821
"62","Vacular",0.98,0.02,1644.7742,738.38074
"63","Vacular",0.96,0.04,1260.1901,745.81
"64","Vacular",0.86,0.14,1581.2483,761.90607
"66","Vacular",0.86,0.14,1470.4667,766.84
"67","Vacular",0.88,0.12,1228.826,771.8956
"68","Vacular",0.94,0.06,1528.6354,776.4812
"70","Vacular",0.9,0.1,1255.0803,782.5958
"71","NonVascular",0.05,0.95,1329.7703,796.9308
"72","Vacular",0.89,0.11,1460.2456,787.6377
"73","NonVascular",0.15,0.85,818.8374,791.0244
"75","Vacular",0.9,0.1,1426.6143,794.58
"76","Vacular",0.9,0.1,1144.311,805.74164
"77","NonVascular",0.08,0.92,291.26547,813.9122
"79","NonVascular",0.07,0.93,346.0699,820.72046
"81","Vacular",0.89,0.11,791.88806,836.799
"82","Vacular",0.91,0.09,867.06946,838.18054
"86","Vacular",0.86,0.14,761.61536,857.1683
"88","Vacular",0.97,0.03,781.6254,875.77527
"92","Vacular",0.81,0.19,364.81558,906.6597
"93","NonVascular",0.04,0.96,1619.6058,954.05566
"97","NonVascular",0.18,0.82,842.61194,991.71643
"98","NonVascular",0.11,0.89,567.375,1015.94354
"99","Vacular",0.9,0.1,441.78122,1036.655
"100","Vacular",0.9,0.1,107.281296,1043.134
"101","NonVascular",0.04,0.96,1924.0216,1042.7727
"102","Vacular",0.96,0.04,1148.2163,1064.5356
"105","Vacular",0.94,0.06,832.4828,1093.6309
"106","Vacular",0.94,0.06,867.2159,1114.0303
"110","Vacular",0.96,0.04,884.7456,1149.2292
"112","NonVascular",0.02,0.98,1350.0533,1156.8859
"113","Vacular",0.99,0.01,1683.8862,1170.7216
"114","Vacular",0.85,0.15,236.3392,1175.3593
"115","Vacular",0.98,0.02,717.9418,1186.6028
"116","Vacular",0.83,0.17,1189.9482,1196.8792
"117","NonVascular",0.03,0.97,877.2696,1203.4326
"121","NonVascular",0.11,0.89,628.16077,1218.7235
"123","Vacular",0.95,0.05,173.5229,1231.558
"124","NonVascular",0.06,0.94,696.1029,1252.4373
"125","NonVascular",0.09,0.91,1658.1763,1299.6185
"127","NonVascular",0.04,0.96,1357.9641,1265.5398
"128","Vacular",1,0,480.64233,1271.9319
"129","NonVascular",0.06,0.94,701.8984,1297.8824
"130","NonVascular",0.03,0.97,1346.8551,1328.8116
"131","Vacular",0.96,0.04,858.24023,1316.7943
"133","Vacular",0.97,0.03,1581.3939,1321.0886
"134","NonVascular",0.12,0.88,1496.0552,1325.8207
"137","NonVascular",0.03,0.97,1454.3358,1356.3309
"138","Vacular",0.97,0.03,1795.5038,1354.6405
"139","NonVascular",0.06,0.94,1726.5302,1359.5452
"142","NonVascular",0.03,0.97,1658.2864,1371.525
"146","Vacular",0.92,0.08,1438.1725,1401.2325
"147","NonVascular",0.02,0.98,1674.7445,1422.6161
"148","Vacular",1,0,525.62396,1412.5767
"150","Vacular",0.87,0.13,1256.1372,1424.3334
"151","Vacular",0.97,0.03,1828.3589,1447.1196
"152","Vacular",0.87,0.13,1687.5795,1452.1696
