"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.18,0.82,40.477272,7.3333335
"3","NonVascular",0.13,0.87,117.15311,65.489525
"5","Vacular",1,0,1394.1222,24.12216
"6","Vacular",0.93,0.07,1643.0895,46.09756
"7","Vacular",0.94,0.06,37.763855,65.520485
"8","NonVascular",0.19,0.81,11.208333,134.17188
"9","Vacular",0.95,0.05,1667.0302,96.16722
"10","NonVascular",0.03,0.97,186.9248,135.05814
"12","Vacular",0.95,0.05,1407.3383,147.26176
"13","Vacular",0.91,0.09,1594.0924,156.63696
"15","Vacular",0.97,0.03,764.3313,167.58736
"17","Vacular",1,0,1209.2725,194.34366
"19","Vacular",0.89,0.11,858.23334,226.70303
"20","Vacular",0.92,0.08,664.3066,229.95256
"22","NonVascular",0.17,0.83,90.937004,257.58267
"23","Vacular",0.85,0.15,1044.3257,273.47125
"25","Vacular",0.94,0.06,1736.6399,291.6656
"26","Vacular",0.89,0.11,1322.5122,304.89938
"28","Vacular",0.93,0.07,1549.3824,328.37393
"29","Vacular",0.99,0.01,672.3579,350.80875
"31","NonVascular",0,1,1251.1168,380.78458
"32","NonVascular",0.19,0.81,488.94446,355.66666
"33","NonVascular",0.01,0.99,1184.9181,373.28604
"34","Vacular",0.98,0.02,1151.1194,368.4179
"35","Vacular",0.91,0.09,1829.985,393.9975
"36","Vacular",0.85,0.15,117.36644,399.3904
"37","Vacular",0.92,0.08,1651.5454,399.3144
"38","Vacular",0.85,0.15,754.9436,442.53604
"39","Vacular",0.84,0.16,882.65717,442.30612
"41","Vacular",0.99,0.01,383.15872,476.95502
"42","Vacular",0.9,0.1,273.5188,493.8594
"43","NonVascular",0.01,0.99,1685.8373,523.3114
"44","Vacular",1,0,83.96875,527.6719
"45","NonVascular",0.01,0.99,245.16766,619.8865
"48","NonVascular",0.17,0.83,1736.5358,538.7286
"52","Vacular",1,0,1717.1288,609.63727
"53","Vacular",0.94,0.06,1382.2129,615.4194
"54","Vacular",0.84,0.16,568.9501,624.7469
"56","NonVascular",0.02,0.98,275.83514,651.9067
"57","NonVascular",0.13,0.87,392.0396,646.2376
"59","Vacular",0.89,0.11,642.45,661.875
"60","Vacular",0.88,0.12,1204.8182,664.632
"61","Vacular",0.94,0.06,860.68054,672.1313
"62","Vacular",0.88,0.12,653.7059,685.84314
"67","Vacular",0.94,0.06,754.9543,746.6855
"68","Vacular",0.85,0.15,649.34906,768.5723
"70","Vacular",0.86,0.14,1450.4242,779.6061
"71","Vacular",0.97,0.03,930.43286,805.96716
"72","NonVascular",0,1,802.7883,852.83466
"73","Vacular",0.99,0.01,499.11688,823.639
"74","Vacular",0.89,0.11,1576.3767,825.4452
"76","Vacular",0.98,0.02,1154.7532,831.72815
"77","Vacular",0.81,0.19,748.9447,894.7465
"78","NonVascular",0.17,0.83,767.4854,913.4175
"79","Vacular",0.97,0.03,1765.7614,918.34375
"80","Vacular",0.87,0.13,1134.0146,922.23724
"81","Vacular",0.83,0.17,1226.6588,922.3649
"82","Vacular",0.81,0.19,286.78714,924.43774
"83","NonVascular",0.18,0.82,1482.9445,969.8
"84","Vacular",0.81,0.19,560.0787,989.02295
"85","NonVascular",0.03,0.97,1537.6345,993.1579
"86","Vacular",0.86,0.14,73.71019,999.35034
"87","NonVascular",0.02,0.98,902.57904,1034.311
"88","Vacular",1,0,174.38083,1004.84656
"89","NonVascular",0.01,0.99,1481.2751,1028.3488
"92","Vacular",0.95,0.05,231.8,1042.4214
"93","Vacular",0.91,0.09,1747.9015,1053.8523
"94","Vacular",0.85,0.15,812.70996,1066.2424
"95","Vacular",0.9,0.1,619.9235,1063.9755
"96","Vacular",0.9,0.1,1270.6125,1070.1538
"99","Vacular",0.88,0.12,822.4561,1107.2106
"101","Vacular",0.96,0.04,1347.6193,1126.7881
"102","Vacular",1,0,421.8799,1158.0022
"103","NonVascular",0.17,0.83,993.9349,1179.1044
"104","Vacular",0.85,0.15,810.9484,1157.7268
"106","Vacular",0.94,0.06,806.2528,1189.9045
"107","NonVascular",0.17,0.83,936.7208,1199.6752
"109","Vacular",1,0,108.86559,1222.6317
"110","Vacular",0.98,0.02,1572.8011,1224.965
"111","Vacular",0.99,0.01,1258.2875,1243.8524
"112","Vacular",0.91,0.09,1100.232,1245.3561
"113","Vacular",0.99,0.01,641.6637,1267.4365
"114","Vacular",0.94,0.06,245.97548,1274.9319
"116","Vacular",0.97,0.03,1699.6255,1299.9775
"117","Vacular",0.99,0.01,556.2521,1321.7617
"118","Vacular",0.92,0.08,1600.3849,1350.4604
"119","Vacular",0.98,0.02,1220.9016,1358.4656
"121","Vacular",0.94,0.06,1477.5781,1373.663
"123","Vacular",1,0,907.989,1400.6758
