"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.04,0.96,990.29877,6.5
"3","Vacular",0.9,0.1,1184.665,4.0582523
"4","NonVascular",0.02,0.98,1547.3885,37.378803
"7","NonVascular",0.03,0.97,1725.6437,16.315893
"8","Vacular",0.96,0.04,1787.1719,8.339844
"9","NonVascular",0,1,1885.7494,16.592226
"10","NonVascular",0.05,0.95,940.26666,13.333333
"11","NonVascular",0.14,0.86,256.525,21.225
"12","Vacular",1,0,1350.0802,27.014326
"13","Vacular",0.86,0.14,234.92416,31.115168
"14","NonVascular",0.18,0.82,1016.8973,29.535135
"15","NonVascular",0.02,0.98,804.13824,42.053013
"16","Vacular",0.97,0.03,392.6183,34.85215
"17","NonVascular",0.19,0.81,1273.963,28.981482
"18","NonVascular",0.03,0.97,1768.8593,38.04369
"19","NonVascular",0.02,0.98,868.7105,55.277737
"21","Vacular",0.98,0.02,1449.9562,63.59452
"22","NonVascular",0.11,0.89,1579.9326,62.358154
"23","Vacular",0.89,0.11,1650.1445,64.34682
"29","NonVascular",0.04,0.96,1646.0974,83.6367
"31","NonVascular",0.02,0.98,1855.8503,106.03113
"32","NonVascular",0.01,0.99,1582.5088,101.90773
"33","Vacular",0.9,0.1,1269.8685,105.68779
"35","Vacular",0.97,0.03,1180.7665,111.692894
"42","NonVascular",0.01,0.99,1729.1301,145.79677
"43","Vacular",0.98,0.02,1462.9302,139.94684
"44","NonVascular",0.05,0.95,1611.9219,157.89258
"45","NonVascular",0.17,0.83,561.93713,150.90984
"46","Vacular",0.98,0.02,814.8,157.50256
"47","NonVascular",0.14,0.86,604.61584,160.18095
"48","NonVascular",0,1,67.76894,191.2942
"49","Vacular",0.99,0.01,1316.1195,170.69293
"53","Vacular",0.95,0.05,970.94025,176.54546
"55","NonVascular",0,1,1055.7982,210.58333
"56","Vacular",1,0,519.3025,182.1075
"57","NonVascular",0.19,0.81,787.9385,179.61539
"58","NonVascular",0.08,0.92,822.7749,185.43867
"59","NonVascular",0,1,1159.1444,194.6881
"60","Vacular",1,0,1565.5897,183.92023
"62","NonVascular",0.05,0.95,997.43646,190.96686
"63","NonVascular",0.02,0.98,1130.2324,230.41364
"65","Vacular",0.93,0.07,358.57556,200.0611
"67","NonVascular",0.17,0.83,1356.9149,208.7305
"69","NonVascular",0.02,0.98,1833.2386,219.93411
"70","NonVascular",0.01,0.99,1913.4427,223.70287
"71","NonVascular",0.02,0.98,13.921495,221.58318
"72","Vacular",0.84,0.16,1515.5864,234.06602
"75","NonVascular",0.01,0.99,741.56506,241.76027
"79","NonVascular",0.11,0.89,702.5769,242.18462
"80","NonVascular",0.13,0.87,183.14539,251.2039
"81","NonVascular",0.04,0.96,1778.1438,264.92575
"82","NonVascular",0.06,0.94,1335.8845,265.86642
"84","NonVascular",0.02,0.98,1882.1439,259.8139
"85","Vacular",0.99,0.01,610.4969,264.1905
"86","Vacular",0.81,0.19,1050.0175,266.6834
"88","NonVascular",0.06,0.94,60.359676,270.17258
"89","NonVascular",0.17,0.83,1744.7102,264.23187
"93","Vacular",0.98,0.02,877.7427,290.38437
"95","NonVascular",0.18,0.82,235.51898,292.5443
"96","NonVascular",0.02,0.98,1647.6415,304.52722
"97","NonVascular",0.16,0.84,1050.1562,293.71875
"100","Vacular",0.94,0.06,5.1106195,309.81415
"102","Vacular",0.82,0.18,1475.9543,319.23358
"103","Vacular",0.99,0.01,37.449352,318.92468
"107","Vacular",0.83,0.17,1444.642,332.32904
"110","Vacular",0.86,0.14,1041.9916,338.26273
"111","NonVascular",0.13,0.87,428.17407,342.46295
"112","NonVascular",0.17,0.83,632.2689,351.7227
"114","NonVascular",0.02,0.98,256.61337,358.58487
"115","NonVascular",0,1,1772.8236,376.6806
"116","NonVascular",0.19,0.81,339.71155,355.73077
"117","Vacular",1,0,1037.3236,363.0759
"119","Vacular",0.95,0.05,161.60767,370.6578
"120","Vacular",0.91,0.09,1060.9073,367.69135
"121","Vacular",0.95,0.05,27.167286,374.2379
"122","NonVascular",0.02,0.98,799.42346,382.8867
"124","NonVascular",0.14,0.86,274.45276,392.0303
"126","NonVascular",0.04,0.96,1032.256,399.14493
"127","NonVascular",0.01,0.99,1707.9934,396.8156
"128","Vacular",1,0,1075.3563,395.3254
"130","NonVascular",0.13,0.87,51.842518,395.46457
"132","NonVascular",0.09,0.91,151.94583,418.92377
"133","Vacular",0.9,0.1,13.986486,398.51352
"134","Vacular",0.91,0.09,491.3785,403.61893
"136","Vacular",0.9,0.1,32.357143,409.89285
"137","Vacular",0.82,0.18,94.928,414.616
"138","Vacular",0.95,0.05,665.90924,426.5946
"140","Vacular",0.88,0.12,1333.64,427.84445
"141","NonVascular",0.01,0.99,38.858738,461.00745
"144","NonVascular",0.01,0.99,1702.9181,459.98294
"146","Vacular",0.98,0.02,229.37254,467.10645
"147","Vacular",0.92,0.08,1434.6849,470.00964
"150","NonVascular",0.15,0.85,743.3117,482.48053
"151","Vacular",1,0,529.2521,490.80673
"153","Vacular",0.84,0.16,223.21149,501.65012
"156","Vacular",0.89,0.11,1372.2098,522.25616
"157","Vacular",0.91,0.09,40.715256,523.7085
"158","Vacular",0.91,0.09,731.2688,529.77954
"159","Vacular",0.89,0.11,1419.9601,529.86194
"160","Vacular",0.91,0.09,750.8608,535.55695
"161","NonVascular",0.06,0.94,122.63403,542.7413
"162","Vacular",0.99,0.01,246.80415,550.01483
"163","Vacular",0.95,0.05,1313.3829,546.0468
"164","Vacular",0.82,0.18,1092.4988,556.81085
"165","Vacular",0.97,0.03,1237.6356,558.8243
"166","Vacular",0.83,0.17,732.36365,551.1667
"170","Vacular",0.98,0.02,1146.1323,560.49414
"171","NonVascular",0.03,0.97,618.34125,567.75134
"172","NonVascular",0.12,0.88,1827.5166,566.23566
"175","Vacular",0.99,0.01,236.22223,571.681
"176","Vacular",0.88,0.12,801.96875,568.75
"178","Vacular",0.95,0.05,822.7195,590.8984
"180","NonVascular",0.07,0.93,530.42053,590.0564
"181","Vacular",0.9,0.1,1438.8386,600.98737
"185","NonVascular",0.01,0.99,1201.4934,620.06055
"186","Vacular",0.92,0.08,806.7593,614.5139
"188","Vacular",0.86,0.14,1244.5142,617.3625
"189","NonVascular",0.18,0.82,193.39473,617.4474
"191","Vacular",0.83,0.17,398.79053,647.8216
"192","Vacular",0.89,0.11,793.49255,634.8333
"193","Vacular",0.98,0.02,1150.0708,642.14166
"195","Vacular",0.93,0.07,489.04623,636.55493
"199","Vacular",0.87,0.13,421.5106,654.10425
"201","Vacular",0.92,0.08,457.60443,660.54224
"203","Vacular",0.92,0.08,395.54166,679.1591
"204","NonVascular",0.05,0.95,1081.8777,684.1601
"205","Vacular",1,0,682.6638,677.6638
"207","Vacular",0.87,0.13,360,689.2222
