"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","Vacular",0.99,0.01,761.27686,5.693811
"4","NonVascular",0.04,0.96,830.72437,5.5300355
"5","Vacular",0.95,0.05,903.74,5.496
"6","NonVascular",0.19,0.81,1019.759,71.82964
"8","NonVascular",0,1,1224.3313,17.611694
"11","NonVascular",0,1,1863.1304,43.12387
"12","NonVascular",0.02,0.98,1395.3524,22.174786
"13","NonVascular",0,1,1346.303,25.493977
"14","NonVascular",0.01,0.99,1296.6124,61.377525
"17","NonVascular",0.09,0.91,863.4776,34.85488
"18","NonVascular",0,1,901.4537,42.63889
"19","Vacular",0.85,0.15,931.32855,41.092857
"22","NonVascular",0.09,0.91,1556.764,72.16198
"24","NonVascular",0.16,0.84,1732.2698,71.98184
"26","Vacular",0.94,0.06,566.76324,62.6156
"28","NonVascular",0.05,0.95,1250.8956,219.82759
"29","NonVascular",0.1,0.9,837.48334,101.32797
"30","NonVascular",0.17,0.83,752.20526,93.61098
"31","NonVascular",0.01,0.99,895.7251,91.55969
"32","Vacular",0.97,0.03,1139.7876,91.446236
"33","NonVascular",0.02,0.98,1901.891,92.57979
"35","NonVascular",0.18,0.82,1415.6421,105.739555
"36","NonVascular",0.04,0.96,1694.6492,103.27193
"37","NonVascular",0.09,0.91,1738.794,100.95477
"38","NonVascular",0.01,0.99,800.5886,117.14659
"39","Vacular",1,0,1371.7166,109.72293
"40","NonVascular",0.04,0.96,1037.8966,129.12267
"41","NonVascular",0.03,0.97,1428.9906,146.23898
"42","NonVascular",0,1,1247.2148,138.996
"43","NonVascular",0.19,0.81,1932.4568,120.12346
"44","Vacular",0.87,0.13,1330.2937,118.86014
"45","NonVascular",0.03,0.97,1553.6775,136.14035
"46","Vacular",1,0,613.5199,130.81168
"47","NonVascular",0.01,0.99,1822.9948,176.10608
"48","Vacular",0.93,0.07,736.92236,137.63664
"49","Vacular",0.82,0.18,703.34705,144.13449
"50","NonVascular",0.06,0.94,858.70416,255.32716
"52","NonVascular",0.06,0.94,1604.5127,160.68689
"53","NonVascular",0.07,0.93,883.08875,143.45084
"54","NonVascular",0.08,0.92,583.1922,147.83153
"57","NonVascular",0.09,0.91,1930.1235,143.62354
"60","Vacular",0.83,0.17,808.9968,168.01735
"62","Vacular",0.88,0.12,755.747,164.99759
"63","NonVascular",0,1,1471.1321,168.17606
"64","NonVascular",0.06,0.94,1660.0619,193.81693
"65","NonVascular",0.16,0.84,1311.0834,203.45932
"66","NonVascular",0.01,0.99,1109.1072,221.70714
"67","Vacular",0.91,0.09,780.3509,181.7133
"68","Vacular",0.99,0.01,903.5168,180.93282
"70","Vacular",0.91,0.09,619.7767,186.8665
"71","NonVascular",0.05,0.95,1909.8108,214.03009
"72","NonVascular",0.07,0.93,733.36145,222.28673
"75","Vacular",0.92,0.08,1577.6631,203.80435
"79","Vacular",0.81,0.19,969.98615,226.14424
"80","NonVascular",0.02,0.98,1193.2935,215.81438
"82","Vacular",0.84,0.16,664.05743,226.90218
"84","NonVascular",0.14,0.86,1632.9308,276.70413
"88","Vacular",0.84,0.16,1402.5687,251.16084
"89","Vacular",0.99,0.01,776.12634,253.58871
"90","NonVascular",0.04,0.96,689.1979,272.2787
