"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,706.4765,44.329094
"2","NonVascular",0.01,0.99,916.9766,52.474594
"4","NonVascular",0.14,0.86,1040.2728,22.709024
"5","NonVascular",0.05,0.95,1113.7135,31.11703
"6","NonVascular",0.07,0.93,1159.2339,17.849953
"7","NonVascular",0.08,0.92,1210.3182,24.890825
"8","NonVascular",0,1,1371.5259,15.742448
"9","NonVascular",0.02,0.98,1441.0388,25.634476
"10","NonVascular",0.1,0.9,1565.4521,27.286068
"11","NonVascular",0.03,0.97,1645.0364,11.446602
"13","NonVascular",0.03,0.97,1857.8408,46.59266
"14","NonVascular",0.06,0.94,556.0957,55.621372
"15","NonVascular",0.18,0.82,989.71606,32.51646
"16","NonVascular",0,1,1299.7577,52.940697
"20","NonVascular",0.02,0.98,1825.5969,67.90052
"21","NonVascular",0.08,0.92,1551.9183,78.073814
"22","NonVascular",0.18,0.82,1085.5178,51.044643
"24","Vacular",0.93,0.07,1186.7063,60.014565
"27","NonVascular",0.11,0.89,1796.1171,98.19681
"28","NonVascular",0.01,0.99,1355.3995,118.323845
"29","NonVascular",0.13,0.87,1919.425,107.69615
"30","NonVascular",0.02,0.98,766.5893,124.10629
"32","NonVascular",0.03,0.97,1024.5645,137.20589
"33","NonVascular",0.06,0.94,1446.0757,228.26254
"35","NonVascular",0.03,0.97,725.95154,178.51985
"41","NonVascular",0.01,0.99,1203.8475,171.39317
"43","NonVascular",0.15,0.85,509.60483,163.00807
"44","NonVascular",0,1,680.3444,180.49377
"48","NonVascular",0.05,0.95,878.8816,249.43567
"54","NonVascular",0.09,0.91,589.6359,209.28572
"55","NonVascular",0.17,0.83,1247.9027,274.07358
"56","NonVascular",0.05,0.95,1908.4683,223.06354
"57","NonVascular",0.05,0.95,1734.8336,229.12164
"59","NonVascular",0.08,0.92,641.96106,239.68141
"62","NonVascular",0.04,0.96,1696.1401,242.70833
"67","NonVascular",0.06,0.94,1747.0974,272.37744
"73","NonVascular",0.02,0.98,612.6742,313.31146
"83","NonVascular",0.06,0.94,1413.4126,348.25684
"84","NonVascular",0.1,0.9,1877.706,416.34314
"85","NonVascular",0.04,0.96,1239.9187,354.1896
"87","NonVascular",0.01,0.99,1317.6948,395.99506
"91","NonVascular",0.13,0.87,1192.1617,376.93878
"96","NonVascular",0.02,0.98,629.9673,457.70273
"98","NonVascular",0.19,0.81,1399.5378,433.24835
"101","NonVascular",0.04,0.96,1170.4747,476.73874
"107","NonVascular",0.15,0.85,694.37714,429.08997
"116","NonVascular",0.13,0.87,1046.5184,471.06747
"119","NonVascular",0.03,0.97,1352.585,480.59433
"121","NonVascular",0.19,0.81,743.3803,484.0986
"123","NonVascular",0.18,0.82,1321.8889,491.2639
"125","NonVascular",0.09,0.91,1890.4319,563.5473
"127","NonVascular",0.02,0.98,804.58905,558.31976
"128","NonVascular",0.09,0.91,1299.3424,607.6244
"132","NonVascular",0.1,0.9,888.5777,603.7386
"133","NonVascular",0.18,0.82,1773.0844,708.3855
"135","NonVascular",0.14,0.86,702.95715,544.14764
"136","NonVascular",0.05,0.95,1201.8505,574.59985
"138","NonVascular",0.01,0.99,1060.2968,587.3137
"139","NonVascular",0.07,0.93,1808.4631,578.2107
"141","NonVascular",0.02,0.98,845.5182,634.6601
"142","NonVascular",0.02,0.98,1808.22,610.9689
"143","NonVascular",0.02,0.98,1374.3492,618.65424
"146","NonVascular",0.03,0.97,1922.234,653.25946
"149","NonVascular",0.04,0.96,986.3117,644.94806
"150","NonVascular",0.18,0.82,1200.8309,650.07355
"152","NonVascular",0.03,0.97,943.9587,684.29706
"153","NonVascular",0.02,0.98,1381.2335,675.4793
"154","NonVascular",0.09,0.91,1124.5999,731.7723
"155","NonVascular",0.05,0.95,1338.5891,688.7848
"156","NonVascular",0.03,0.97,1417.6812,690.5507
"157","NonVascular",0.02,0.98,837.7962,747.1643
"159","NonVascular",0.02,0.98,919.9051,798.4162
"162","NonVascular",0.12,0.88,1909.0059,766.3786
"163","NonVascular",0.09,0.91,1400.644,758.9377
"165","NonVascular",0,1,1349.7407,782.7811
"166","NonVascular",0.1,0.9,1930.462,788.66376
"174","NonVascular",0.16,0.84,1332.0135,827.0946
"176","NonVascular",0,1,1913.013,861.87744
"182","NonVascular",0.01,0.99,962.94244,879.0853
"192","NonVascular",0.02,0.98,999.52765,930.0373
"193","NonVascular",0.07,0.93,1924.0862,959.94867
"194","NonVascular",0.13,0.87,935.1856,924.3114
"199","NonVascular",0.1,0.9,1031.8745,949.9391
"202","NonVascular",0.18,0.82,1073.4045,958.5955
"206","NonVascular",0.14,0.86,1869.8025,971.5309
"208","NonVascular",0.04,0.96,1133.638,1113.502
"218","NonVascular",0.08,0.92,1283.526,1048.2291
"219","NonVascular",0.18,0.82,1247.7913,1058.1515
"222","NonVascular",0.07,0.93,1280.9788,1087.2069
"224","NonVascular",0.05,0.95,1238.1454,1093.8954
"227","NonVascular",0.03,0.97,1877.5814,1103.1628
"228","NonVascular",0.02,0.98,1251.0963,1124.6029
"235","NonVascular",0.06,0.94,1278.093,1251.5721
"240","NonVascular",0.01,0.99,1129.556,1258.5604
"241","NonVascular",0.03,0.97,1924.3358,1253.3562
"242","NonVascular",0.11,0.89,1268.1708,1357.3315
"243","NonVascular",0.17,0.83,1926.7379,1358.4551
"256","Vacular",0.94,0.06,1632.9541,1454.5
"257","Vacular",0.83,0.17,1834.2834,1454.7716
"260","NonVascular",0.19,0.81,1256.1476,1456.164
