"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.95,0.05,1733.4762,21.164835
"4","Vacular",0.95,0.05,1134.2656,28.209837
"5","Vacular",0.89,0.11,1595.5658,48.15122
"6","Vacular",0.89,0.11,1793.0413,51.285225
"7","Vacular",0.98,0.02,273.2247,63.246914
"8","Vacular",0.96,0.04,145.0046,76.07356
"9","Vacular",0.81,0.19,333.40958,106.57447
"14","Vacular",0.83,0.17,1606.5073,166.12408
"17","Vacular",0.98,0.02,376.10333,187.58966
"18","NonVascular",0.03,0.97,1153.7528,207.33664
"19","Vacular",0.87,0.13,1200.8019,221.9717
"21","Vacular",0.97,0.03,1208.2623,242.23361
"22","Vacular",0.98,0.02,1439.8267,247.04918
"24","Vacular",0.95,0.05,1176.7332,254.52072
"25","Vacular",0.95,0.05,7.1486487,263.11826
"26","Vacular",0.96,0.04,57.592735,267.97324
"27","Vacular",0.91,0.09,1074.632,275.7587
"28","Vacular",0.92,0.08,87.14363,283.25473
"30","Vacular",0.98,0.02,1038.9454,304.17273
"33","Vacular",0.91,0.09,420.03207,328.0187
"35","NonVascular",0.08,0.92,1009.43884,341.03598
"37","NonVascular",0.01,0.99,1245.1158,383.67166
"38","Vacular",0.95,0.05,900.54706,366.2392
"39","Vacular",0.95,0.05,236.77728,367.8619
"42","NonVascular",0.12,0.88,1393.6472,428.5585
"46","NonVascular",0.07,0.93,265.22128,439.3883
"47","Vacular",0.89,0.11,1159.3569,438.98392
"49","NonVascular",0.15,0.85,1153.29,461.92
"50","NonVascular",0.17,0.83,1212.8889,470.32224
"51","Vacular",0.96,0.04,198.38837,501.4372
"52","Vacular",0.84,0.16,922.9782,499.28973
"55","Vacular",0.98,0.02,369.86752,522.01556
"56","NonVascular",0.03,0.97,1369.4462,539.22455
"57","NonVascular",0,1,34.196747,550.69836
"58","Vacular",0.86,0.14,854.86127,540.0129
"59","Vacular",0.81,0.19,1232.2462,546.2965
"60","NonVascular",0.03,0.97,160.73914,562.8435
"61","Vacular",0.97,0.03,453.2675,586.4125
"62","Vacular",1,0,234.85225,590.4406
"63","Vacular",0.89,0.11,1332.858,590.8765
"64","NonVascular",0.01,0.99,30.865274,615.3697
"65","Vacular",0.85,0.15,1359.1959,590.86597
"66","Vacular",0.95,0.05,1368.3003,610.7399
"71","Vacular",1,0,540.1117,623.36884
"72","Vacular",0.95,0.05,885.92426,642.7311
"73","NonVascular",0.17,0.83,1716.7627,646.8983
"74","Vacular",1,0,19.339573,661.3583
"75","Vacular",0.83,0.17,1005.1011,679.86646
"76","NonVascular",0.01,0.99,35.54021,703.62146
"78","Vacular",0.82,0.18,1747.2894,707.705
"79","NonVascular",0.03,0.97,137.78848,738.12317
"82","Vacular",0.99,0.01,232.62376,721.8366
"84","NonVascular",0.19,0.81,85.03241,732.27313
"88","Vacular",0.91,0.09,512.5135,744.94055
"89","NonVascular",0.12,0.88,211.51852,746.0833
"90","Vacular",0.88,0.12,37.198856,751.4406
"91","NonVascular",0.11,0.89,1804.9564,762.29944
"94","Vacular",0.97,0.03,288.99817,773.8081
"96","Vacular",0.95,0.05,189.12088,779.8489
"97","Vacular",0.97,0.03,110.560646,786.32074
"98","NonVascular",0.01,0.99,20.171837,795.76135
"99","NonVascular",0,1,71.505325,816.6794
"100","NonVascular",0.04,0.96,424.01953,801.5039
"101","NonVascular",0.19,0.81,218.95,803.07855
"104","NonVascular",0.11,0.89,205.12296,838.21313
"106","Vacular",0.97,0.03,11.2027025,836.4054
"107","NonVascular",0.11,0.89,42.953487,835.8953
"108","NonVascular",0.04,0.96,165.09633,869.3333
"109","NonVascular",0.1,0.9,7.7232265,889.8331
"111","Vacular",0.88,0.12,304.311,890.0096
"112","Vacular",0.92,0.08,279.36948,880.86346
"113","NonVascular",0.11,0.89,57.373493,885.49396
"117","Vacular",0.82,0.18,1557.3086,935.0741
"120","Vacular",0.91,0.09,523.5627,960.3299
"121","Vacular",0.89,0.11,735.03064,964.37756
"123","Vacular",0.87,0.13,838.8043,980.58075
"124","NonVascular",0.01,0.99,52.604,1005.032
"125","Vacular",0.94,0.06,163.35567,992.1933
"126","Vacular",0.88,0.12,1452.8306,999.3884
"127","NonVascular",0.02,0.98,15.694712,1014.6947
"129","NonVascular",0.03,0.97,59.606358,1040.8925
"130","Vacular",0.96,0.04,97.09669,1044.0829
"131","NonVascular",0.03,0.97,143.36751,1107.1958
"132","NonVascular",0.06,0.94,22.29174,1050.833
"134","Vacular",0.94,0.06,778.1099,1063.5709
"135","Vacular",0.95,0.05,538.5105,1076.8053
"138","NonVascular",0.02,0.98,283.47406,1088.4401
"139","NonVascular",0.02,0.98,555.70276,1119.184
"140","Vacular",0.86,0.14,1209.7444,1113.4703
"143","Vacular",0.91,0.09,108.78333,1128.1666
"144","NonVascular",0.02,0.98,310.64658,1147.1768
"145","Vacular",0.99,0.01,212.54335,1135.4191
"146","Vacular",0.99,0.01,86.94475,1142.6078
"147","Vacular",0.99,0.01,363.13693,1146.3301
"148","Vacular",0.99,0.01,995.873,1153.6539
"149","Vacular",0.81,0.19,70.35185,1165.1482
"154","Vacular",0.99,0.01,612.22437,1232.0951
"155","Vacular",1,0,470.59268,1243.3368
"156","NonVascular",0.03,0.97,160.64024,1267.9202
"159","NonVascular",0.03,0.97,262.459,1276.4208
"162","Vacular",0.92,0.08,24.929516,1287.0969
"163","Vacular",1,0,51.63393,1288.0178
"164","Vacular",1,0,281.85715,1289.701
"165","NonVascular",0.04,0.96,1474.5465,1294.8499
"167","Vacular",0.86,0.14,4.1888113,1306.7622
"168","Vacular",0.98,0.02,407.72678,1312.9602
"171","Vacular",0.86,0.14,1020.5566,1317.7982
"173","Vacular",0.92,0.08,4.472477,1344.945
"174","Vacular",0.97,0.03,774.3571,1347.2755
"175","Vacular",0.9,0.1,461.43204,1362.0015
"176","Vacular",0.82,0.18,1698.2054,1368.6195
"177","NonVascular",0.15,0.85,267.35785,1373.9412
"179","NonVascular",0.02,0.98,179.09799,1395.1001
"181","Vacular",0.99,0.01,229.18028,1392.8733
"182","Vacular",0.93,0.07,350.39548,1422.2695
"183","NonVascular",0.07,0.93,4.9829426,1436.8678
"184","Vacular",0.81,0.19,627.32947,1427.8484
"185","NonVascular",0.09,0.91,208.14285,1433.7065
"187","NonVascular",0.06,0.94,92.29956,1446.9119
