"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.88,0.12,713.38464,6.4967947
"5","Vacular",0.95,0.05,136.45338,20.635593
"6","NonVascular",0.18,0.82,18.396826,17.301588
"10","Vacular",0.81,0.19,1672.2046,49.016502
"12","NonVascular",0.1,0.9,608.4957,60.239315
"13","Vacular",0.93,0.07,521.0806,75.29848
"15","Vacular",1,0,1155.1713,84.842545
"16","Vacular",1,0,1428.5033,89.89286
"18","Vacular",1,0,24.300837,102.48468
"21","Vacular",0.98,0.02,798.8644,122.330505
"23","Vacular",0.88,0.12,1850.315,132.20264
"30","Vacular",0.97,0.03,1570.8223,184.96388
"31","NonVascular",0.05,0.95,864.2066,198.5722
"33","Vacular",1,0,1421.3887,221.29295
"34","NonVascular",0.19,0.81,1569.8723,221.60284
"35","Vacular",0.96,0.04,1083.5496,226.21288
"36","NonVascular",0.12,0.88,1304.719,230.04959
"37","NonVascular",0.18,0.82,1317.5245,233.42657
"38","NonVascular",0.11,0.89,1400.0834,241.74243
"39","Vacular",0.99,0.01,11.932203,245.5791
"40","Vacular",0.91,0.09,153.06886,254.70059
"42","NonVascular",0.15,0.85,377.83426,267
"43","Vacular",0.93,0.07,149.07622,289.17783
"44","Vacular",1,0,502.59033,291.8804
"45","Vacular",0.94,0.06,1628.9458,296.68564
"46","Vacular",1,0,1688.7183,300.23096
"49","Vacular",0.88,0.12,1286.421,339.86465
"50","Vacular",0.9,0.1,1015.33093,350.11566
"52","Vacular",0.84,0.16,1273.7059,375.07077
"54","Vacular",0.89,0.11,311.84683,366.991
"56","Vacular",0.94,0.06,358.80368,373.76688
"57","Vacular",0.95,0.05,316.06116,387.22662
"59","Vacular",0.84,0.16,1284.1912,394.60294
"61","NonVascular",0.1,0.9,190.90178,405.19644
"63","NonVascular",0.08,0.92,518.1449,430.54395
"65","Vacular",1,0,1598.2097,433.09323
"66","Vacular",0.93,0.07,714.5659,438.59433
"68","Vacular",0.98,0.02,560.6127,457.13672
"72","Vacular",0.98,0.02,258.33542,491.30408
"74","NonVascular",0.15,0.85,819.2156,492.06586
"77","NonVascular",0.03,0.97,635.61273,530.3006
"80","Vacular",0.94,0.06,242.92372,544.0226
"82","Vacular",0.92,0.08,27.484127,545.3611
"83","Vacular",0.99,0.01,468.25345,549.91705
"84","NonVascular",0.13,0.87,278.38947,564.0933
"85","Vacular",0.96,0.04,42.646553,566.3563
"86","NonVascular",0.01,0.99,386.67453,565.2972
"88","Vacular",0.91,0.09,316.5804,573.007
"93","Vacular",0.99,0.01,160.61658,618.53625
"94","Vacular",0.98,0.02,1690.7034,623.3506
"95","Vacular",0.9,0.1,634.92804,636.9126
"97","NonVascular",0.01,0.99,863.8901,652.15814
"98","Vacular",0.98,0.02,1127.8881,648.9801
"101","NonVascular",0.06,0.94,242.59477,675.5033
"103","NonVascular",0.19,0.81,1288.1278,692.9934
"104","Vacular",0.96,0.04,600.21405,697.5396
"105","Vacular",0.98,0.02,1220.132,701.3519
"107","NonVascular",0.01,0.99,331.36298,749.38007
"110","Vacular",1,0,776.3486,743.1883
"111","NonVascular",0.02,0.98,478.91605,769.0878
"112","Vacular",1,0,1559.2473,754.4368
"113","Vacular",0.93,0.07,1331.0237,761.85565
"114","NonVascular",0.15,0.85,527.0833,780.90063
"118","NonVascular",0.16,0.84,99.521736,824.4058
"119","Vacular",0.97,0.03,830.7991,832.82477
"122","Vacular",0.99,0.01,1550.5034,857.37244
"123","NonVascular",0.09,0.91,905.5336,879.93695
"124","Vacular",0.97,0.03,1212.5991,879.7517
"128","NonVascular",0.05,0.95,479.68857,902.5158
"129","Vacular",0.96,0.04,942.9346,903.7827
"130","Vacular",0.97,0.03,116.26893,903.25323
"134","NonVascular",0.06,0.94,977.38184,934.8491
"137","Vacular",0.86,0.14,269.57507,971.4731
"139","Vacular",0.96,0.04,663.2639,987.2522
"140","NonVascular",0.1,0.9,1254.7542,989.3312
"141","NonVascular",0.07,0.93,746.13007,1018.2973
"142","Vacular",1,0,1584.6952,1031.2172
"143","Vacular",0.98,0.02,1222.5752,1043.6821
"144","NonVascular",0.08,0.92,901.8758,1051.7751
"145","NonVascular",0.12,0.88,1436.0228,1052.6929
"147","NonVascular",0.02,0.98,833.01526,1060.2577
"148","Vacular",0.87,0.13,1761.4166,1059.3864
"149","Vacular",1,0,63.240837,1065.898
"150","Vacular",0.93,0.07,264.30878,1064.1785
"151","Vacular",0.98,0.02,486.7108,1073.1715
"152","Vacular",0.95,0.05,310.3525,1074.8824
"153","NonVascular",0.02,0.98,1793.5375,1074.5918
"154","NonVascular",0.13,0.87,1849.4568,1079.0328
"155","Vacular",0.89,0.11,442.72778,1080.1777
"156","NonVascular",0.04,0.96,341.3449,1083.2888
"158","Vacular",0.81,0.19,252.53514,1095.5669
"159","NonVascular",0.19,0.81,76.50407,1092.3903
"161","NonVascular",0.05,0.95,1312.9148,1106.2164
"163","Vacular",0.98,0.02,1381.1788,1116.3387
"164","NonVascular",0.12,0.88,224.62886,1117.6495
"165","NonVascular",0.15,0.85,604.4578,1115.3193
"166","Vacular",1,0,127.0046,1128.9816
"168","Vacular",0.96,0.04,1065.5432,1146.7549
"169","NonVascular",0.03,0.97,1924.1173,1153.9061
"171","Vacular",0.96,0.04,1587.7754,1153.8717
"172","NonVascular",0.04,0.96,152.59662,1165.5181
"174","Vacular",0.92,0.08,9.064748,1168.1511
"176","NonVascular",0.08,0.92,1334.8676,1177.862
"177","NonVascular",0.09,0.91,1215.8052,1178.4215
"178","Vacular",0.84,0.16,685.8048,1183.6079
"179","NonVascular",0.16,0.84,1007.34546,1175.0636
"180","NonVascular",0.02,0.98,1450.1935,1180.5994
"181","Vacular",0.99,0.01,1164.9404,1191.6697
"183","Vacular",0.95,0.05,158.37234,1215.7926
"185","Vacular",1,0,1477.2402,1239.3932
"186","NonVascular",0.02,0.98,291.2987,1244.8275
"187","NonVascular",0.17,0.83,199.74419,1236.5969
"188","NonVascular",0.19,0.81,327.7946,1243.6432
"191","NonVascular",0.04,0.96,237.6557,1260.4474
"192","Vacular",1,0,451.47507,1261.8005
"193","Vacular",0.94,0.06,347.55118,1267.21
"194","Vacular",0.98,0.02,171.7651,1282.5481
"195","Vacular",0.99,0.01,247.67581,1290.2344
"196","Vacular",0.99,0.01,1348.9725,1291.2743
"198","NonVascular",0.15,0.85,467.69382,1296.8403
"199","NonVascular",0.19,0.81,1529.0862,1294.7931
"201","NonVascular",0.05,0.95,26.991463,1350.8793
"202","Vacular",1,0,641.4062,1340.0448
"203","NonVascular",0.02,0.98,1085.0371,1343.3528
"204","Vacular",0.99,0.01,1680,1343.9879
"205","NonVascular",0.02,0.98,1178.5258,1362.2825
"208","NonVascular",0.05,0.95,1061.0056,1377.1542
"210","Vacular",0.96,0.04,136.59296,1382.9354
"211","Vacular",0.86,0.14,870.80585,1405.4781
"212","Vacular",0.99,0.01,583.8133,1414.642
"213","NonVascular",0.04,0.96,1135.7388,1430.0659
"215","NonVascular",0.19,0.81,1619.7704,1453.5333
"216","Vacular",0.82,0.18,1753.0234,1454.6432
