"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"5","NonVascular",0.03,0.97,1240.75,10.792857
"11","NonVascular",0.03,0.97,1735.9458,5.300493
"12","NonVascular",0.09,0.91,1191.4171,17.743456
"14","NonVascular",0.14,0.86,982.4502,49.672764
"16","NonVascular",0.05,0.95,1719.2296,52.73579
"17","NonVascular",0.03,0.97,1252.9293,67.698456
"25","NonVascular",0.04,0.96,1791.5234,126.50346
"30","Vacular",0.95,0.05,903.44476,129.07631
"33","NonVascular",0.19,0.81,1914.9718,184.98642
"34","NonVascular",0.08,0.92,872.25714,218.51538
"38","NonVascular",0.04,0.96,1354.2847,199.33333
"45","Vacular",0.87,0.13,1417.5399,225.71103
"50","NonVascular",0.06,0.94,1870.3591,238.35715
"55","NonVascular",0.05,0.95,925.74634,280.00977
"57","NonVascular",0,1,1871.3566,286.55093
"61","NonVascular",0.05,0.95,1063.1843,293.37256
"65","NonVascular",0,1,1034.1526,317.39194
"66","NonVascular",0.03,0.97,1481.1313,324.31598
"73","NonVascular",0.03,0.97,793.8207,361.1001
"75","NonVascular",0.14,0.86,1871.999,433.43903
"78","NonVascular",0.01,0.99,901.81683,394.89276
"83","NonVascular",0.09,0.91,807.6369,399.77975
"88","Vacular",0.83,0.17,1738.929,420.60098
"96","NonVascular",0.04,0.96,1699.1102,459.35812
"98","Vacular",0.81,0.19,1336.874,460.32678
"100","NonVascular",0.03,0.97,1730.8287,475.6129
"101","NonVascular",0.09,0.91,939.78375,511.7197
"102","Vacular",0.87,0.13,1598.8068,483.85638
"107","NonVascular",0.18,0.82,1736.7687,503.59515
"108","Vacular",0.86,0.14,1680.7847,503.16238
"111","NonVascular",0.09,0.91,1713.5687,524.9834
"117","NonVascular",0.02,0.98,1685.6235,580.3012
"119","Vacular",0.85,0.15,1227.997,552.6446
"126","NonVascular",0.06,0.94,947.7555,598.13086
"130","NonVascular",0.19,0.81,873.0532,617.01794
"131","NonVascular",0.01,0.99,726.61694,643.83765
"132","NonVascular",0.18,0.82,1407.3577,614.3252
"136","NonVascular",0.06,0.94,1612.6621,717.4008
"138","NonVascular",0.19,0.81,823.5412,632.71765
"139","NonVascular",0.17,0.83,902.1635,652.9709
"142","NonVascular",0.01,0.99,999.2205,672.35364
"148","NonVascular",0.12,0.88,1541.7661,721.8207
"153","NonVascular",0.15,0.85,1642.2317,754.1261
"156","NonVascular",0.02,0.98,1725.2903,765.74365
"161","Vacular",0.96,0.04,1687.0256,777.7721
"163","NonVascular",0.05,0.95,1640.2109,794.38654
"172","NonVascular",0.16,0.84,1424.4125,885.4294
"173","NonVascular",0.02,0.98,1462.0005,918.10406
"175","NonVascular",0.03,0.97,1806.9797,934.41455
"177","NonVascular",0.16,0.84,1523.414,925.87085
"179","NonVascular",0.15,0.85,1766.1459,936.7986
"180","NonVascular",0.17,0.83,1033.804,953.20917
"181","NonVascular",0,1,1596.7261,971.78906
"183","NonVascular",0.18,0.82,1931.6957,983.3602
"185","NonVascular",0.14,0.86,1213.9764,1016.625
"188","Vacular",0.85,0.15,1728.3658,1024.2634
"190","NonVascular",0.19,0.81,1674.5758,1030.9886
"191","NonVascular",0.11,0.89,1610.3956,1040.1538
"192","NonVascular",0.15,0.85,1457.325,1042.9286
"194","NonVascular",0.11,0.89,1441.7598,1083.5011
"197","NonVascular",0,1,1551.5553,1093.1698
"200","NonVascular",0.01,0.99,1342.3746,1091.5519
"201","NonVascular",0.14,0.86,1755.896,1089.24
"202","NonVascular",0.15,0.85,1247.4265,1101.5588
"204","NonVascular",0.02,0.98,1476.7037,1143.7428
"205","NonVascular",0.13,0.87,1591.5051,1131.4847
"206","NonVascular",0.1,0.9,1405.2368,1176.9569
"208","NonVascular",0.19,0.81,1554.989,1169.7362
"209","NonVascular",0.05,0.95,1618.3586,1189.3271
"210","NonVascular",0.04,0.96,1290.8,1230.9141
"211","NonVascular",0.03,0.97,1225.4021,1201.8334
"212","NonVascular",0.04,0.96,1372.3613,1198.1238
"214","NonVascular",0.07,0.93,1497.5898,1215.6143
"215","NonVascular",0.04,0.96,1349.6024,1262.9061
"218","NonVascular",0.09,0.91,1679.6465,1263.578
"221","NonVascular",0.01,0.99,1615.1377,1278.592
"222","NonVascular",0.19,0.81,1444.2073,1342.1729
"226","NonVascular",0.02,0.98,1107.4573,1307.7122
"228","NonVascular",0.02,0.98,1320.0999,1334.9641
"229","Vacular",0.88,0.12,1706.7349,1330.8523
"232","NonVascular",0.02,0.98,1323.0359,1398.0349
"235","NonVascular",0.16,0.84,1274.1405,1392.9049
"236","NonVascular",0.02,0.98,1375.6927,1404.574
"238","NonVascular",0.06,0.94,1927.0918,1445.7565
"240","NonVascular",0.04,0.96,1398.9631,1446.9797
"244","NonVascular",0.16,0.84,1727.5,1455.4304
