"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0,1,1023.1166,36.799282
"6","Vacular",0.96,0.04,574.5954,56.106937
"7","NonVascular",0.01,0.99,1263.8318,56.841347
"8","Vacular",0.95,0.05,391.14432,67.01031
"10","Vacular",0.81,0.19,1058.7034,82.79848
"13","Vacular",0.96,0.04,490.6817,116.907364
"14","Vacular",0.98,0.02,1583.8077,125.97692
"15","NonVascular",0.12,0.88,4.515695,135.69058
"16","Vacular",0.99,0.01,691.00806,138.2399
"17","NonVascular",0.17,0.83,182.04933,138.10762
"19","NonVascular",0.13,0.87,1930.5929,162.14229
"20","Vacular",0.99,0.01,1408.3019,161.34383
"22","Vacular",0.96,0.04,267.8288,174.73541
"23","NonVascular",0.02,0.98,231.13684,189.61578
"24","Vacular",0.97,0.03,855.9091,197.28513
"27","Vacular",0.86,0.14,648.6286,239.15503
"29","NonVascular",0.02,0.98,1915.621,261.83093
"31","Vacular",0.98,0.02,391.2094,243.45882
"34","Vacular",0.82,0.18,781.8357,275.09286
"36","Vacular",0.97,0.03,1431.5226,285.41934
"38","NonVascular",0.13,0.87,617.6309,319.9966
"40","Vacular",0.93,0.07,1428.9946,308.30624
"43","Vacular",0.95,0.05,153.49582,326.53555
"45","NonVascular",0,1,785.45465,339.5472
"46","Vacular",0.92,0.08,1070.1422,345.3128
"47","Vacular",0.99,0.01,1178.909,344.73865
"48","Vacular",0.97,0.03,410.5132,352.28867
"49","Vacular",1,0,665.5366,357.52585
"50","NonVascular",0.19,0.81,37.65605,358.0191
"52","NonVascular",0.16,0.84,1276.8544,377.17474
"53","Vacular",0.97,0.03,1357.9413,384.5587
"54","NonVascular",0.07,0.93,1880.5975,433.03906
"57","NonVascular",0.01,0.99,34.341774,412.61868
"58","Vacular",0.91,0.09,883.39185,412.65518
"59","Vacular",0.94,0.06,1736.1703,417.60916
"60","NonVascular",0.15,0.85,1315.2131,428.2541
"63","NonVascular",0.04,0.96,5.3168316,456.8581
"66","Vacular",1,0,946.32916,468.04773
"69","Vacular",0.98,0.02,1522.8837,482.58173
"70","Vacular",0.88,0.12,1729.3573,480.94525
"71","Vacular",0.98,0.02,811.015,489.6938
"73","Vacular",0.82,0.18,299.77408,511.97964
"74","NonVascular",0.02,0.98,794.52734,537.8935
"80","Vacular",0.89,0.11,1235.1224,534.19385
"81","Vacular",0.91,0.09,1105.1958,550.1785
"82","NonVascular",0.13,0.87,1843.83,540.18365
"83","NonVascular",0.15,0.85,264.60306,542.41986
"84","Vacular",0.97,0.03,879.7757,558.4512
"86","Vacular",0.97,0.03,157.52968,570.3379
"88","Vacular",0.82,0.18,912.3357,575.1857
"89","Vacular",0.98,0.02,267.4934,585.6649
"91","NonVascular",0,1,1887.4127,618.615
"92","Vacular",0.97,0.03,997.2202,595.7228
"96","NonVascular",0.06,0.94,438.78116,629.31854
"97","Vacular",0.87,0.13,399.40076,650.76215
"99","NonVascular",0.12,0.88,74.6758,644.5936
"101","Vacular",0.94,0.06,1566.1229,660.7295
"103","Vacular",0.84,0.16,669.5631,658.534
"104","Vacular",0.93,0.07,1522.6736,668.65625
