"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.98,0.02,153.81413,6.695167
"3","NonVascular",0.17,0.83,284.83438,3.4522293
"8","NonVascular",0.19,0.81,929.4423,20.708294
"9","NonVascular",0.16,0.84,985.2611,9.475
"12","Vacular",0.96,0.04,815.5104,24.137306
"14","NonVascular",0.03,0.97,1454.2097,27.887096
"15","Vacular",0.93,0.07,252.38823,29.444118
"16","NonVascular",0.01,0.99,1514.6168,45.64118
"18","Vacular",0.85,0.15,449.7316,38.03896
"21","Vacular",0.95,0.05,398.20126,49.258476
"22","NonVascular",0.04,0.96,765.64185,44.812057
"26","NonVascular",0.07,0.93,876.8394,48.072994
"27","Vacular",0.92,0.08,532.04083,52.89796
"30","NonVascular",0.13,0.87,197.44933,63.027027
"31","NonVascular",0.02,0.98,422.5126,69.01798
"33","Vacular",0.87,0.13,163.43697,73.09456
"34","NonVascular",0.06,0.94,676.91833,88.75136
"37","NonVascular",0.19,0.81,1429.2599,91.33071
"39","NonVascular",0.02,0.98,982.8161,118.49577
"40","NonVascular",0.02,0.98,758.298,100.21445
"41","Vacular",0.88,0.12,141.68011,103.85953
"43","Vacular",0.99,0.01,98.65783,103.650604
"45","Vacular",0.86,0.14,305.28217,116.93567
"46","NonVascular",0.16,0.84,1502.8019,142.59317
"48","Vacular",0.97,0.03,165.28473,133.43518
"49","NonVascular",0,1,1858.083,135.48297
"52","NonVascular",0.12,0.88,645.5714,136.79832
"53","NonVascular",0.04,0.96,1246.0997,150.309
"54","NonVascular",0.04,0.96,1392.537,162.79922
"55","Vacular",0.98,0.02,328.018,149.25826
"56","NonVascular",0.03,0.97,1090.325,152.37143
"57","NonVascular",0.01,0.99,1622.5398,160.7676
"60","Vacular",0.97,0.03,301.39908,169.80272
"63","NonVascular",0.07,0.93,398.12082,187.74808
"64","NonVascular",0.01,0.99,561.47687,194.39645
"66","Vacular",0.95,0.05,1569.8436,189.38437
"70","Vacular",0.99,0.01,428.41046,199.10744
"72","Vacular",0.94,0.06,1525.9352,201.46075
"73","NonVascular",0.02,0.98,709.4292,208.889
"74","NonVascular",0.06,0.94,326.54108,232.46964
"75","NonVascular",0.03,0.97,277.0932,203.10394
"78","NonVascular",0.08,0.92,1595.1135,213.52292
"82","NonVascular",0,1,1357.1714,231.38559
"84","NonVascular",0.02,0.98,584.62756,236.71292
"85","NonVascular",0,1,981.1613,237.85909
"87","NonVascular",0.04,0.96,201.63014,271.8946
"89","NonVascular",0.1,0.9,62.866028,234.4689
"90","NonVascular",0.03,0.97,666.63336,239.10556
"91","NonVascular",0.17,0.83,722.9432,246.44034
"92","NonVascular",0.19,0.81,799.5,241
"93","NonVascular",0.14,0.86,1670.0168,257.8233
"94","NonVascular",0,1,1285.0039,278.78726
"95","Vacular",0.91,0.09,3.7987804,248.68292
