"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.83,0.17,580.7567,9.7372265
"3","Vacular",0.87,0.13,1244.3032,3.9225807
"4","Vacular",0.96,0.04,688.072,19.376732
"5","Vacular",0.94,0.06,1383.6017,76.264534
"8","Vacular",0.94,0.06,1829.1392,96.68814
"16","Vacular",0.91,0.09,684.0418,168.43555
"17","Vacular",0.97,0.03,1344.0682,173.39465
"19","Vacular",1,0,281.97922,185.81062
"20","Vacular",0.89,0.11,811.5329,183.44408
"21","Vacular",0.92,0.08,416.15573,190.77322
"22","Vacular",0.88,0.12,957.35693,192.81744
"23","Vacular",0.87,0.13,505.92715,195.08609
"24","Vacular",0.96,0.04,1520.3193,195.35014
"25","Vacular",0.94,0.06,1183.4373,204.68623
"26","Vacular",0.84,0.16,1565,203.74261
"27","Vacular",0.91,0.09,620.1138,214.65868
"30","Vacular",1,0,155.8103,238.29268
"31","Vacular",0.93,0.07,1133.5015,271.73926
"32","Vacular",0.82,0.18,1912.0787,281.52084
"34","NonVascular",0.01,0.99,1298.1654,318.83887
"35","Vacular",0.98,0.02,449.03375,290.92728
"36","Vacular",0.96,0.04,558.16766,297.3922
"38","Vacular",0.96,0.04,1649.5847,307.3306
"41","Vacular",0.92,0.08,985.0314,330.12195
"42","Vacular",0.93,0.07,1027.0701,343.5169
"43","Vacular",0.85,0.15,1440.6558,343.79343
"44","Vacular",0.95,0.05,990.3,357.08148
"46","Vacular",0.86,0.14,410.80304,362.69092
"47","Vacular",0.83,0.17,1911.7429,366.51978
"48","Vacular",0.91,0.09,1765.8927,377.0915
"50","Vacular",0.96,0.04,1362.6627,421.8448
"51","Vacular",0.98,0.02,516.9244,437.53223
"52","Vacular",0.94,0.06,55.379517,447.74097
"54","Vacular",0.93,0.07,1542.1648,462.18207
"56","Vacular",1,0,343.34308,512.34796
"57","NonVascular",0.04,0.96,444.0476,512.64966
"58","Vacular",0.87,0.13,1281.1235,526.4914
"60","Vacular",0.99,0.01,494.2775,564.475
"61","Vacular",0.96,0.04,1223.6465,566.0414
"62","NonVascular",0.04,0.96,440.0429,594.7232
"63","Vacular",0.89,0.11,1521.515,573.01196
"66","Vacular",0.89,0.11,1671.5402,641.3815
"68","Vacular",0.89,0.11,611.1264,663.9331
"70","NonVascular",0.17,0.83,1379.8535,675.17834
"71","Vacular",0.89,0.11,202.52957,687.12537
"72","Vacular",0.99,0.01,1653.5212,690.30054
"74","Vacular",0.9,0.1,1687.5568,710.3182
"75","NonVascular",0.16,0.84,1653.8933,743.25336
"76","Vacular",0.89,0.11,322.66965,772.9643
"77","Vacular",0.99,0.01,902.54376,779.1247
"79","Vacular",0.96,0.04,819.8092,846.9013
"80","Vacular",0.85,0.15,1444.3947,850.5649
"81","Vacular",0.98,0.02,526.0288,862.6152
"82","Vacular",0.83,0.17,1849.6971,863.4772
"85","Vacular",0.87,0.13,1616.8363,928.9003
"86","Vacular",0.96,0.04,249.18837,949.5956
"87","Vacular",0.95,0.05,1435.7257,956.67554
"88","Vacular",0.88,0.12,1818.0931,955.01434
"89","Vacular",1,0,724.7109,962.12085
"90","Vacular",0.99,0.01,48.91711,966.8155
"91","Vacular",0.86,0.14,980.1456,980.19885
"92","Vacular",0.96,0.04,1286.1628,987.58
"93","Vacular",0.99,0.01,820.14716,992.5212
"94","Vacular",0.92,0.08,609.7692,997.70233
"97","Vacular",0.94,0.06,1024.7854,1056.9496
"100","Vacular",0.92,0.08,350.72684,1103.3756
"101","NonVascular",0.03,0.97,1924.6959,1122.5952
"103","Vacular",0.86,0.14,698.05884,1133.997
"105","Vacular",0.89,0.11,281.6523,1141.2903
"107","Vacular",0.98,0.02,1684.8146,1165.3342
"108","Vacular",0.97,0.03,1510.8905,1166.699
"111","Vacular",0.89,0.11,1561.3634,1178.1273
"113","NonVascular",0.05,0.95,1615.559,1183.7845
"115","Vacular",0.83,0.17,512.619,1184.8572
"116","NonVascular",0.16,0.84,1128.9286,1197.8477
"117","Vacular",0.95,0.05,1251.257,1210.2662
"118","Vacular",0.98,0.02,834.44543,1210.7758
"119","Vacular",0.96,0.04,337.50638,1220.2484
"120","Vacular",1,0,1535.3107,1238.6215
"121","Vacular",0.99,0.01,415.83194,1249.381
"122","Vacular",0.97,0.03,27.681318,1261.011
"123","Vacular",0.87,0.13,546.1715,1263.0876
"124","Vacular",0.99,0.01,1312.237,1275.6566
"125","Vacular",0.95,0.05,1210.6575,1284.7859
"126","Vacular",1,0,672.4218,1299.4805
"127","NonVascular",0.12,0.88,131.50243,1352.9835
"128","Vacular",0.97,0.03,1358.8457,1312.9563
"130","Vacular",0.98,0.02,983.7995,1338.9155
"131","NonVascular",0.11,0.89,672.16,1363.31
"134","Vacular",0.98,0.02,623.2298,1385.4224
"137","Vacular",0.99,0.01,1302.8484,1416.1901
"139","NonVascular",0.19,0.81,1920.3036,1419.7322
"140","Vacular",1,0,1149.209,1450.2701
"141","Vacular",0.95,0.05,805.12225,1453.8734
