"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.02,0.98,15.517431,41.09358
"3","NonVascular",0,1,1373.5432,38.661015
"5","Vacular",0.93,0.07,785.62537,47.025936
"6","Vacular",0.98,0.02,141.61696,73.891815
"8","Vacular",0.98,0.02,601.766,75.01971
"9","NonVascular",0.02,0.98,433.2433,91.40056
"10","NonVascular",0.12,0.88,60.61682,86.68224
"11","Vacular",0.99,0.01,279.485,93.855
"14","NonVascular",0.1,0.9,1142.9293,168.78453
"15","NonVascular",0.01,0.99,880.9877,120.12654
"16","Vacular",0.82,0.18,666.4103,128.23077
"17","Vacular",0.99,0.01,397.51068,134.59857
"19","Vacular",0.96,0.04,1542.7799,153.16829
"22","Vacular",1,0,467.41144,189.8256
"23","NonVascular",0.12,0.88,754.6644,267.8565
"25","Vacular",0.96,0.04,941.0325,201.375
"26","NonVascular",0.01,0.99,51.174225,216.51074
"28","Vacular",0.87,0.13,183.62263,232.22641
"34","NonVascular",0.19,0.81,1136.4615,257.15384
"37","Vacular",0.91,0.09,168.235,289.36
"38","NonVascular",0,1,1211.531,299.6595
"39","NonVascular",0.03,0.97,80.829025,312.94037
"40","Vacular",0.94,0.06,171.84311,326.10345
"42","NonVascular",0.02,0.98,742.69836,332.66324
"43","NonVascular",0,1,202.57823,383.47842
"44","NonVascular",0.12,0.88,1036.5912,355.78104
"45","Vacular",0.91,0.09,156.0922,361.9858
"46","NonVascular",0.18,0.82,957.0417,356.95834
"48","NonVascular",0,1,148.85439,461.83194
"50","Vacular",0.97,0.03,123.21265,442.00287
"53","Vacular",0.85,0.15,774.4292,464.515
"55","Vacular",0.84,0.16,288.10248,486.6842
"56","NonVascular",0.01,0.99,57.02502,531.6535
"60","Vacular",0.87,0.13,525.93634,540.9576
"63","Vacular",0.89,0.11,1156.6869,579.6493
"67","NonVascular",0.13,0.87,31.577114,623.1443
"68","NonVascular",0.18,0.82,1391.5938,622.9453
"69","Vacular",0.96,0.04,1684.7087,634.88403
"70","NonVascular",0.16,0.84,101.420395,653.991
"71","Vacular",0.95,0.05,11.2799225,659.7374
"72","Vacular",0.9,0.1,160.27074,654.2732
"73","NonVascular",0.01,0.99,1688.731,661.3684
"75","Vacular",0.84,0.16,941.2437,672.3585
"76","Vacular",1,0,428.34152,676.7978
"77","Vacular",0.9,0.1,684.26666,681.56
"79","NonVascular",0.18,0.82,1733.355,714.2251
"80","Vacular",0.91,0.09,1183.9277,718.019
"81","Vacular",0.86,0.14,703.88794,716.7155
"83","Vacular",0.88,0.12,1070.7897,744.76654
"86","NonVascular",0.11,0.89,1922.85,749.92224
"87","NonVascular",0.02,0.98,1910.2949,779.3408
"88","Vacular",0.88,0.12,468.50293,771.45
"89","Vacular",0.99,0.01,140.9918,780.1858
"90","NonVascular",0.03,0.97,1789.3812,788.39154
"91","NonVascular",0.15,0.85,222.98166,798.31195
"96","NonVascular",0.18,0.82,743.72595,823.1259
"98","Vacular",1,0,1681.2411,844.8493
"100","NonVascular",0.18,0.82,320.2908,917.4184
"101","NonVascular",0.19,0.81,669.2941,916
"103","NonVascular",0,1,380.72977,938.7108
"104","Vacular",0.81,0.19,38.46779,947.82355
"105","Vacular",0.93,0.07,95.26624,953.6212
"106","Vacular",0.84,0.16,144.30896,952.8066
"107","Vacular",0.83,0.17,4.656051,951.84076
"109","NonVascular",0.16,0.84,338.15732,973.9663
"111","Vacular",0.96,0.04,1351.0532,1000.65826
"114","Vacular",1,0,522.97107,1025.3948
"117","NonVascular",0.05,0.95,74.771255,1062.2996
"119","Vacular",0.96,0.04,698.2147,1091.1206
"122","Vacular",1,0,550.5848,1130.9828
"123","Vacular",0.89,0.11,134.4198,1160.4095
"124","NonVascular",0.15,0.85,318.75238,1170.2476
"125","NonVascular",0.09,0.91,236.94072,1171.8196
"129","Vacular",0.99,0.01,11.776548,1203.104
"130","NonVascular",0.14,0.86,751.2973,1197.7162
"131","NonVascular",0.09,0.91,1349.72,1205.2
"132","NonVascular",0.08,0.92,1323.1471,1200.304
"134","Vacular",0.81,0.19,701.8329,1227.9575
"136","NonVascular",0.19,0.81,1074.6819,1237.1968
"137","Vacular",0.97,0.03,276.70206,1272.4838
"138","NonVascular",0.02,0.98,1901.1936,1296.6515
"140","Vacular",0.89,0.11,238.30496,1288.3191
"142","Vacular",0.9,0.1,225.9077,1305.6692
"144","Vacular",0.89,0.11,259.54123,1312.5464
"146","NonVascular",0.06,0.94,1871.6404,1344.0387
"147","NonVascular",0.06,0.94,117.96263,1359.6846
"149","Vacular",1,0,945.26086,1374.7336
"150","Vacular",0.9,0.1,1416.5582,1375.5034
"152","Vacular",0.82,0.18,57.18783,1390.7963
"153","NonVascular",0.01,0.99,1820.1324,1398.441
"155","NonVascular",0.13,0.87,1870.6143,1408.7
"156","Vacular",0.98,0.02,1764.2365,1417.5131
"158","NonVascular",0.05,0.95,1786.6135,1431.3369
"159","NonVascular",0.03,0.97,819.72943,1441.6221
"160","Vacular",0.95,0.05,333.21014,1451.6086
"161","NonVascular",0.05,0.95,1717.442,1452.0569
