"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.11,0.89,1219.2186,6.133603
"4","Vacular",0.93,0.07,1255.2196,4.917647
"6","NonVascular",0.14,0.86,1844.6069,15.641619
"8","Vacular",0.92,0.08,416.7969,30.516441
"9","NonVascular",0.08,0.92,94.553764,27.284946
"10","NonVascular",0.12,0.88,1744.8809,28.300518
"11","NonVascular",0,1,564.1955,60.256084
"13","NonVascular",0.04,0.96,477.68582,36.368042
"14","Vacular",1,0,1253.807,35.31579
"15","Vacular",0.94,0.06,1713.5199,38.37309
"16","NonVascular",0.18,0.82,1887.6531,46.173447
"17","NonVascular",0,1,1529.3025,122.95039
"18","NonVascular",0.03,0.97,1930.0677,51.836655
"19","Vacular",0.89,0.11,1849.5275,55.310703
"20","NonVascular",0.11,0.89,242.58824,58.919785
"25","NonVascular",0.03,0.97,1772.4696,107.44409
"26","NonVascular",0.06,0.94,769.58905,120.46139
"27","NonVascular",0.16,0.84,1275.8425,111.44153
"28","Vacular",0.9,0.1,219.44064,113.474884
"29","Vacular",1,0,1170.7969,117.52185
"30","NonVascular",0.02,0.98,1839.1704,147.97046
"32","Vacular",0.95,0.05,1199.794,127.4313
"34","Vacular",0.95,0.05,825.11035,137.52252
"36","Vacular",1,0,584.88,144.00285
"37","NonVascular",0.01,0.99,479.50092,181.20018
"38","Vacular",0.97,0.03,1742.3364,161.12236
"39","NonVascular",0.01,0.99,1707.4697,167.76596
"40","Vacular",1,0,795.3588,178.19745
"43","Vacular",0.91,0.09,234.7027,183.68169
"45","NonVascular",0.02,0.98,1420.427,208.53212
"46","NonVascular",0,1,883.63873,221.34305
"47","NonVascular",0.01,0.99,1744.9684,197.98419
"48","Vacular",0.98,0.02,32.711956,210.3125
"49","Vacular",0.9,0.1,1354.6538,227.19505
"51","NonVascular",0.04,0.96,682.2231,270.65823
"52","NonVascular",0.09,0.91,1834.1125,240.11258
"54","NonVascular",0.17,0.83,555.94855,241.09192
"55","Vacular",0.99,0.01,520.019,247.33649
"56","NonVascular",0.07,0.93,149.16779,252.85236
"57","Vacular",0.98,0.02,361.5149,270.52084
"59","NonVascular",0,1,842.3503,315.57858
"60","NonVascular",0,1,1816.5448,306.85095
"64","Vacular",0.96,0.04,1725.1968,304.0492
"65","Vacular",0.9,0.1,1073.0328,309.5863
"67","NonVascular",0.12,0.88,715.0788,333.06793
"68","NonVascular",0.03,0.97,1241.2595,372.86816
"69","NonVascular",0.07,0.93,117.89724,346.69925
"71","Vacular",0.85,0.15,1434.7861,350.0241
"72","NonVascular",0.02,0.98,1732.1124,375.6254
"73","NonVascular",0.02,0.98,825.44025,369.07263
"74","Vacular",0.92,0.08,982.6883,372.66357
"76","Vacular",0.99,0.01,888.3261,377.5228
"77","Vacular",0.95,0.05,1052.971,377.25455
