"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.09,0.91,552.767,5.1363635
"2","NonVascular",0.03,0.97,757.49084,75.1934
"5","Vacular",0.98,0.02,1155.2571,6.147887
"6","Vacular",0.84,0.16,1226.7983,2.6470587
"8","Vacular",0.96,0.04,1006.7295,24.780737
"10","NonVascular",0.09,0.91,943.93225,18.69721
"11","NonVascular",0.05,0.95,399.57928,27.865639
"12","Vacular",1,0,465.73978,30.181286
"13","Vacular",0.97,0.03,650.5512,32.17771
"14","Vacular",0.98,0.02,979.0309,42.710213
"15","Vacular",0.9,0.1,1303.2516,42.958065
"16","NonVascular",0.02,0.98,1131.3881,100.96173
"17","NonVascular",0.19,0.81,447.7069,50.833332
"18","NonVascular",0.02,0.98,648.34076,91.48435
"19","NonVascular",0.01,0.99,1057.7052,66.689705
"20","NonVascular",0.01,0.99,139.86473,68.770546
"22","Vacular",1,0,424.2604,71.67448
"23","Vacular",1,0,498.50128,74.83547
"25","Vacular",0.99,0.01,992.1536,82.11083
"31","NonVascular",0,1,924.95624,95.30612
"32","Vacular",0.87,0.13,1575.0509,94.29818
"33","NonVascular",0.04,0.96,487.72375,100.1989
"34","Vacular",0.94,0.06,590.8036,99.42092
"36","Vacular",0.89,0.11,1065.4268,106.89646
"38","NonVascular",0.07,0.93,1044.3574,134.68843
"39","NonVascular",0,1,616.119,160.96216
"40","NonVascular",0.06,0.94,708.3689,125.078674
"42","Vacular",0.93,0.07,484.1175,133.82974
"46","NonVascular",0.1,0.9,372.84128,153.80478
"47","NonVascular",0,1,1165.9551,168.34921
"49","NonVascular",0.16,0.84,908.2495,161.68927
"51","NonVascular",0,1,317.96478,185.31625
"53","NonVascular",0.04,0.96,544.72833,164.3189
"54","Vacular",0.99,0.01,1045.2455,178.21622
"55","Vacular",0.91,0.09,1499.0651,177.20723
"56","Vacular",0.82,0.18,459.72562,176.14513
"57","NonVascular",0.1,0.9,159.93478,189.75217
"58","NonVascular",0.01,0.99,686.4145,207.06963
"59","NonVascular",0.18,0.82,482.98157,235.36757
"62","NonVascular",0.04,0.96,805.7486,232.65785
"63","NonVascular",0.11,0.89,1028.1095,216.44624
"65","NonVascular",0,1,1086.6035,257.04068
"66","NonVascular",0.01,0.99,961.0948,235.45778
"67","NonVascular",0,1,415.97678,241.9866
"68","NonVascular",0.18,0.82,893.9167,230.32292
"69","NonVascular",0.07,0.93,1149.2485,241.90059
"70","NonVascular",0.04,0.96,372.19186,255.78052
"71","NonVascular",0.02,0.98,1340.7305,256.60876
"72","NonVascular",0.01,0.99,517.67426,261.16714
"75","Vacular",0.91,0.09,1206.9543,255.51038
"76","Vacular",0.99,0.01,938.31055,260.22104
"77","NonVascular",0.07,0.93,1038.4479,305.5431
"78","NonVascular",0.01,0.99,663.1781,266.99203
"79","Vacular",0.97,0.03,1416.9087,260.7381
"80","Vacular",0.95,0.05,1725.6278,265.1147
"81","Vacular",0.93,0.07,1198.9956,276.3509
"83","NonVascular",0.05,0.95,869.3006,281.80057
"84","NonVascular",0.05,0.95,609.0043,294.80127
"85","NonVascular",0.17,0.83,937.1687,285.86746
"86","NonVascular",0.08,0.92,750.99146,316.04166
"87","NonVascular",0.19,0.81,709.75806,296.35483
"89","NonVascular",0.19,0.81,722.6579,302.5921
"90","NonVascular",0.04,0.96,881.42725,350.342
"91","NonVascular",0.07,0.93,654.70074,311.55612
"92","NonVascular",0.15,0.85,554.1875,307.875
"93","NonVascular",0.01,0.99,374.0026,350.81622
