"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.99,0.01,445.63953,9.860465
"4","NonVascular",0.17,0.83,394.5969,16.310078
"5","Vacular",0.84,0.16,202.62442,31.537405
"6","Vacular",0.97,0.03,1407.8768,25.193548
"8","NonVascular",0.04,0.96,263.83588,46.365425
"9","Vacular",0.92,0.08,492.72397,68.133484
"10","Vacular",0.9,0.1,462.72308,80.52308
"11","Vacular",0.97,0.03,1127.9425,75.92262
"14","NonVascular",0.03,0.97,167.13783,100.08309
"16","NonVascular",0.01,0.99,233.2625,126.86875
"17","Vacular",0.97,0.03,741.7888,133.19876
"19","Vacular",0.9,0.1,1486.6763,185.3777
"20","NonVascular",0.14,0.86,629.36285,182.09735
"22","NonVascular",0.1,0.9,260.91507,190.28493
"25","NonVascular",0.03,0.97,1837.9934,210.60927
"26","NonVascular",0.06,0.94,746.64484,217.67241
"27","NonVascular",0.16,0.84,1278.6089,208.40099
"28","NonVascular",0.02,0.98,85.133514,217.27248
"29","Vacular",0.95,0.05,840.88214,221.61586
"31","Vacular",0.99,0.01,543.8628,234.48311
"32","Vacular",0.95,0.05,1144.3195,243.18997
"33","Vacular",0.97,0.03,201.4726,291.0959
"34","Vacular",0.98,0.02,1152.7761,315.16736
"35","Vacular",1,0,777.6527,335.7463
"40","Vacular",1,0,1229.6642,393.5909
"41","NonVascular",0.04,0.96,326.65012,411.94647
"42","Vacular",1,0,1432.5344,417.72415
"46","NonVascular",0.02,0.98,12.804309,485.06464
"47","Vacular",0.84,0.16,1289.4226,489.198
"48","Vacular",1,0,676.22253,490.39438
"50","Vacular",1,0,513.0643,578.419
"51","Vacular",0.91,0.09,713.296,583.8953
"52","Vacular",0.97,0.03,1392.0687,598.74176
"53","NonVascular",0.04,0.96,515.16205,616.2034
"54","Vacular",0.92,0.08,18.710785,610.3137
"55","NonVascular",0.14,0.86,564.38934,631.40576
"56","Vacular",0.98,0.02,198.97374,643.4916
"57","Vacular",0.98,0.02,495.70212,650.5681
"58","Vacular",0.99,0.01,777.8393,651.3597
"59","Vacular",0.98,0.02,228.17679,713.8997
"61","Vacular",1,0,942.4727,774.813
"62","NonVascular",0.11,0.89,672.60315,786.5164
"63","Vacular",0.94,0.06,340.68805,779.4714
"64","Vacular",1,0,1074.6735,810.2177
"65","Vacular",0.98,0.02,792.2791,808.3434
"66","Vacular",0.93,0.07,734.0639,814.6118
"67","NonVascular",0.08,0.92,820.1561,867.927
"68","Vacular",0.96,0.04,487.78403,836.3568
"70","Vacular",0.96,0.04,130.41304,898.89856
"71","NonVascular",0.19,0.81,715.3684,902.23157
"72","NonVascular",0.02,0.98,831.4868,941.8099
"73","NonVascular",0.09,0.91,728.1954,919.0575
"74","Vacular",0.97,0.03,1084.0029,925.4167
"75","NonVascular",0.02,0.98,940.16907,936.4752
"78","NonVascular",0.18,0.82,795.91736,958.85126
"79","Vacular",0.81,0.19,642.2774,995.4
"80","Vacular",0.82,0.18,1912.2476,1017.2238
"81","Vacular",0.96,0.04,525.89404,1032.0496
"82","Vacular",1,0,1698.3674,1052.6658
"83","Vacular",0.96,0.04,708.38934,1058.6947
"84","Vacular",1,0,596.86523,1062.7925
"85","Vacular",0.99,0.01,222.03958,1072.8167
"86","Vacular",1,0,101.461945,1080.9318
"88","NonVascular",0,1,1843.9271,1101.7485
"89","Vacular",0.82,0.18,1856.9948,1129.0104
"92","Vacular",0.94,0.06,1019.43427,1139.0343
"93","Vacular",0.97,0.03,679.9593,1164.8737
"94","Vacular",0.87,0.13,1758.5883,1178.563
"96","Vacular",0.85,0.15,852.73926,1229.3589
"97","Vacular",0.82,0.18,1918.5712,1241.4155
"98","NonVascular",0.18,0.82,528.63055,1241.6688
"99","Vacular",0.95,0.05,846.9821,1265.8943
"100","Vacular",0.95,0.05,1273.7944,1329.0203
"102","Vacular",0.98,0.02,25.143589,1408.0564
"104","Vacular",0.96,0.04,1481.545,1454.7157
