"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.01,0.99,724.50934,15.531759
"5","Vacular",0.98,0.02,1143.6229,16.860655
"6","Vacular",0.99,0.01,1384.6888,23.002146
"7","Vacular",0.92,0.08,514.32043,34.220993
"8","Vacular",0.97,0.03,913.99036,36.103867
"9","Vacular",0.94,0.06,771.55316,54.092842
"10","NonVascular",0,1,662.31775,66.33182
"11","Vacular",0.92,0.08,178.81335,63.796234
"12","Vacular",0.97,0.03,1177.0565,81.14988
"13","Vacular",0.95,0.05,1807.1852,89.96759
"18","Vacular",0.99,0.01,577.19135,133.82909
"19","Vacular",1,0,839.28033,134.48787
"20","Vacular",0.97,0.03,1356.2688,140.31659
"21","Vacular",0.97,0.03,31.504444,151.23778
"22","Vacular",1,0,1198.3937,151.31429
"23","NonVascular",0.11,0.89,1503.4014,147.5658
"24","Vacular",0.95,0.05,226.97752,159.00674
"27","NonVascular",0.02,0.98,1030.9077,194.41289
"28","NonVascular",0.18,0.82,995.1323,165.04411
"30","Vacular",0.93,0.07,93.14505,177.12628
"32","NonVascular",0.15,0.85,2.9178083,180.54109
"35","Vacular",1,0,970.89087,191.29695
"38","Vacular",0.95,0.05,170.13814,202.33815
"39","Vacular",0.85,0.15,145.36842,189.85965
"40","Vacular",0.99,0.01,1755.4772,198.11674
"43","NonVascular",0.01,0.99,1005.34564,237.19133
"44","Vacular",0.94,0.06,1242.3398,228.64706
"46","NonVascular",0.16,0.84,57.656418,238.8481
"47","Vacular",0.9,0.1,105.68767,237.53543
"50","Vacular",1,0,160.76923,278.48627
"52","Vacular",1,0,738.2848,302.63754
"53","Vacular",0.91,0.09,4.5820894,313.9801
"54","Vacular",0.82,0.18,692.4255,315.73703
"55","Vacular",0.86,0.14,326.39093,320.63873
"57","Vacular",0.98,0.02,1441.0836,339.36887
"58","Vacular",0.87,0.13,142.90457,341.64316
"64","Vacular",0.99,0.01,225.02141,379.5642
"65","NonVascular",0.08,0.92,635.71564,395.77368
