"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.05,0.95,1124.7357,15.259068
"5","Vacular",0.84,0.16,1769.9059,5.2475247
"6","NonVascular",0.16,0.84,1909.9509,8.794642
"7","NonVascular",0.18,0.82,873.70856,17.201006
"8","Vacular",0.87,0.13,747.0651,30.30246
"10","Vacular",1,0,567.0403,30.876574
"11","Vacular",0.82,0.18,415.23367,26.908497
"14","NonVascular",0.08,0.92,948.1252,48.10612
"15","Vacular",0.95,0.05,1157.4984,36.538227
"16","Vacular",0.98,0.02,903.6206,55.774124
"17","NonVascular",0.03,0.97,1395.8047,49.44651
"18","NonVascular",0.01,0.99,1340.7811,56.93574
"19","NonVascular",0.03,0.97,1927.275,52.354168
"20","NonVascular",0.14,0.86,86.25,72.189186
"21","NonVascular",0.19,0.81,925.2167,69.183334
"22","Vacular",0.88,0.12,1320.2543,80.55342
"23","NonVascular",0.1,0.9,577.3565,80.40972
"24","NonVascular",0.05,0.95,1373.6532,129.22366
"25","Vacular",0.81,0.19,1244.0015,118.01271
"28","NonVascular",0.01,0.99,1611.482,166.06013
"29","NonVascular",0.17,0.83,1882.3068,121.47727
"32","Vacular",0.81,0.19,236.46053,136.48685
"34","Vacular",1,0,562.8616,150.46045
"36","NonVascular",0.01,0.99,1667.6274,156.40337
"38","Vacular",0.95,0.05,1106.8191,158.84924
"39","Vacular",0.93,0.07,1284.6086,152.73123
"41","NonVascular",0.06,0.94,1142.8087,164.79964
"42","NonVascular",0.01,0.99,1826.2494,182.9398
"43","Vacular",0.86,0.14,286.3828,168.98747
"45","Vacular",0.89,0.11,1231.9877,194.07597
"47","Vacular",0.98,0.02,1736.8357,204.64589
"48","NonVascular",0.18,0.82,1285.5646,204.12903
"49","Vacular",0.98,0.02,1063.6797,227.32031
"50","NonVascular",0.01,0.99,1195.7671,242.59644
"52","Vacular",0.99,0.01,1539.4801,235.77188
"54","Vacular",0.96,0.04,284.28888,250.87878
"55","Vacular",0.89,0.11,360.04648,261.59616
"56","Vacular",0.99,0.01,1319.919,263.39804
"57","NonVascular",0.05,0.95,1513.496,285.57922
"59","NonVascular",0.01,0.99,769.22766,304.49304
"60","NonVascular",0.02,0.98,268.82285,299.1929
"62","Vacular",0.95,0.05,658.61914,313.4702
"65","Vacular",0.86,0.14,833.46216,336.48825
"66","NonVascular",0.19,0.81,1928.1798,333.69064
"67","Vacular",0.87,0.13,47.2043,344.32257
"68","NonVascular",0.17,0.83,1881.559,391.65283
"69","Vacular",0.91,0.09,401.1591,354.12216
"70","Vacular",0.9,0.1,583.1626,356.44714
"72","Vacular",0.91,0.09,1676.7677,367.3774
"73","Vacular",0.9,0.1,18.130522,373.3233
"74","NonVascular",0,1,1759.8759,408.81714
"75","Vacular",0.81,0.19,544.8794,386.58292
"76","Vacular",0.98,0.02,514.8371,410.72845
"78","Vacular",1,0,400.7357,415.68503
"80","Vacular",0.93,0.07,177.90686,421.43628
"81","NonVascular",0.05,0.95,892.6135,423.16907
"82","NonVascular",0,1,1347.1265,446.5908
"83","NonVascular",0.07,0.93,1307.3606,456.54623
"84","Vacular",0.96,0.04,156.10313,447.99777
"86","Vacular",0.96,0.04,612.68945,462.35788
"89","Vacular",0.81,0.19,1927.8604,473.21133
"90","Vacular",0.88,0.12,1344.7529,482.50574
"91","NonVascular",0.15,0.85,1128.3961,493.5065
"92","Vacular",1,0,405.02203,503.28854
"93","NonVascular",0.16,0.84,1087.3218,500.3739
"94","Vacular",0.98,0.02,1354.6735,504.81793
"95","NonVascular",0.18,0.82,1319.7181,507.1275
"98","NonVascular",0.02,0.98,1081.0994,552.7011
"99","NonVascular",0.13,0.87,448.767,541.8544
"101","Vacular",0.99,0.01,1734.2334,567.0026
"102","Vacular",0.96,0.04,499.4852,571.0296
"103","NonVascular",0,1,1569.215,591.1526
"106","NonVascular",0.01,0.99,1472.5897,600.6923
"108","Vacular",0.91,0.09,1812.509,620.11816
"109","NonVascular",0.02,0.98,1467.9008,662.98926
"110","Vacular",0.89,0.11,272.29898,645
"111","NonVascular",0.03,0.97,1661.0995,663.2272
"112","Vacular",0.99,0.01,371.9463,660.7673
"114","Vacular",0.94,0.06,1286.5681,669.0928
"116","NonVascular",0.19,0.81,1602.4681,720.5205
"117","Vacular",0.93,0.07,801.5485,690.8277
"118","Vacular",0.99,0.01,1202.0792,696.11475
