"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","Vacular",0.95,0.05,1415.5,4.83
"5","Vacular",0.98,0.02,1287.8123,16.1
"6","NonVascular",0.06,0.94,1338.9458,15.444068
"7","Vacular",0.98,0.02,436.96286,19.48515
"9","Vacular",0.98,0.02,1628.942,26.173914
"10","Vacular",0.96,0.04,1218.2649,34.550648
"11","NonVascular",0.04,0.96,1175.898,37.122166
"12","Vacular",0.99,0.01,275.98694,34.01634
"14","Vacular",0.92,0.08,1144.5118,44.889763
"16","NonVascular",0.15,0.85,913.98425,73.661415
"17","Vacular",1,0,883.87946,78.92055
"18","NonVascular",0.03,0.97,856.8347,83.66938
"19","Vacular",0.88,0.12,352.7127,100.90884
"20","Vacular",0.81,0.19,1907.3756,139.3316
"22","Vacular",0.92,0.08,808.5494,157.2284
"23","Vacular",0.95,0.05,100.61842,180.72105
"24","Vacular",1,0,213.81409,183.61409
"25","Vacular",0.98,0.02,1803.1332,193.28107
"26","Vacular",0.87,0.13,1530.4692,211.01712
"27","Vacular",0.99,0.01,447.0099,222.4307
"28","Vacular",0.97,0.03,877.5041,225.64499
"29","Vacular",0.94,0.06,273.6076,227.26898
"30","Vacular",0.94,0.06,972.7329,230.93478
"31","Vacular",0.88,0.12,1326.3796,232.06952
"32","Vacular",0.92,0.08,152.80939,269.98895
"34","Vacular",1,0,163.72,340.195
"35","Vacular",0.95,0.05,1276.8654,337.91757
"36","Vacular",0.99,0.01,1739.1663,346.47137
"37","Vacular",0.92,0.08,480.51962,351.0147
"38","Vacular",0.98,0.02,1225.1704,355.48602
"40","NonVascular",0.02,0.98,1266.8356,361.1213
"44","NonVascular",0,1,624.2287,398.5994
"45","NonVascular",0.04,0.96,1902.0719,385.6163
"47","NonVascular",0.13,0.87,1915.0704,398.831
"50","Vacular",0.9,0.1,1711.9456,429.3317
"51","Vacular",0.98,0.02,636.6548,447.07397
"52","Vacular",0.97,0.03,856.35925,449.80582
"55","Vacular",0.93,0.07,1142.3702,466.7135
"58","NonVascular",0.19,0.81,1026.4878,525.1951
"59","Vacular",1,0,213.06544,534.6728
"60","Vacular",0.99,0.01,454.44278,550.82837
"63","Vacular",1,0,759.98804,572.11694
"66","Vacular",1,0,322.51532,608.49304
"68","Vacular",0.99,0.01,1284.4246,625.4105
"69","Vacular",0.84,0.16,125.46316,637.33685
"70","Vacular",0.87,0.13,513.20105,652.1608
"71","Vacular",0.83,0.17,769.49786,654.5064
"72","Vacular",0.99,0.01,927.592,656.84
"74","Vacular",0.99,0.01,26.394077,690.03186
"75","Vacular",0.98,0.02,1374.5,698.77075
"77","Vacular",0.92,0.08,1734.7507,703.543
"79","Vacular",1,0,143.8225,725.05
"82","Vacular",0.97,0.03,215.9407,736.4663
"84","Vacular",0.85,0.15,467.4941,772.1294
"85","NonVascular",0.19,0.81,668.72327,776.0566
