"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.04,0.96,612.6034,9.776443
"2","NonVascular",0.14,0.86,701.51337,16.495827
"3","NonVascular",0.05,0.95,945.03595,52.74086
"4","NonVascular",0.18,0.82,1221.622,7.7987804
"7","Vacular",0.97,0.03,1469.3683,9.534146
"10","NonVascular",0.02,0.98,1772.0155,18.941805
"11","NonVascular",0.01,0.99,1909.322,28.198864
"12","NonVascular",0.17,0.83,1395.3185,110.893135
"13","Vacular",0.94,0.06,793.8607,24.143835
"14","NonVascular",0.01,0.99,813.9201,51.381527
"15","NonVascular",0.17,0.83,1074.8999,57.43431
"16","NonVascular",0.09,0.91,517.76,34.546665
"17","NonVascular",0,1,1182.8994,83.51561
"18","Vacular",1,0,1597.0695,52.394543
"19","NonVascular",0.16,0.84,1331.3684,51.80702
"20","NonVascular",0.06,0.94,1510.7773,103.54431
"21","NonVascular",0.17,0.83,1672.2195,65.87805
"23","NonVascular",0.19,0.81,702.5217,85.983696
"26","NonVascular",0.05,0.95,774.18024,171.91563
"27","Vacular",0.95,0.05,1417.1409,116.60281
"28","NonVascular",0.01,0.99,1882.7089,123.90157
"29","NonVascular",0.03,0.97,697.03064,144.04182
"30","Vacular",0.91,0.09,1442.1025,129.48718
"31","NonVascular",0.14,0.86,1154.6456,142.46835
"32","Vacular",0.84,0.16,1449.4429,144.45714
"36","NonVascular",0.03,0.97,963.7519,269.0267
"37","NonVascular",0.07,0.93,1409.2936,325.6847
"38","NonVascular",0.06,0.94,1402.7222,164.07071
"39","Vacular",0.86,0.14,1457.1482,163.66667
"40","NonVascular",0.01,0.99,1303.5498,198.69019
"41","Vacular",0.85,0.15,1464.2958,185.04225
"42","NonVascular",0.18,0.82,1151.8975,188.50427
"43","NonVascular",0.08,0.92,1349.3617,194.88829
"44","NonVascular",0.01,0.99,1462.5923,224.53398
"47","NonVascular",0.08,0.92,629.1615,230.98943
"48","NonVascular",0.06,0.94,1050.3368,307.7139
"49","NonVascular",0.1,0.9,680.0253,283.53635
"50","NonVascular",0.17,0.83,598.95,250.15
"52","Vacular",0.83,0.17,1175.7225,276.527
"55","NonVascular",0,1,734.63165,370.9131
"57","Vacular",0.92,0.08,1148.5651,290.31226
"59","NonVascular",0.05,0.95,1220.8842,312.62485
"60","NonVascular",0.03,0.97,621.5736,316.62122
"63","NonVascular",0.05,0.95,911.79944,345.079
"64","NonVascular",0.08,0.92,1431.1869,325.43924
"65","NonVascular",0.13,0.87,1145.792,324.584
"66","NonVascular",0.17,0.83,1402.6547,340.46725
"68","NonVascular",0.17,0.83,788.34326,338.8209
"69","NonVascular",0.19,0.81,649.2045,341.22726
"70","Vacular",0.95,0.05,1353.3273,362.61038
"72","NonVascular",0.18,0.82,645.9718,360.15494
"73","NonVascular",0.19,0.81,1400.166,362.95547
"74","NonVascular",0.11,0.89,1235.8622,427.46686
"76","NonVascular",0.19,0.81,1416.1094,387.35938
"78","NonVascular",0,1,1533.5781,424.12616
"81","NonVascular",0.03,0.97,1373.789,439.35388
