"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.04,0.96,1104.6569,8.040215
"5","Vacular",0.97,0.03,241.91919,20.782827
"6","Vacular",1,0,820.5151,23.364384
"8","Vacular",0.96,0.04,1647.0138,29.339779
"9","NonVascular",0.18,0.82,1668.012,30.738094
"10","Vacular",0.86,0.14,88.815384,32.67692
"11","Vacular",1,0,520.06854,44.60993
"12","Vacular",0.99,0.01,875.894,45.985672
"14","Vacular",0.93,0.07,425,59.11859
"16","Vacular",0.94,0.06,1333.8036,57.60725
"17","Vacular",0.86,0.14,1780.7814,65.64777
"18","Vacular",0.91,0.09,55.832214,66.13423
"19","Vacular",0.86,0.14,1848.506,68.91071
"20","Vacular",0.85,0.15,714.1183,73.76057
"23","NonVascular",0,1,671.6287,99.06604
"24","Vacular",1,0,317.1989,88.133514
"26","Vacular",1,0,1134.0059,93.93491
"27","Vacular",0.94,0.06,1536.7811,95.3795
"28","NonVascular",0.03,0.97,623.5066,119.97757
"31","NonVascular",0.01,0.99,996.2179,126.08934
"33","NonVascular",0.02,0.98,1583.7313,160.00778
"36","NonVascular",0.04,0.96,1520.6124,147.7907
"37","Vacular",0.97,0.03,1193.3531,160.05937
"40","NonVascular",0.15,0.85,829.6869,171.67677
"42","NonVascular",0.02,0.98,464.35303,223.43689
"43","Vacular",0.97,0.03,1001.20416,208.63307
"45","Vacular",0.98,0.02,1176.3229,218.40105
"46","Vacular",0.87,0.13,1373.356,243.90848
"47","NonVascular",0.12,0.88,895.16,254.07333
"48","Vacular",0.98,0.02,1694.6299,260.65747
"49","Vacular",0.88,0.12,69.731636,298.72318
"51","Vacular",0.83,0.17,187.65495,308.1086
"52","Vacular",0.83,0.17,469.33438,324.64014
"54","Vacular",0.87,0.13,1737.377,338.88452
"55","Vacular",0.97,0.03,1182.9855,361.15363
"56","Vacular",0.85,0.15,634.2952,366.74286
