"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",1,0,155.32608,9.319876
"2","NonVascular",0.14,0.86,807.7914,4.754601
"3","NonVascular",0.17,0.83,1314.3705,9.790164
"4","Vacular",0.99,0.01,879.8261,15.86413
"5","Vacular",0.83,0.17,549.26874,23.77721
"6","Vacular",0.97,0.03,1220.7854,22.478773
"7","NonVascular",0.03,0.97,401.00754,38.762264
"8","Vacular",1,0,1602.8511,40.20479
"10","NonVascular",0.03,0.97,1392.0554,65.04157
"12","NonVascular",0.02,0.98,1867.8328,75.019165
"15","NonVascular",0.09,0.91,502.5991,91.08559
"17","NonVascular",0.02,0.98,1830.7826,125.828064
"20","Vacular",0.95,0.05,1314.1927,147.87375
"23","NonVascular",0.16,0.84,38.135136,151.45946
"24","NonVascular",0.05,0.95,69.47727,151.14394
"25","NonVascular",0.12,0.88,1930.5238,157.41125
"27","NonVascular",0.01,0.99,711.76117,177.02455
"28","NonVascular",0.04,0.96,1768.893,180.95018
"29","Vacular",0.92,0.08,1315.6278,178.77443
"31","NonVascular",0.17,0.83,758.3315,183.51657
"32","NonVascular",0.13,0.87,392.1956,187.65683
"34","Vacular",0.9,0.1,209.19104,197.61794
"35","Vacular",1,0,992.75507,195.62697
"36","NonVascular",0.16,0.84,178.42639,210.36041
"37","NonVascular",0.14,0.86,124.292206,203.61038
"38","Vacular",0.97,0.03,1332.9845,207.6473
"39","Vacular",0.91,0.09,380.04785,212.5869
"42","NonVascular",0.06,0.94,1144.4496,227.58762
"43","NonVascular",0.02,0.98,984.6765,224.2685
"44","NonVascular",0.12,0.88,347.44724,251.2666
"45","Vacular",0.95,0.05,214.12857,245.14761
"46","NonVascular",0.03,0.97,922.1716,259.71893
"47","Vacular",0.86,0.14,1673.8108,262.01868
"48","NonVascular",0.07,0.93,640.229,270.56488
"49","Vacular",0.97,0.03,1610.6702,267.68085
"50","NonVascular",0.02,0.98,243.28828,285.2207
"53","NonVascular",0.13,0.87,1571.2609,297.3768
"54","Vacular",0.81,0.19,42.89,320.91
"55","NonVascular",0,1,546.1835,334.3573
"56","Vacular",0.96,0.04,1242.3495,334.54712
"57","NonVascular",0.19,0.81,226.04688,332.84375
"58","NonVascular",0.03,0.97,819.82416,357.55344
"60","NonVascular",0.05,0.95,1161.2632,352.2201
"63","Vacular",0.84,0.16,640.0226,359.9925
"64","NonVascular",0.05,0.95,924.35144,384.47287
"65","Vacular",0.87,0.13,665.35175,404.8674
"66","NonVascular",0.17,0.83,817.9618,411.99362
"67","NonVascular",0.13,0.87,1008.5714,424.46286
"69","Vacular",0.9,0.1,348.66962,432.5787
"70","NonVascular",0.13,0.87,404.5094,448.2857
"71","NonVascular",0.18,0.82,1114.0405,460.05405
"73","NonVascular",0.01,0.99,1879.6016,474.08334
"76","NonVascular",0.19,0.81,1127.0336,471.5378
"77","Vacular",0.88,0.12,376.96518,480.97263
"78","NonVascular",0.06,0.94,160.46417,486.27103
"80","Vacular",0.82,0.18,1835.244,492.6954
"81","NonVascular",0.05,0.95,1330.6428,502.11813
"83","NonVascular",0.14,0.86,355.73264,506.123
"85","NonVascular",0.07,0.93,421,514.6891
"86","NonVascular",0.18,0.82,411.0926,511.5
"87","NonVascular",0.01,0.99,799.9818,526.3633
"88","NonVascular",0.03,0.97,1385.1243,523.20905
"89","Vacular",0.93,0.07,1789.7318,529.96875
"90","NonVascular",0.02,0.98,75.045975,527.91187
"91","Vacular",1,0,1570.1201,533.2263
"92","NonVascular",0.02,0.98,1106.2383,530.25165
"94","NonVascular",0.01,0.99,341.8528,551.4002
"95","NonVascular",0.03,0.97,132.59932,562.95074
"98","NonVascular",0.1,0.9,735.8971,567.7184
"100","NonVascular",0.12,0.88,625.33795,568.2963
"101","NonVascular",0.06,0.94,267.11288,585.00714
"102","NonVascular",0.15,0.85,1152.75,570.1111
"103","NonVascular",0.01,0.99,1486.1726,573.27435
"105","NonVascular",0.16,0.84,1892.1014,575.2029
"106","NonVascular",0.1,0.9,141.47049,689.871
"107","Vacular",0.87,0.13,1745.813,588.44275
"108","Vacular",0.84,0.16,1567.1709,606.3323
"109","Vacular",0.98,0.02,1617.126,596.6427
"110","NonVascular",0.16,0.84,231.17778,607.0278
"111","Vacular",0.93,0.07,1541.0182,620.93524
"112","Vacular",0.99,0.01,1719.8021,619.42755
"114","NonVascular",0.11,0.89,1196.4082,621.4898
"115","NonVascular",0.17,0.83,756.01074,630.24677
"116","Vacular",0.82,0.18,1881.2646,640.20056
"117","Vacular",0.86,0.14,1718.2051,638.7308
"122","NonVascular",0.19,0.81,617.2768,655.9196
"123","Vacular",0.97,0.03,1704.8973,661.6422
"124","Vacular",0.87,0.13,723.80865,673.0849
"125","Vacular",0.92,0.08,1826.9398,666.8109
"126","Vacular",1,0,989.2704,678.80865
"127","NonVascular",0.1,0.9,341.28726,680.7309
"129","Vacular",0.89,0.11,1673.2549,697.0258
"130","NonVascular",0.04,0.96,1218.9396,703.3465
"131","NonVascular",0,1,581.9457,724.5585
"134","NonVascular",0.11,0.89,252.39381,717.72327
"135","NonVascular",0.05,0.95,393.2448,718.9644
"136","Vacular",0.82,0.18,729.74097,719.2252
"138","Vacular",0.96,0.04,1682.2527,723.8602
