"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.06,0.94,1317.0798,10.887833
"4","Vacular",0.84,0.16,1770.987,38.490322
"5","Vacular",0.92,0.08,1327.989,43.8292
"6","NonVascular",0.01,0.99,592.3804,60.318882
"7","NonVascular",0.01,0.99,1345.8027,65.05963
"8","Vacular",0.85,0.15,1549.3724,81.21034
"9","Vacular",0.93,0.07,623.329,95.46475
"10","NonVascular",0.05,0.95,1357.2097,97.91936
"11","Vacular",0.98,0.02,38.35572,106.45771
"12","Vacular",0.98,0.02,1121.8722,110.88987
"13","Vacular",1,0,406.17392,111.366844
"14","Vacular",0.99,0.01,920.3159,129.43188
"15","Vacular",0.99,0.01,263.99423,131.77522
"17","Vacular",0.89,0.11,1681.3004,157.62552
"18","Vacular",0.99,0.01,1350.0243,170.12158
"19","NonVascular",0.17,0.83,826.4,212.10204
"20","Vacular",0.89,0.11,1522.4386,220.72093
"22","NonVascular",0,1,784.3098,279.2626
"23","Vacular",0.95,0.05,1152.0071,269.26855
"24","Vacular",0.88,0.12,575.10297,269.09558
"28","Vacular",0.95,0.05,882.7752,282.02594
"29","Vacular",0.84,0.16,47.566036,294.24213
"30","Vacular",0.98,0.02,1802.3408,297.82404
"32","Vacular",0.98,0.02,660.5324,321.1811
"34","Vacular",0.98,0.02,176.40327,354.25885
"36","Vacular",0.93,0.07,1263.146,375.0435
"38","Vacular",0.9,0.1,905.2172,398.01935
"39","NonVascular",0.15,0.85,1871.5839,408.04047
"40","NonVascular",0.16,0.84,1924.7821,407.86032
"41","Vacular",0.84,0.16,952.6312,427.6629
"42","NonVascular",0.03,0.97,1648.5275,445.69803
"43","Vacular",0.96,0.04,1794.4812,447.71594
"45","Vacular",1,0,1693.0813,525.90845
"47","Vacular",0.97,0.03,1302.7804,544.9942
"48","Vacular",0.98,0.02,1502.8789,545.16425
"49","Vacular",0.99,0.01,155.9579,552.84735
"51","Vacular",0.94,0.06,614.221,569.4033
"53","Vacular",0.93,0.07,953.73035,580.7611
"54","NonVascular",0.09,0.91,194.21991,596.6348
"55","NonVascular",0.03,0.97,1894.2162,629.2315
"56","Vacular",0.96,0.04,1317.088,615.18866
"57","Vacular",1,0,183.17595,645.58795
"59","NonVascular",0,1,1146.738,689.19635
"60","Vacular",0.95,0.05,476.7414,677.66956
"62","Vacular",0.97,0.03,1786.0386,681.81445
"63","Vacular",0.89,0.11,1505.201,690.25446
"64","Vacular",1,0,194.09776,701.15643
"66","Vacular",0.86,0.14,1731.7086,727.54956
"67","Vacular",0.97,0.03,1814.4357,742.61664
"72","Vacular",0.98,0.02,1576.5172,783.2414
"73","Vacular",1,0,392.6265,789.2699
"74","Vacular",0.93,0.07,1538.15,812.54376
"75","NonVascular",0.17,0.83,71.911194,816.32043
"76","Vacular",0.85,0.15,608.3631,826.1131
"77","Vacular",0.9,0.1,1546.3467,825.80664
"79","Vacular",0.84,0.16,1532.952,847.76044
"80","Vacular",0.89,0.11,946.5734,859.3287
"81","Vacular",0.84,0.16,1494.36,854.6
"82","Vacular",0.95,0.05,1419.4519,873.3915
"84","Vacular",0.9,0.1,1460.9713,892.8569
"85","NonVascular",0.03,0.97,1889.9214,902.12225
"86","Vacular",0.99,0.01,291.75616,901.5178
"87","Vacular",0.88,0.12,1453.2009,914.388
"88","NonVascular",0.17,0.83,409.2845,919.2241
"89","NonVascular",0.02,0.98,340.73984,947.67804
"90","Vacular",0.98,0.02,1461.6818,967.7862
"91","NonVascular",0.01,0.99,1072.3362,963.37396
"93","NonVascular",0.04,0.96,675.52264,986.74915
"94","Vacular",0.96,0.04,428.54645,994.0574
"95","Vacular",0.96,0.04,789.2268,1002.4382
"97","NonVascular",0.18,0.82,1025.1608,1022.9286
"98","Vacular",0.99,0.01,993.31506,1033.4958
"101","Vacular",0.91,0.09,160.85027,1051.377
"102","Vacular",0.98,0.02,349.93973,1056.6959
"103","Vacular",0.99,0.01,1516.0763,1062.9182
"104","NonVascular",0.19,0.81,659.9818,1062.8363
"105","Vacular",0.93,0.07,131.35664,1068.8252
"106","Vacular",0.99,0.01,1097.6638,1072.8563
"107","Vacular",0.92,0.08,7.4454975,1128.2037
"108","Vacular",0.81,0.19,872.0749,1128.9946
"109","Vacular",0.85,0.15,21.306452,1137.2795
"111","Vacular",0.85,0.15,45.72,1157.52
"112","Vacular",0.96,0.04,1131.6056,1168.2041
"113","Vacular",1,0,50.45137,1190.177
"114","Vacular",0.91,0.09,529.62866,1191.5385
"115","Vacular",0.91,0.09,228.9323,1204.0391
"116","Vacular",0.87,0.13,778.70056,1216.9209
"117","Vacular",0.98,0.02,144.33623,1222.2609
"118","Vacular",0.95,0.05,329.49176,1235.8104
"119","Vacular",0.85,0.15,54.157707,1239.1326
"120","NonVascular",0.14,0.86,948.53766,1259.5483
"121","Vacular",0.98,0.02,1104.8418,1266.9873
"125","Vacular",0.91,0.09,1516.2927,1317.7944
"126","Vacular",0.93,0.07,637.304,1338.8293
"127","NonVascular",0.19,0.81,56.238094,1346.6666
"128","NonVascular",0.02,0.98,139.29973,1410.4751
"129","Vacular",0.89,0.11,970.67847,1372.4406
"131","Vacular",0.83,0.17,421.98175,1384.7883
"132","NonVascular",0.13,0.87,1418.9846,1386.6154
"135","Vacular",1,0,826.88916,1414.0502
"136","Vacular",0.98,0.02,1136.1492,1420.5238
"138","Vacular",1,0,739.2133,1435.2466
"140","Vacular",0.97,0.03,637.0494,1452.4774
"143","Vacular",0.81,0.19,190.77359,1455.7264
