"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.87,0.13,529.5874,16.284382
"3","NonVascular",0.01,0.99,585.249,22.345425
"4","NonVascular",0.01,0.99,705.86096,12.899026
"5","NonVascular",0.16,0.84,770.5055,51.337093
"6","NonVascular",0.05,0.95,939.11255,5.4971857
"8","NonVascular",0,1,1144.5513,41.53223
"10","NonVascular",0.02,0.98,1336.5151,50.576305
"12","NonVascular",0.02,0.98,1611.5836,18.024912
"13","Vacular",0.98,0.02,1267.6692,28.349905
"14","NonVascular",0.07,0.93,1450.5726,25.925312
"15","Vacular",0.88,0.12,1847.4773,27.234667
"16","NonVascular",0.09,0.91,897.3326,71.6922
"18","NonVascular",0.05,0.95,1243.8868,51.852524
"20","NonVascular",0.01,0.99,958.92596,57.972687
"22","NonVascular",0.06,0.94,1032.0309,75.931595
"23","Vacular",1,0,1446.4813,69.7291
"24","NonVascular",0.17,0.83,986.0655,91.92414
"28","NonVascular",0.16,0.84,853.80707,124.35583
"32","NonVascular",0.19,0.81,977.7273,194.35686
"33","Vacular",0.97,0.03,1646.2533,115.69191
"36","NonVascular",0.11,0.89,1376.5216,178.07161
"37","NonVascular",0.04,0.96,1617.3855,137.84358
"38","NonVascular",0.18,0.82,788.1667,129.74603
"39","NonVascular",0.14,0.86,1179.1141,159.56938
"40","NonVascular",0.03,0.97,668.477,142.16118
"42","Vacular",0.95,0.05,782.7525,168.27971
"43","Vacular",0.97,0.03,811.02795,170.45688
"44","NonVascular",0.11,0.89,1150.7117,202.24387
"47","NonVascular",0.03,0.97,503.79132,225.37396
"48","NonVascular",0.03,0.97,805.90424,223.33794
"55","NonVascular",0.04,0.96,669.3339,252.44688
"56","Vacular",0.92,0.08,708.6105,247.48343
"57","NonVascular",0.12,0.88,577.9925,278.05
"59","NonVascular",0.04,0.96,525.48615,277.58652
"60","NonVascular",0.01,0.99,1242.4961,292.93472
"62","NonVascular",0.17,0.83,667.5625,381.1977
"63","NonVascular",0.07,0.93,978.9278,297.20557
"65","NonVascular",0.16,0.84,1027.0089,290.54465
"66","NonVascular",0.18,0.82,784.46204,299.85443
"67","NonVascular",0.11,0.89,1035.4146,331.32663
"68","NonVascular",0,1,1144.9529,321.08942
"69","NonVascular",0.12,0.88,942.3838,315.32394
"70","NonVascular",0.01,0.99,554.20056,325.02277
"73","NonVascular",0.07,0.93,764.8681,337.13632
"74","NonVascular",0.03,0.97,1199.082,348.64832
"76","NonVascular",0.07,0.93,951.25793,351.94904
"77","NonVascular",0.01,0.99,583.8558,357.30734
"78","NonVascular",0.03,0.97,515.8453,367.89835
"79","NonVascular",0,1,1096.2983,361.90536
"80","NonVascular",0,1,1227.1333,380.19376
"81","NonVascular",0.02,0.98,788.756,365.314
"82","NonVascular",0.18,0.82,1064.4609,370.21985
"83","NonVascular",0.04,0.96,837.0848,378.38144
"84","Vacular",0.87,0.13,1828.5342,376.7236
"85","Vacular",0.84,0.16,1790.2351,384.07275
"87","NonVascular",0.01,0.99,923.33234,409.65097
"88","NonVascular",0.11,0.89,1368.7163,394.9356
"90","NonVascular",0.12,0.88,1007.39874,420.47195
