"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.94,0.06,420.30093,4.0833335
"2","Vacular",0.94,0.06,547.9583,3.6547618
"4","NonVascular",0.18,0.82,1474.4048,5.57483
"5","NonVascular",0.09,0.91,1582.9915,11.761703
"6","NonVascular",0.01,0.99,1920.8734,36.73172
"7","NonVascular",0.01,0.99,379.7238,63.42518
"8","NonVascular",0.03,0.97,1529.1381,17.502762
"10","Vacular",0.9,0.1,884.39,29.422287
"11","Vacular",0.92,0.08,1509.4849,29.736364
"12","Vacular",1,0,1229.6038,32.446808
"17","NonVascular",0.15,0.85,244.86667,52.333332
"18","NonVascular",0.1,0.9,1767.5415,58.061134
"19","Vacular",0.99,0.01,439.62662,60.89817
"22","NonVascular",0.09,0.91,1707.2311,70.90336
"23","NonVascular",0.03,0.97,582.46564,168.19934
"24","NonVascular",0.07,0.93,1398.1638,89.724495
"26","NonVascular",0.19,0.81,1388.1965,120.63584
"28","Vacular",0.95,0.05,966.5863,142.67752
"33","NonVascular",0.02,0.98,1452.7963,176.83403
"34","NonVascular",0.1,0.9,1931.0468,171.25731
"35","NonVascular",0.08,0.92,1102.5106,168.60638
"36","Vacular",0.85,0.15,35.24873,176.39594
"37","NonVascular",0.15,0.85,399.10764,241.35278
"38","Vacular",0.9,0.1,42.52174,195.43478
"40","Vacular",1,0,80.06879,223.78572
"42","Vacular",0.88,0.12,145.22865,227.375
"43","NonVascular",0.04,0.96,225.24281,239.57181
"44","NonVascular",0.1,0.9,1440.1444,268.4884
"45","NonVascular",0,1,1920.6232,269.1066
"47","NonVascular",0.02,0.98,407.20474,273.58957
"48","Vacular",0.82,0.18,1575.3445,261.82013
"51","Vacular",0.91,0.09,241.12634,281.7957
"52","NonVascular",0.04,0.96,1214.2365,320.48
"53","NonVascular",0.05,0.95,1339.8716,325.05066
"55","Vacular",0.88,0.12,967.3449,298.89856
"57","NonVascular",0.01,0.99,195.68863,303.68265
"58","NonVascular",0.15,0.85,1648.4966,307.0544
"59","Vacular",1,0,554.4643,315.8444
"65","NonVascular",0.17,0.83,577.47424,340.97937
"66","Vacular",0.96,0.04,1131.21,352.60773
"67","Vacular",0.95,0.05,1462.6167,352.2021
"70","Vacular",0.82,0.18,493.87057,352.8353
"71","NonVascular",0.13,0.87,197.52039,388.79355
"72","Vacular",0.9,0.1,516.3114,367.30264
"73","NonVascular",0.19,0.81,1403.7858,361.25
"75","Vacular",0.93,0.07,1244.0371,392.58856
"76","NonVascular",0,1,1923.5154,412.115
"77","NonVascular",0,1,11.255357,401.53394
"78","Vacular",0.95,0.05,256.97083,399.19168
"80","NonVascular",0.17,0.83,630.46643,403.92227
"81","Vacular",0.98,0.02,990.1567,402.60397
"82","Vacular",0.87,0.13,515.7083,406.41986
"83","Vacular",0.99,0.01,825,415.29254
"84","NonVascular",0.18,0.82,300.27274,410.57574
"85","NonVascular",0,1,882.8003,446.5818
"87","Vacular",0.93,0.07,92.08416,450.16336
"89","Vacular",0.92,0.08,1824.1887,482.8986
"90","Vacular",0.99,0.01,1384.9437,482.07187
"91","Vacular",0.94,0.06,211.50374,485.5317
"92","Vacular",0.91,0.09,72.32741,492.2335
"93","Vacular",0.84,0.16,95.048195,494.55423
"94","NonVascular",0.13,0.87,293.78333,513.2234
"95","Vacular",0.86,0.14,495.98474,523.72205
"97","NonVascular",0.03,0.97,538.9063,525.05316
"100","Vacular",0.83,0.17,1618.8654,531.4141
"101","NonVascular",0,1,24.709873,560.10175
"102","NonVascular",0.15,0.85,159.64348,539.3217
"103","NonVascular",0.05,0.95,1304.693,550.4209
"106","Vacular",0.97,0.03,600.4816,573.8395
"108","NonVascular",0.18,0.82,1328.7457,580.01697
"109","NonVascular",0.06,0.94,1917.6912,589.96387
"110","Vacular",0.96,0.04,1457.0381,593.1776
"111","Vacular",0.96,0.04,119.75551,606.8304
"116","NonVascular",0.18,0.82,1048.3662,619.23944
"117","NonVascular",0.04,0.96,1105.7444,622.6842
"122","Vacular",0.94,0.06,169.85236,639.32214
"123","NonVascular",0.14,0.86,946.3969,649.98834
"124","NonVascular",0.09,0.91,294.31662,679.72046
"127","Vacular",0.96,0.04,149.81541,657.2757
"130","NonVascular",0.19,0.81,1173.6324,667.6496
"131","Vacular",0.99,0.01,579.7293,672.6642
"132","NonVascular",0.14,0.86,476.2115,679.11084
"134","NonVascular",0.06,0.94,1201.798,691.6457
"136","Vacular",0.93,0.07,1178.911,691.17786
"137","NonVascular",0.16,0.84,82.18631,693.4905
"140","NonVascular",0.01,0.99,506.53,702.154
"141","NonVascular",0.19,0.81,916.9138,702.9828
"142","Vacular",0.86,0.14,1732.0704,707.69464
"144","NonVascular",0.03,0.97,982.0741,723.0463
"145","Vacular",0.82,0.18,1919.8843,729.10077
"146","Vacular",0.95,0.05,218.73521,730.73267
"147","Vacular",0.99,0.01,420.82944,738.06824
"149","NonVascular",0.03,0.97,724.73926,745.95715
"150","NonVascular",0.19,0.81,663.75806,743.20966
"152","Vacular",0.81,0.19,1858.3174,761.89325
"153","Vacular",0.94,0.06,589.46716,765.6693
"154","Vacular",0.84,0.16,1022.7024,782.6726
"155","NonVascular",0.11,0.89,1906.4166,790.9881
"156","Vacular",0.99,0.01,278.0792,803.7896
