"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.86,0.14,689.6313,4.5027933
"3","Vacular",0.94,0.06,1761.8062,4.4693875
"6","Vacular",0.93,0.07,1303.6968,26.898924
"7","Vacular",0.83,0.17,362.37885,32.8942
"8","Vacular",0.97,0.03,126.8812,35.234043
"12","Vacular",0.96,0.04,1190.8107,47.526627
"15","Vacular",0.91,0.09,531.0395,69.344734
"16","Vacular",0.98,0.02,940.16077,80.288826
"17","NonVascular",0.12,0.88,1086.5754,79.54717
"20","NonVascular",0.13,0.87,950.02246,97.24719
"22","Vacular",0.98,0.02,315.66052,108.073906
"23","Vacular",0.92,0.08,997.6604,114.13915
"24","Vacular",0.97,0.03,634.03845,133.29396
"25","NonVascular",0.02,0.98,1662.7683,137.52962
"28","Vacular",0.97,0.03,307.8125,158.52083
"29","Vacular",0.99,0.01,1252.2847,166.69212
"31","Vacular",0.91,0.09,249.12982,185.09825
"32","NonVascular",0.02,0.98,151.45454,187.66478
"35","Vacular",0.98,0.02,80.02341,217.12128
"36","Vacular",0.98,0.02,1192.2981,220.06479
"40","Vacular",0.97,0.03,156.74896,261.74896
"41","Vacular",0.98,0.02,282.43884,302.26596
"43","Vacular",0.82,0.18,224.87059,316.2353
"44","Vacular",1,0,836.4536,322.7268
"47","Vacular",0.82,0.18,1146.7654,330.24048
"48","Vacular",0.89,0.11,340.90567,331.51416
"49","NonVascular",0.02,0.98,1866.2319,340.47836
"51","Vacular",1,0,1205.614,347.8655
"54","Vacular",1,0,1456.6056,365.58875
"57","Vacular",0.93,0.07,552.35095,388.5625
"60","Vacular",0.94,0.06,505.4294,429.51257
"61","Vacular",0.85,0.15,524.42975,419.9504
"64","Vacular",0.83,0.17,1774.5167,451.99088
"67","Vacular",0.94,0.06,1449.4698,473.31845
"69","Vacular",0.96,0.04,253.34006,493.36523
"70","NonVascular",0.09,0.91,1504.465,488.28238
"71","NonVascular",0.01,0.99,525.5573,496.78134
"72","Vacular",0.97,0.03,966.38684,501.77615
"74","Vacular",0.97,0.03,25.189724,520.5672
"75","Vacular",0.94,0.06,1021.6017,517.863
"76","Vacular",0.97,0.03,861.8422,522.66504
"77","Vacular",1,0,1539.8804,533.6356
"80","Vacular",0.97,0.03,1410.5691,581.7476
"83","NonVascular",0.16,0.84,83.83784,594.7455
"88","Vacular",0.97,0.03,1601.4843,618.78796
"89","Vacular",0.97,0.03,96.435646,635.38367
"90","Vacular",0.94,0.06,141.01471,634.04047
"93","Vacular",0.99,0.01,688.9075,649.386
"94","NonVascular",0.12,0.88,169.17708,644.07294
"95","Vacular",0.95,0.05,921.97974,649.6012
"96","NonVascular",0.19,0.81,470.42307,663.11536
"99","NonVascular",0.12,0.88,257.48203,697.2014
"100","Vacular",0.99,0.01,604.1335,703.0628
"101","Vacular",0.92,0.08,1161.3438,706.65625
"103","Vacular",0.95,0.05,1796.5955,721.0182
