"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.03,0.97,472.24695,38.65354
"4","Vacular",0.91,0.09,871.77106,5.649533
"7","NonVascular",0.08,0.92,1168.368,6.449239
"8","Vacular",0.81,0.19,1233.5564,10.883549
"11","NonVascular",0.01,0.99,1511.778,18.744257
"12","NonVascular",0.02,0.98,1752.3372,9.723684
"13","NonVascular",0.04,0.96,970.51465,27.65122
"14","NonVascular",0.02,0.98,288.59448,58.55
"15","NonVascular",0.01,0.99,1220.4718,41.903656
"16","NonVascular",0.06,0.94,618.5657,36.696968
"17","NonVascular",0.17,0.83,782.9353,61.52203
"18","NonVascular",0.01,0.99,847.6254,59.30212
"19","NonVascular",0.05,0.95,1553.4893,38.849785
"22","NonVascular",0.07,0.93,112.24859,48.847458
"23","NonVascular",0.01,0.99,1826.1013,59.648693
"25","NonVascular",0.07,0.93,362.06262,58.11919
"26","NonVascular",0.13,0.87,677.4669,57.830883
"27","NonVascular",0.03,0.97,333.138,99.749855
"30","NonVascular",0.09,0.91,621.08685,90.42567
"36","NonVascular",0.1,0.9,294.11038,117.25325
"39","NonVascular",0.19,0.81,836.3144,190.51471
"40","NonVascular",0.07,0.93,125.585106,147.06383
"44","NonVascular",0.02,0.98,992.5149,209.64116
"47","NonVascular",0.19,0.81,389.28958,190.64594
"48","NonVascular",0.04,0.96,63.295425,186.39555
"49","NonVascular",0.15,0.85,1284.2112,176.64597
"52","NonVascular",0.17,0.83,423.66782,286.07642
"53","NonVascular",0.03,0.97,315.2477,205.51193
"54","NonVascular",0,1,1147.3229,207.33495
"55","NonVascular",0.02,0.98,1099.5762,207.73946
"60","NonVascular",0.17,0.83,1591.5256,234.3077
"63","NonVascular",0.17,0.83,959.77014,248.92413
"65","Vacular",0.85,0.15,668.8688,276.56955
"66","NonVascular",0,1,901.47174,272.17535
"67","NonVascular",0.09,0.91,151.35484,263.48117
"73","NonVascular",0.06,0.94,526.6559,306.87097
"74","NonVascular",0.13,0.87,674.8467,329.54
"75","Vacular",0.96,0.04,255.29358,312.70184
"78","NonVascular",0.07,0.93,1854.36,314.456
"81","NonVascular",0.09,0.91,934.5055,331.17947
"85","Vacular",0.98,0.02,775.1177,338.27206
"86","NonVascular",0.07,0.93,820.9036,352.7518
"87","NonVascular",0.06,0.94,388.90848,433.0738
"88","NonVascular",0.19,0.81,260.4341,356.6899
"89","NonVascular",0.05,0.95,492.20807,374.62112
"90","NonVascular",0.08,0.92,703.86365,373.04544
"94","NonVascular",0,1,860.9153,407.41177
