"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","Vacular",0.92,0.08,958.4218,14.413277
"4","NonVascular",0.01,0.99,1303.1517,40.562336
"5","NonVascular",0.17,0.83,1585.5896,96.28393
"6","NonVascular",0,1,1737.6115,23.340286
"7","NonVascular",0.02,0.98,1827.5424,10.49211
"8","Vacular",0.81,0.19,1883.0148,6.9963098
"9","Vacular",0.85,0.15,1039.4595,17.761906
"10","NonVascular",0.01,0.99,1181.5002,43.624496
"11","NonVascular",0.14,0.86,1515.1401,21.86916
"16","NonVascular",0.02,0.98,1862.056,61.42576
"17","Vacular",0.93,0.07,141.90256,62.80513
"20","NonVascular",0.17,0.83,783.61316,77.05761
"22","NonVascular",0.05,0.95,1102.8274,83.26838
"23","NonVascular",0.02,0.98,1912.1489,97.78275
"24","Vacular",0.91,0.09,477.726,88.53425
"25","NonVascular",0.02,0.98,984.90894,94.24574
"27","NonVascular",0.01,0.99,1238.5366,105.524796
"28","NonVascular",0.13,0.87,255.75528,102.62869
"29","NonVascular",0.15,0.85,64.66514,113.633026
"32","NonVascular",0.02,0.98,1755.3931,122.88452
"33","Vacular",0.9,0.1,1082.144,119.168
"35","Vacular",0.83,0.17,1101.42,126.96
"36","Vacular",0.92,0.08,1140.782,135.77385
"37","NonVascular",0.04,0.96,1209.0183,136.9954
"41","NonVascular",0.13,0.87,506.5912,137.79874
"42","Vacular",0.89,0.11,436.44382,152.78476
"43","NonVascular",0.08,0.92,710.6889,164.42099
"44","Vacular",1,0,915.99194,158.47453
"45","NonVascular",0,1,360.15814,178.65424
"47","NonVascular",0.16,0.84,1167.1083,164.17749
"48","NonVascular",0.12,0.88,1886.9259,208.4516
"49","Vacular",1,0,748.1688,175.82597
"50","NonVascular",0.04,0.96,1263.2314,213.77856
"51","NonVascular",0.06,0.94,590.65015,185.47833
"54","NonVascular",0.14,0.86,734.94446,197.32098
"55","Vacular",0.98,0.02,848.3612,202.36928
"58","NonVascular",0.02,0.98,107.48586,213.32005
"59","Vacular",0.86,0.14,1132.3485,213.80399
"60","NonVascular",0,1,395.80832,223.22118
"62","NonVascular",0.07,0.93,453.70407,252.08144
"64","NonVascular",0.19,0.81,1477.961,241.53203
"66","NonVascular",0.1,0.9,1583.0521,309.66983
"67","NonVascular",0,1,127.442955,255.14577
"68","NonVascular",0.19,0.81,49.40625,239.625
"69","NonVascular",0,1,780.73413,257.07065
"71","NonVascular",0.04,0.96,1920.9022,265.25436
"72","NonVascular",0.06,0.94,1265.5865,271.90106
"73","NonVascular",0.18,0.82,1631.326,267.92392
"74","NonVascular",0.08,0.92,1511.6434,270.2087
"76","NonVascular",0.07,0.93,85.052635,284.01315
"77","NonVascular",0.11,0.89,1833.6133,286.30667
"79","Vacular",0.93,0.07,362.1087,301.1261
"82","Vacular",0.81,0.19,1916.4819,319.10306
"85","Vacular",0.93,0.07,1716.151,328.6276
"86","NonVascular",0.14,0.86,532.7841,336.79544
"87","NonVascular",0.17,0.83,1760.5907,343.0702
"88","NonVascular",0.18,0.82,1807.6044,341.47253
"90","Vacular",0.99,0.01,1269.6757,349.13672
"91","NonVascular",0.14,0.86,1842.4073,397.797
"93","NonVascular",0.01,0.99,362.41928,400.82388
