"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0,1,459.73825,28.132925
"4","Vacular",0.97,0.03,767.35455,4.430279
"5","NonVascular",0.08,0.92,921.0046,10.0593605
"7","NonVascular",0.14,0.86,1896.8771,17.652504
"8","NonVascular",0.07,0.93,203.3341,30.717289
"9","NonVascular",0,1,1604.3029,36.321854
"10","NonVascular",0.19,0.81,1684.4814,39.925926
"12","Vacular",0.91,0.09,1425.1472,61.190475
"13","Vacular",0.84,0.16,443.81436,71.57921
"14","Vacular",0.99,0.01,1130.43,72.15803
"15","NonVascular",0.04,0.96,1887.0443,79.07301
"18","NonVascular",0.03,0.97,1925.3823,98.483955
"20","Vacular",0.89,0.11,1134.3191,96.82269
"21","NonVascular",0.16,0.84,527.7308,113.04327
"22","Vacular",0.81,0.19,1273.6597,109.49097
"23","NonVascular",0.08,0.92,12.696289,122.33008
"24","Vacular",0.86,0.14,379.5084,117.0838
"25","NonVascular",0.07,0.93,1814.4888,115.96629
"26","Vacular",0.97,0.03,354.79214,120.79214
"27","Vacular",0.95,0.05,1567.4374,133.80852
"28","NonVascular",0.18,0.82,1759.5272,136.28804
"29","NonVascular",0.17,0.83,126.95,141.175
"30","NonVascular",0.06,0.94,840.311,156.30727
"34","NonVascular",0.11,0.89,157.45833,180.01666
"35","NonVascular",0,1,1754.384,223.47783
"39","Vacular",0.9,0.1,1084.8684,246.29005
"40","Vacular",0.85,0.15,1129.8358,252.8877
"41","Vacular",1,0,286.62622,254.55096
"42","Vacular",0.99,0.01,1603.547,256.39853
"44","Vacular",0.96,0.04,1777.8745,284.4702
"47","NonVascular",0.08,0.92,1298.052,311.1915
"48","NonVascular",0.18,0.82,1783.9604,323.89108
"51","Vacular",0.99,0.01,1482.6,337.98083
"54","Vacular",0.9,0.1,1457.4557,345.37097
"55","NonVascular",0.03,0.97,1838.8273,354.8209
"56","Vacular",0.97,0.03,1806.1666,351.6751
"57","NonVascular",0.03,0.97,825.44025,359.18088
"59","Vacular",0.98,0.02,1587.0094,370.06076
"60","NonVascular",0,1,1889.652,392.24078
"61","Vacular",0.88,0.12,272.46448,382.58377
"62","Vacular",0.99,0.01,837.1957,398.1074
"63","Vacular",0.89,0.11,1604.6649,398.82446
"65","NonVascular",0.03,0.97,1808.8411,402.19232
"66","Vacular",0.97,0.03,1107.7963,408.18246
"67","NonVascular",0.18,0.82,281.78946,404.05264
"68","NonVascular",0.18,0.82,1830.3387,416.2097
"72","Vacular",0.92,0.08,1677.2816,468.537
"76","NonVascular",0.07,0.93,1929.2755,485.41885
"77","Vacular",0.98,0.02,1367.8082,488.30066
"78","NonVascular",0.19,0.81,885.4109,489.48
"79","NonVascular",0.01,0.99,236.62206,494.41953
"80","NonVascular",0.05,0.95,1405.8724,504.92914
"81","Vacular",1,0,1252.2804,502.3598
"82","NonVascular",0.01,0.99,576.1782,536.5835
"83","Vacular",0.82,0.18,248.96695,532.6529
"84","Vacular",0.97,0.03,514.8628,545.42096
"85","NonVascular",0.01,0.99,1862.2188,569.2432
"87","NonVascular",0.15,0.85,549.66876,589.775
"88","Vacular",0.98,0.02,652.3658,598.55835
"89","NonVascular",0.19,0.81,579.2323,598.8283
"90","NonVascular",0.06,0.94,920.53564,608.45746
"91","Vacular",1,0,286.6,620.58826
"94","NonVascular",0,1,1898.0754,654.891
"99","NonVascular",0.03,0.97,164.43056,656.68054
"100","NonVascular",0.15,0.85,305.24637,659.1667
"102","Vacular",1,0,1001.3858,673.1371
"103","Vacular",0.92,0.08,1424.2897,677.9945
"104","Vacular",0.92,0.08,1718.7129,683.14453
"105","NonVascular",0.18,0.82,304.87378,677.29126
"107","NonVascular",0.18,0.82,1836.6824,678.37646
"108","Vacular",0.93,0.07,119.55036,689.8885
"109","NonVascular",0.02,0.98,1851.8724,693.40985
"110","NonVascular",0.1,0.9,1201.2844,709.76013
"111","Vacular",0.9,0.1,437.23618,697.16833
"116","Vacular",0.98,0.02,1809.7972,759.22253
"117","Vacular",1,0,642.9781,774.0316
"118","Vacular",0.98,0.02,1406.6511,778.3953
"121","NonVascular",0.13,0.87,426.4,795.0951
"122","Vacular",0.95,0.05,244.2381,802.494
"123","Vacular",0.9,0.1,936.42377,807.57996
"126","NonVascular",0.07,0.93,1372.9125,843.8503
"127","Vacular",0.95,0.05,1164.555,872.6247
"129","NonVascular",0.09,0.91,1430.297,885.64355
"130","NonVascular",0.12,0.88,1788.1843,887.85474
"131","Vacular",0.99,0.01,453.6638,897.15515
"132","Vacular",1,0,732.1295,901.7578
"133","Vacular",0.93,0.07,359.60107,900.67554
"134","Vacular",0.96,0.04,1487.8555,917.11487
"135","Vacular",0.94,0.06,343.1222,926.97504
"136","Vacular",1,0,475.1114,941.6373
"137","Vacular",0.96,0.04,1389.5637,943.0623
"138","Vacular",0.98,0.02,1035.8765,963.29755
"139","Vacular",1,0,732.64087,964.3709
"140","NonVascular",0.1,0.9,1927.3683,990.9705
"142","Vacular",0.98,0.02,1808.9589,1010.4936
"143","Vacular",0.99,0.01,871.4231,1025.6666
"144","Vacular",0.93,0.07,966.5443,1034.9628
"147","Vacular",0.96,0.04,1527.3475,1067.8678
"148","Vacular",0.98,0.02,1715.7065,1079.5974
"150","Vacular",0.96,0.04,1266.6564,1116.132
"151","Vacular",0.97,0.03,1070.3846,1116.5447
"153","NonVascular",0.13,0.87,1351.3881,1157.286
"155","NonVascular",0.12,0.88,1419.8422,1182.8046
"156","Vacular",0.87,0.13,58.87129,1191.7524
"157","Vacular",1,0,464.90152,1197.6136
"159","Vacular",0.98,0.02,338.39676,1213.2146
"160","Vacular",0.99,0.01,528.9196,1221.4799
"161","NonVascular",0.01,0.99,987.59406,1233.3917
"163","NonVascular",0.07,0.93,46.64706,1237.1765
"167","Vacular",0.99,0.01,1405.1157,1301.1543
"168","NonVascular",0.19,0.81,118.5641,1305.9872
"169","NonVascular",0.03,0.97,1061.212,1376.0786
"171","Vacular",0.93,0.07,106.18041,1393.3608
"174","Vacular",0.95,0.05,262.04947,1410.1484
"176","NonVascular",0.12,0.88,225.09271,1420.894
"177","Vacular",0.94,0.06,848.50726,1429.9109
"180","Vacular",0.89,0.11,1192.772,1454.7076
