"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.08,0.92,22.696552,58.697414
"2","NonVascular",0.09,0.91,95.91813,36.270718
"5","NonVascular",0.01,0.99,1288.5288,10.551844
"6","Vacular",0.83,0.17,1371.3142,7.10728
"7","NonVascular",0.02,0.98,1439.2765,99.35488
"8","Vacular",0.89,0.11,408.5105,13.087087
"11","Vacular",0.86,0.14,1121.2202,29.729115
"12","NonVascular",0,1,665.33276,76.332146
"13","Vacular",0.97,0.03,312.4325,56.71
"14","NonVascular",0.02,0.98,180.37968,92.53019
"15","NonVascular",0.18,0.82,97.21094,91.50781
"16","NonVascular",0.15,0.85,1107.0132,95.57895
"17","Vacular",0.96,0.04,1100.7174,118.43696
"19","Vacular",0.9,0.1,518.18445,137.93948
"20","NonVascular",0.19,0.81,1106.7548,140.66037
"21","NonVascular",0.08,0.92,94.94949,150.91919
"22","NonVascular",0.01,0.99,157.51935,177.44464
"23","Vacular",1,0,381.30914,171.19086
"24","NonVascular",0.01,0.99,950.8505,203.37685
"25","NonVascular",0.04,0.96,407.7835,194.09717
"26","Vacular",0.98,0.02,194.07692,205.16704
"29","NonVascular",0.07,0.93,1328.0514,225.50453
"30","NonVascular",0,1,1421.4845,237.09418
"32","NonVascular",0.04,0.96,1494.855,267.45032
"34","NonVascular",0.16,0.84,1274.783,253.55814
"36","NonVascular",0.16,0.84,404.68,271.6
"37","NonVascular",0.19,0.81,926.155,272.555
"39","NonVascular",0.01,0.99,302.73642,307.11768
"40","NonVascular",0.15,0.85,454.41,285.39
"41","NonVascular",0.02,0.98,1270.8718,305.59286
"42","Vacular",0.99,0.01,662.92236,293.45343
"43","Vacular",0.98,0.02,1000.0323,305.1855
"44","NonVascular",0,1,1121.0366,328.3885
"46","NonVascular",0.19,0.81,1171.0769,325.3231
"47","NonVascular",0.18,0.82,1199.4556,329.56805
"48","NonVascular",0.19,0.81,92.71698,335.19812
"49","NonVascular",0.16,0.84,994.9802,332.85147
"50","NonVascular",0.02,0.98,1518.2874,342.9931
"51","Vacular",0.97,0.03,405.96936,343.81894
"52","Vacular",0.99,0.01,217.25833,350.43054
"53","NonVascular",0.02,0.98,306.55682,370.3822
"55","Vacular",0.92,0.08,962.9719,379.1301
"57","NonVascular",0.11,0.89,995.1764,436.3861
"59","Vacular",0.99,0.01,126.41053,404.0421
"61","Vacular",0.91,0.09,923.255,421.1747
"62","NonVascular",0.15,0.85,327.94644,429.75894
"64","NonVascular",0.1,0.9,227.97163,427.89716
"65","Vacular",0.98,0.02,299.23203,448.15546
"66","NonVascular",0.02,0.98,366.5799,453.5286
"67","NonVascular",0.04,0.96,10.200887,474.97488
"68","NonVascular",0.12,0.88,55.62774,456.0146
"69","Vacular",0.93,0.07,1209.4114,456.91592
"71","Vacular",0.86,0.14,699.8148,470.45502
"72","NonVascular",0.03,0.97,312.86188,472.70587
"73","NonVascular",0,1,1514.5447,498.41724
"74","NonVascular",0.04,0.96,867.8258,495.0901
"77","NonVascular",0,1,825.4105,526.152
"78","Vacular",1,0,1027.9204,524.34827
"79","Vacular",0.98,0.02,50.65586,533.783
"82","NonVascular",0.15,0.85,1472.4169,559.384
"83","NonVascular",0.17,0.83,10.218182,543.7948
"84","NonVascular",0.15,0.85,420.52737,545.7824
"90","Vacular",0.97,0.03,786.5904,567.5166
"91","Vacular",0.98,0.02,120.35294,581.93353
"92","Vacular",0.9,0.1,984.1646,580.36584
"93","Vacular",0.99,0.01,1287.7415,589.5199
"94","NonVascular",0.19,0.81,907.43243,586.3378
"97","NonVascular",0.05,0.95,30.658587,613.36365
"98","NonVascular",0.04,0.96,82.78158,609.6447
"99","NonVascular",0.03,0.97,105.094086,613.4489
"100","NonVascular",0.16,0.84,177.20468,607.386
"102","NonVascular",0.09,0.91,928.5,626.98267
"103","NonVascular",0.1,0.9,1618.1404,645.5493
"104","Vacular",0.95,0.05,6.7890296,631.4557
"105","NonVascular",0.06,0.94,534.1793,648.7034
"106","Vacular",0.99,0.01,1208.611,644.3995
"107","Vacular",0.98,0.02,953.1789,649.8534
"108","NonVascular",0,1,813.4397,661.15436
"114","NonVascular",0.05,0.95,42.769608,692.14703
"115","Vacular",0.99,0.01,507.29236,691.2506
"116","NonVascular",0.06,0.94,382.25064,694.4329
"117","Vacular",0.99,0.01,799.16925,699.05383
"119","Vacular",0.98,0.02,1272.315,703.73
"121","NonVascular",0.1,0.9,454.41876,702.825
"122","Vacular",0.87,0.13,20.205008,715.56805
"127","Vacular",0.98,0.02,960.9116,739.00507
"128","NonVascular",0.19,0.81,1338.1989,736.67834
"129","Vacular",1,0,395.793,745.1183
"131","Vacular",0.94,0.06,9.836565,752.89197
"132","Vacular",0.92,0.08,76.259026,754.28876
"134","NonVascular",0.04,0.96,1704.7742,755.6559
"135","NonVascular",0.13,0.87,967.01355,759.9593
"136","Vacular",0.9,0.1,582.39276,766.4607
"137","Vacular",0.85,0.15,508.83,770.826
"140","Vacular",0.96,0.04,718.0994,774.4088
"141","NonVascular",0.06,0.94,1673.3408,817.8894
"143","NonVascular",0.03,0.97,1563.9352,789.74927
"144","Vacular",0.94,0.06,656.82806,789.59564
"145","NonVascular",0.03,0.97,78.86053,801.19476
"146","Vacular",0.9,0.1,375.17902,801.62964
"147","NonVascular",0.06,0.94,1220.1655,851.8545
"148","Vacular",0.93,0.07,533.49146,813.61316
"150","NonVascular",0.19,0.81,1741.0983,844.5152
"151","Vacular",0.95,0.05,418.08817,820.5452
"152","Vacular",0.86,0.14,1033.8732,828.49854
"153","Vacular",0.97,0.03,374.8889,835.8218
"155","NonVascular",0.12,0.88,511.91287,867.8278
"156","NonVascular",0.08,0.92,117.64214,867.95654
"160","NonVascular",0.02,0.98,1731.1898,925.5003
"162","NonVascular",0.02,0.98,940.34045,915.0138
"163","NonVascular",0.09,0.91,1394.9456,921.31415
"164","Vacular",0.86,0.14,480.55515,917.9375
"168","NonVascular",0.19,0.81,977.33844,933.6923
"169","NonVascular",0.19,0.81,1110.3093,942.0935
"170","Vacular",0.9,0.1,132.88889,942.82355
"171","NonVascular",0.02,0.98,1261.7185,965.50085
"172","NonVascular",0.02,0.98,984.2636,960.5316
"174","Vacular",0.88,0.12,148.12137,961.83905
"175","NonVascular",0.16,0.84,1006.56,959.77
"178","NonVascular",0.18,0.82,1083.9286,969.0143
"179","NonVascular",0.04,0.96,1549.9188,1008.04205
"180","NonVascular",0.13,0.87,499.25174,988.7832
"181","NonVascular",0.08,0.92,1804.887,992.9364
"184","Vacular",0.83,0.17,477.7178,1013.9566
"186","Vacular",1,0,1054.9825,1021.8582
"188","Vacular",1,0,1015.5549,1037.8339
"189","NonVascular",0.19,0.81,1439.166,1042.9038
"190","Vacular",0.95,0.05,137.815,1039.27
"191","Vacular",0.96,0.04,436.1169,1039.5385
"192","Vacular",0.85,0.15,190.11383,1052.2119
"194","Vacular",0.99,0.01,564.2857,1055.0852
"195","Vacular",0.99,0.01,1572.9269,1053.7728
"196","NonVascular",0.04,0.96,1831.5677,1069.8241
"197","NonVascular",0.16,0.84,358.6534,1057.9829
"198","Vacular",0.99,0.01,509.6614,1062.9475
"199","NonVascular",0.12,0.88,1603.4657,1082.0907
"200","NonVascular",0.02,0.98,333.55692,1103.3623
"201","Vacular",0.98,0.02,1257.4875,1091.1025
"202","NonVascular",0.03,0.97,1194.7848,1096.7662
"206","NonVascular",0.07,0.93,1877.2751,1184.7561
