"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.07,0.93,278.0187,10.826203
"2","Vacular",0.9,0.1,776.19556,5.5288887
"3","NonVascular",0.17,0.83,844.74445,2.8111112
"5","NonVascular",0.02,0.98,598.0458,26.019983
"6","NonVascular",0.19,0.81,1703.0181,9.493976
"10","NonVascular",0,1,184.53851,53.473953
"11","NonVascular",0.03,0.97,1785.238,41.22527
"13","Vacular",1,0,1085.3827,38.10894
"14","NonVascular",0.09,0.91,1493.7168,48.003166
"15","NonVascular",0,1,1424.194,61.37706
"16","NonVascular",0,1,331.15775,72.85205
"18","NonVascular",0.12,0.88,412.46512,59.802326
"19","NonVascular",0.14,0.86,570.86346,65.78414
"23","Vacular",0.81,0.19,423.05338,86.82599
"24","NonVascular",0.08,0.92,1747.2543,139.82211
"25","Vacular",0.87,0.13,625.5857,88.542854
"26","NonVascular",0.01,0.99,1507.0397,130.36578
"28","Vacular",1,0,628.148,107.16314
"29","NonVascular",0,1,1646.2732,130.99223
"31","Vacular",0.86,0.14,448.68292,116.13008
"37","NonVascular",0.17,0.83,268.25806,155.87097
"38","NonVascular",0.19,0.81,1548.9193,154.39462
"39","NonVascular",0.18,0.82,614.94543,161.25455
"42","NonVascular",0.05,0.95,235.16747,174.88995
"44","NonVascular",0,1,1550.9924,203.32133
"47","Vacular",0.94,0.06,407.90845,197.20964
"48","Vacular",0.85,0.15,280.9579,198.18736
"49","NonVascular",0.09,0.91,1427.7262,277.12665
"50","NonVascular",0.18,0.82,1044.2222,198.48611
"51","NonVascular",0.01,0.99,1854.8668,215.57788
"52","Vacular",0.91,0.09,216.13402,215.26804
"53","NonVascular",0,1,1873.8883,254.17914
"55","NonVascular",0.15,0.85,1742.7661,218.4378
"56","NonVascular",0.15,0.85,800.59564,225.39467
"62","NonVascular",0,1,633.4243,247.52226
"66","NonVascular",0.05,0.95,1498.5199,262.9847
"67","NonVascular",0.04,0.96,1450.7867,287.24695
"68","Vacular",0.98,0.02,646.51184,268.78403
"71","NonVascular",0.05,0.95,651.5208,296.50522
"72","Vacular",0.97,0.03,301.3598,299.88623
"73","NonVascular",0.14,0.86,48.687263,323.65637
"76","Vacular",0.82,0.18,460.8992,313.2097
"77","NonVascular",0.01,0.99,1763.1891,330.19116
"80","Vacular",0.98,0.02,1045.1791,338.76035
"84","NonVascular",0.04,0.96,495.9188,353.77228
"85","Vacular",0.89,0.11,172.05501,355.3929
"86","Vacular",0.83,0.17,351.30893,366.68976
"88","NonVascular",0,1,1857.4812,382.7315
"89","NonVascular",0.02,0.98,1797.5857,375.5238
"91","NonVascular",0.05,0.95,288.27805,372.9317
"92","NonVascular",0.09,0.91,530.1068,406.2671
"93","NonVascular",0.14,0.86,854.54,383.32
"94","Vacular",0.89,0.11,1826.2676,387.07028
"96","NonVascular",0.01,0.99,1717.3528,429.8236
"97","NonVascular",0.01,0.99,1400.959,402.43164
"98","Vacular",0.93,0.07,1167.8939,404.96735
"99","NonVascular",0.01,0.99,337.0277,476.0133
"102","Vacular",0.98,0.02,1187.4802,429.60687
"104","Vacular",0.96,0.04,539.64545,447.74847
"107","Vacular",0.86,0.14,1426.4481,452.38797
"108","NonVascular",0.17,0.83,577.28125,455.0625
"112","NonVascular",0.03,0.97,1927.5596,481.92358
"113","NonVascular",0.19,0.81,1741.1704,470.72726
"114","Vacular",0.96,0.04,1050.237,488.75308
"115","Vacular",1,0,464.88562,486.24835
"117","NonVascular",0.15,0.85,1853.7104,519.47595
"119","NonVascular",0.16,0.84,548.37634,490.08603
"120","NonVascular",0.01,0.99,1536.9913,521.2077
"121","NonVascular",0.18,0.82,1443.0928,494.5563
"123","NonVascular",0.19,0.81,1504.4506,501.95062
"124","NonVascular",0.04,0.96,1649.2782,510.21155
"127","NonVascular",0.1,0.9,986.27905,516.60205
"128","NonVascular",0.02,0.98,1927.2909,517.875
"129","NonVascular",0.02,0.98,902.0692,517.2231
"130","NonVascular",0.02,0.98,1392.9794,517.5638
"131","NonVascular",0.06,0.94,1592.8468,541.3692
"132","NonVascular",0.02,0.98,1659.2283,550.95917
"134","NonVascular",0.11,0.89,861.64526,535.526
"135","Vacular",0.95,0.05,555.9654,540.05347
"142","NonVascular",0.12,0.88,174.33794,573.35516
"143","NonVascular",0.02,0.98,289.6553,581.3754
"144","Vacular",0.94,0.06,559.601,594.78595
"145","Vacular",0.9,0.1,1598.642,592.516
"150","NonVascular",0.09,0.91,483.41476,639.35034
"152","NonVascular",0.07,0.93,1840.427,619.27057
"154","NonVascular",0.15,0.85,1600.6722,617.22687
"155","NonVascular",0.02,0.98,1652.1682,635.59296
"156","NonVascular",0.02,0.98,55.82103,686.9906
"157","NonVascular",0.02,0.98,1583.8097,646.26276
"158","NonVascular",0,1,374.5288,666.26746
"159","NonVascular",0.11,0.89,264.72916,643.125
"160","Vacular",1,0,865.44135,650.96173
"161","NonVascular",0,1,1483.5896,649.10956
"167","NonVascular",0,1,1666.2748,703.8335
"168","NonVascular",0.14,0.86,760.22473,697.9588
"169","NonVascular",0.02,0.98,308.26804,713.74915
"170","NonVascular",0,1,794.5377,724.32574
"172","NonVascular",0,1,1592.1458,753.5407
"173","NonVascular",0.17,0.83,128.13132,713.4545
"174","NonVascular",0.02,0.98,1739.1194,756.87286
"175","NonVascular",0.02,0.98,393.00116,734.71246
"179","NonVascular",0.06,0.94,1914.55,742.85
"181","NonVascular",0.14,0.86,597.2178,747.53986
"182","NonVascular",0.07,0.93,1487.1105,809.89404
"185","Vacular",0.93,0.07,704.3142,755.66583
"186","NonVascular",0.06,0.94,53.77446,768.89386
"187","NonVascular",0.15,0.85,1804.2417,753.67035
"189","NonVascular",0.18,0.82,1004.76,756.70667
"190","NonVascular",0.02,0.98,153.41374,784.1591
