"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.87,0.13,429.49078,15.13497
"2","NonVascular",0.06,0.94,526.5389,5.056995
"3","Vacular",0.88,0.12,723.5645,16.833046
"4","NonVascular",0.03,0.97,1828.063,7.6059546
"5","NonVascular",0,1,1915.193,31.686285
"7","NonVascular",0.01,0.99,1576.8646,84.33859
"8","NonVascular",0.11,0.89,1404.4979,53.403133
"9","NonVascular",0.01,0.99,1696.7073,43.748676
"10","NonVascular",0.02,0.98,1351.7666,39.02439
"12","NonVascular",0.13,0.87,374.875,66.361115
"13","Vacular",0.97,0.03,1238.1642,72.94721
"14","Vacular",0.99,0.01,273.51724,103.87192
"15","NonVascular",0.03,0.97,1761.5537,108.04883
"16","Vacular",0.93,0.07,713.0868,116.35471
"19","Vacular",0.86,0.14,649.43646,125.143326
"20","Vacular",0.96,0.04,1790.7473,132.25526
"21","NonVascular",0.02,0.98,1864.833,173.4858
"23","Vacular",1,0,290.35785,163.76471
"25","NonVascular",0.17,0.83,300.6931,192.21164
"26","NonVascular",0.15,0.85,807.84705,189.64706
"27","Vacular",0.97,0.03,924.6389,210.12373
"28","NonVascular",0.01,0.99,1526.0145,225.2108
"29","Vacular",0.94,0.06,814.54755,220.96407
"30","Vacular",1,0,27.07513,221.5803
"32","NonVascular",0.17,0.83,978.29,226.07
"35","NonVascular",0.12,0.88,1469.2402,297.9951
"37","Vacular",0.81,0.19,1927.246,317.5986
"39","Vacular",0.94,0.06,1754.8435,339.0348
"42","NonVascular",0.01,0.99,1614.2745,390.76
"43","NonVascular",0.14,0.86,1930.6031,385.96295
"44","Vacular",0.98,0.02,10.515789,397.8763
"45","Vacular",0.96,0.04,1252.6143,404.6802
"48","NonVascular",0.02,0.98,1664.9604,428.05432
"49","NonVascular",0.12,0.88,1622.519,431.14685
"50","Vacular",0.96,0.04,1447.7554,438.93817
"52","Vacular",0.88,0.12,644.1053,462.653
"53","NonVascular",0.18,0.82,1682.6864,460.00848
"54","NonVascular",0.01,0.99,1819.0924,464.6242
"55","NonVascular",0.01,0.99,1638.6527,487.39963
"57","Vacular",1,0,1700.7943,470.31363
