"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,41.459778,27.951582
"2","NonVascular",0.03,0.97,860.6656,17.939936
"3","NonVascular",0.18,0.82,1364.8816,19.855263
"5","NonVascular",0.04,0.96,1060.7328,84.22813
"7","Vacular",0.9,0.1,609.5417,82.673615
"8","Vacular",0.97,0.03,1202.8982,99.22454
"9","Vacular",0.89,0.11,1817.4706,104.70588
"11","Vacular",1,0,384.0646,175.24289
"13","NonVascular",0,1,574.9335,208.61021
"16","Vacular",0.84,0.16,982.8164,216.69492
"17","Vacular",0.94,0.06,216.39896,231.61417
"20","Vacular",0.94,0.06,858.35046,249.25081
"21","Vacular",0.85,0.15,1810.358,259.66812
"23","Vacular",0.89,0.11,1418.6744,275.21594
"25","Vacular",0.9,0.1,1614.6694,322.79007
"28","Vacular",0.99,0.01,1692.8033,350.19382
"30","Vacular",0.97,0.03,1602.979,358.84515
"31","Vacular",0.98,0.02,805.8958,370.19446
"32","Vacular",0.99,0.01,1250.5806,382.88235
"33","NonVascular",0.15,0.85,1628.5269,399.3701
"35","NonVascular",0.01,0.99,510.32672,411.0628
"36","NonVascular",0,1,19.927908,439.54318
"37","NonVascular",0.12,0.88,866.44446,417.87302
"38","NonVascular",0.12,0.88,1840.2654,427.19617
"39","NonVascular",0.01,0.99,1858.4209,487.5188
"40","NonVascular",0,1,1720.6495,475.9187
"41","Vacular",0.89,0.11,1198.1049,466.87167
"42","Vacular",0.96,0.04,1395.1971,469.6154
"44","Vacular",0.99,0.01,423.663,490.09946
"45","NonVascular",0.02,0.98,1272.1656,499.89978
"46","Vacular",1,0,764.5077,500.9795
"47","NonVascular",0.18,0.82,426.35632,516.7816
"48","NonVascular",0,1,1869.992,580.4073
"49","Vacular",0.97,0.03,517.4682,544.4071
"50","NonVascular",0.15,0.85,426.41443,538.0541
"51","NonVascular",0.19,0.81,1786.381,540.4286
"52","Vacular",0.97,0.03,1781.1683,560.92554
"53","NonVascular",0.03,0.97,1065.7892,576.98694
"57","NonVascular",0.02,0.98,48.146717,594.20654
"59","NonVascular",0.07,0.93,1653.1676,587.7027
"61","Vacular",0.86,0.14,1739.2126,615.19025
"62","Vacular",0.94,0.06,1664.7267,615.9807
"63","NonVascular",0,1,116.84025,658.0088
"66","Vacular",0.98,0.02,12.028037,647.5545
"67","Vacular",0.96,0.04,1657.3287,662.0278
"68","NonVascular",0.06,0.94,1334.637,674.22815
"69","Vacular",0.96,0.04,728.91797,681.4074
"70","NonVascular",0.02,0.98,1094.5544,703.3009
"71","NonVascular",0,1,1233.5315,718.59796
"72","Vacular",0.96,0.04,1642.5563,699.57574
"73","Vacular",0.96,0.04,1765.3422,697.6504
"74","NonVascular",0.01,0.99,1723.0383,738.5459
"76","Vacular",0.98,0.02,313.0503,761.89667
"77","Vacular",0.94,0.06,1635.7021,764.4894
"78","Vacular",0.9,0.1,961.82794,765.7921
"79","Vacular",0.92,0.08,448.85123,772.9807
"80","NonVascular",0,1,132.74883,817.906
"81","Vacular",0.99,0.01,604.58246,807.7952
"82","Vacular",0.83,0.17,1408.5823,805.5921
"83","Vacular",0.97,0.03,1771.8019,813.6585
"84","Vacular",0.88,0.12,1850.4062,817.1648
"85","NonVascular",0.13,0.87,1648.9333,821.37335
"88","NonVascular",0,1,566.08704,902.00055
"89","Vacular",0.95,0.05,1208.2021,886.4259
"90","Vacular",0.99,0.01,768.84863,892.98376
"91","Vacular",0.98,0.02,379.69928,899.3105
"93","Vacular",0.98,0.02,1629.1658,910.52673
"94","Vacular",1,0,935.3648,927.2703
"96","NonVascular",0.06,0.94,1360.7073,943.6718
"97","NonVascular",0.03,0.97,182.71718,953.71515
"98","NonVascular",0,1,791.0735,1026.4023
"99","Vacular",0.99,0.01,128.21645,971.6411
"100","Vacular",1,0,827.7205,974.2391
"101","Vacular",0.96,0.04,1593.9756,978.6495
"102","NonVascular",0.17,0.83,193.78572,976.9821
"103","NonVascular",0.17,0.83,1681.9666,987.38464
"104","Vacular",0.99,0.01,691.1437,985.29034
"107","NonVascular",0.19,0.81,1930.0883,1006.5073
"109","Vacular",0.9,0.1,411.1592,1037.419
"110","Vacular",0.99,0.01,1339.9205,1038.2603
"111","NonVascular",0.06,0.94,1009.4966,1059.2445
"112","Vacular",1,0,1683.9136,1051.4553
"113","NonVascular",0,1,1815.6483,1093.1234
"114","NonVascular",0.13,0.87,839.96545,1075.4447
"115","Vacular",0.82,0.18,1927.7361,1070.1785
"119","NonVascular",0.01,0.99,600.5759,1118.0737
"123","Vacular",0.97,0.03,1478.255,1171.5326
"124","Vacular",0.98,0.02,1162.6593,1181.217
"126","Vacular",0.95,0.05,1013.3333,1192.0115
"127","NonVascular",0.02,0.98,1616.8959,1216.834
"128","Vacular",0.97,0.03,720.3854,1199.6952
"130","Vacular",0.94,0.06,23.143133,1210.9342
"131","Vacular",1,0,1646.6743,1221.1903
"132","Vacular",1,0,1366.9279,1220.6237
"134","NonVascular",0.02,0.98,1351.707,1242.0879
"135","Vacular",0.98,0.02,795.86914,1252.5919
"137","Vacular",0.99,0.01,1728.5813,1293.6501
"138","Vacular",0.95,0.05,1012.66754,1297.2172
"139","NonVascular",0.07,0.93,1260.5524,1327.9739
"141","NonVascular",0.14,0.86,821.3945,1360.516
"142","Vacular",0.9,0.1,1400.1881,1384.1221
"143","Vacular",0.96,0.04,470.34573,1389.7606
"144","Vacular",0.83,0.17,1702.5,1387.3485
"145","Vacular",0.98,0.02,1690.2819,1409.2584
"146","Vacular",0.95,0.05,115.7343,1411.4154
"147","Vacular",1,0,1530.9392,1413.1292
"149","NonVascular",0.01,0.99,1071.4476,1448.221
"150","NonVascular",0.16,0.84,1023.95294,1437.2235
