"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.02,0.98,122.27955,16.544317
"2","Vacular",0.94,0.06,379.70984,4.150259
"3","Vacular",0.82,0.18,557.7124,5.3141594
"6","NonVascular",0.09,0.91,932.244,4.345238
"7","NonVascular",0.02,0.98,1316.8933,7.537182
"8","NonVascular",0.03,0.97,1679.5801,14.413506
"9","NonVascular",0.05,0.95,1811.1805,10.92325
"10","NonVascular",0.03,0.97,1855.8625,4.375
"11","NonVascular",0.06,0.94,256.82,16.78
"13","NonVascular",0.01,0.99,1408.3931,24.250446
"14","NonVascular",0,1,1461.5208,20.147669
"16","NonVascular",0.19,0.81,849.8063,20.1625
"17","NonVascular",0,1,39.319443,52.852184
"20","NonVascular",0.03,0.97,1740.9,30.5
"21","Vacular",0.94,0.06,751.82336,34.318806
"22","NonVascular",0,1,1139.1545,54.952625
"23","NonVascular",0.02,0.98,885.38025,42.669136
"25","Vacular",0.88,0.12,196.79214,42.08083
"26","NonVascular",0.17,0.83,1060.0555,41.54861
"27","Vacular",0.87,0.13,1596.8356,51.88356
"28","Vacular",1,0,123.92593,60.422222
"29","NonVascular",0.03,0.97,719.40845,66.827835
"30","NonVascular",0.08,0.92,816.26276,71.11905
"32","NonVascular",0.01,0.99,669.10583,67.18106
"33","NonVascular",0.16,0.84,1474.8314,60.2191
"35","NonVascular",0.14,0.86,1523.421,69.011696
"37","NonVascular",0.04,0.96,471.1687,93.33795
"38","NonVascular",0.09,0.91,175.22926,86.517075
"39","NonVascular",0.15,0.85,1783.3444,81.07947
"40","Vacular",1,0,1254.8607,87.44045
"44","Vacular",0.97,0.03,284.93024,94.22481
"45","Vacular",0.9,0.1,846.0626,100.650856
"46","Vacular",0.93,0.07,1024.929,100.04211
"47","NonVascular",0.16,0.84,187.64516,112.89314
"48","NonVascular",0.02,0.98,621.6697,132.50119
"49","Vacular",0.88,0.12,1842.3674,115.0907
"50","NonVascular",0.01,0.99,1776.2806,133.22879
"52","NonVascular",0.01,0.99,314.89648,153.57747
"55","NonVascular",0,1,446.83466,147.84851
"56","NonVascular",0.02,0.98,1255.0864,149.16325
"58","NonVascular",0,1,85.47437,174.46991
"59","Vacular",0.98,0.02,1524.0638,138.88333
"60","NonVascular",0.15,0.85,1347.6207,144.01724
"62","Vacular",0.92,0.08,1117.8889,149.06746
"64","Vacular",0.95,0.05,1032.1353,159.7029
"65","NonVascular",0.11,0.89,494.0637,169.35312
"69","Vacular",0.91,0.09,1104.1433,174.72028
"71","NonVascular",0.04,0.96,1637.9713,179.2724
"72","NonVascular",0.02,0.98,1402.1879,194.10068
"73","Vacular",0.99,0.01,1450.2845,181.12958
"74","NonVascular",0.12,0.88,836.34485,187.41223
"75","NonVascular",0.12,0.88,904.1313,195.83372
"76","NonVascular",0,1,966.0911,192.75739
"77","Vacular",1,0,523.36993,190.33527
"78","NonVascular",0.01,0.99,1183.9602,192.54546
"79","NonVascular",0.1,0.9,260.99097,208.43007
"83","Vacular",0.87,0.13,765.8246,205.04385
"84","NonVascular",0.02,0.98,1084.0864,230.44748
"85","NonVascular",0.12,0.88,1928.1927,228.69879
"86","NonVascular",0.01,0.99,712.10846,216.88916
"87","NonVascular",0,1,1231.8783,222.12308
"89","Vacular",0.88,0.12,21.125616,224.35715
"90","NonVascular",0.13,0.87,560.1734,218.95161
"91","NonVascular",0.03,0.97,1810.7523,222.24954
"92","NonVascular",0.16,0.84,858.64624,219.56802
"94","NonVascular",0.03,0.97,67.2962,234.75316
"95","NonVascular",0.07,0.93,1020.9091,232.2629
"96","Vacular",0.91,0.09,927.6786,242.9625
"97","NonVascular",0,1,1473,244.54736
"99","Vacular",0.92,0.08,673.93286,242.4537
"100","NonVascular",0.03,0.97,1687.796,245.79115
"101","NonVascular",0.01,0.99,889.06586,277.1127
"102","NonVascular",0,1,349.0241,261.33734
"103","NonVascular",0.04,0.96,1549.6409,255.74132
"104","NonVascular",0.19,0.81,1750.3295,247.98824
"105","Vacular",0.93,0.07,37.651485,262.74457
"106","NonVascular",0,1,819.7161,265.09964
"107","NonVascular",0,1,115.98683,267.18945
"108","NonVascular",0.17,0.83,214.06717,258.04477
"109","NonVascular",0.01,0.99,718.91846,278.44287
"110","NonVascular",0.02,0.98,1370.1666,275.07895
"114","NonVascular",0,1,309.43866,289.32797
"115","NonVascular",0.02,0.98,555.408,289.27835
"116","NonVascular",0.12,0.88,64.96809,289.67023
"119","NonVascular",0.01,0.99,472.13287,303.40204
"121","Vacular",0.85,0.15,1747.2864,301.05026
"122","NonVascular",0.19,0.81,59.559322,306.77966
"123","NonVascular",0.16,0.84,665.3395,307.7523
"125","Vacular",0.92,0.08,221.91225,318.5551
"126","Vacular",1,0,912.9631,318.9578
"128","NonVascular",0.06,0.94,958.7756,327.9494
"129","NonVascular",0,1,1137.0574,330.05612
"131","Vacular",0.82,0.18,1659.0532,324.0041
"132","NonVascular",0.02,0.98,74.37407,346.0028
"133","NonVascular",0.14,0.86,415.70834,335.51764
"134","NonVascular",0.17,0.83,1754.617,329.52203
"135","NonVascular",0,1,1386.5173,338.381
"136","Vacular",0.85,0.15,1286.3857,340.72394
"137","Vacular",0.99,0.01,1623.2507,340.5306
"140","NonVascular",0,1,801.8923,360.83218
"141","Vacular",0.94,0.06,945.5133,352.98666
"142","Vacular",0.88,0.12,304.79077,358.32065
"144","Vacular",0.81,0.19,1553.0238,359.16666
"147","NonVascular",0.05,0.95,1477.653,371.45743
"148","NonVascular",0.03,0.97,677.9771,381.3689
"149","NonVascular",0.01,0.99,1840.4305,379.23654
"150","NonVascular",0.03,0.97,572.0403,393.1168
"151","Vacular",0.97,0.03,243.33763,378.16238
"152","NonVascular",0.11,0.89,381.84973,383.5601
"154","NonVascular",0.02,0.98,443.51694,388.61374
"155","NonVascular",0.02,0.98,1209.4314,388.36224
"157","NonVascular",0.19,0.81,114.87013,382.0779
"158","NonVascular",0,1,921.17676,405.26404
"159","NonVascular",0,1,761.9771,430.99323
"160","NonVascular",0.03,0.97,976.6314,401.83112
"161","NonVascular",0.17,0.83,1675.307,398.86005
"162","NonVascular",0.02,0.98,217.1117,414.7391
"163","NonVascular",0.09,0.91,265.15,400.74445
"164","NonVascular",0.04,0.96,865.82886,422.44534
"165","NonVascular",0.02,0.98,11.09546,427.3015
"167","Vacular",1,0,438.30197,421.8688
"168","NonVascular",0.07,0.93,646.4026,418.83768
"169","NonVascular",0.02,0.98,1296.2605,435.73947
"170","NonVascular",0.01,0.99,301.46417,436.9122
"171","Vacular",0.99,0.01,540.7585,434.50482
"172","Vacular",0.94,0.06,100.9375,435.31467
"173","NonVascular",0.14,0.86,1639.8746,442.69482
"174","NonVascular",0.18,0.82,978.8169,458.41815
"175","NonVascular",0.08,0.92,1817.3252,443.6748
"176","NonVascular",0.02,0.98,1730.843,463.48
"177","NonVascular",0.19,0.81,354.07187,460.497
"178","NonVascular",0.05,0.95,580.16626,469.9241
"179","NonVascular",0.14,0.86,153.35556,467.45926
"180","NonVascular",0,1,716.58563,484.147
"181","NonVascular",0.04,0.96,52.761242,490.1752
"182","NonVascular",0.18,0.82,850.2319,466.72464
"183","NonVascular",0,1,918.07666,491.80573
