"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.85,0.15,204.43661,4.4366198
"2","Vacular",0.95,0.05,910.08966,5.3901343
"5","NonVascular",0.01,0.99,1676.2573,24.098434
"6","NonVascular",0.03,0.97,1642.5498,67.05059
"7","NonVascular",0.15,0.85,1882.2742,70.98387
"8","NonVascular",0.17,0.83,1891.9395,83.469696
"9","Vacular",0.93,0.07,4.5981307,93.88785
"10","Vacular",0.89,0.11,186.06996,104.91638
"11","NonVascular",0.14,0.86,1398.9792,142.66037
"12","Vacular",0.82,0.18,1022.40375,167.48137
"13","NonVascular",0.19,0.81,1624.8848,173.18848
"15","Vacular",1,0,587.4321,209.25679
"20","Vacular",0.88,0.12,828.5191,267.959
"21","Vacular",0.9,0.1,1770.1118,267.85196
"22","NonVascular",0.17,0.83,1169.5087,265.98276
"23","Vacular",0.94,0.06,246.67477,276.72037
"24","Vacular",0.97,0.03,1461.5093,277.86932
"25","NonVascular",0.19,0.81,1726.6666,289.65656
"27","NonVascular",0.04,0.96,1818.2668,316.28296
"29","NonVascular",0.14,0.86,1892.0931,361.52493
"31","NonVascular",0.18,0.82,1287.6727,372.3303
"32","Vacular",1,0,879.8156,376.65454
"33","NonVascular",0.02,0.98,1930.2719,379.84616
"34","Vacular",0.86,0.14,620.6139,395.6139
"36","Vacular",0.83,0.17,4.3147206,431.98984
"37","Vacular",0.97,0.03,536.5541,463.44403
"40","Vacular",0.92,0.08,246.52771,492.09155
"41","NonVascular",0.17,0.83,1137.5443,493.11694
"46","Vacular",1,0,1198.4897,561.4282
"47","NonVascular",0.01,0.99,1771.1809,574.33185
"48","Vacular",0.85,0.15,1115.4788,577.9128
"50","NonVascular",0.03,0.97,555.45,578.9167
"52","Vacular",0.85,0.15,1214.537,585.2222
"53","NonVascular",0.07,0.93,510.60452,595.9421
"56","Vacular",0.92,0.08,829.0605,617.09937
"57","Vacular",0.85,0.15,666.1828,626.5197
"60","Vacular",0.97,0.03,1010.2659,657.6454
"62","NonVascular",0.18,0.82,1579.3334,658.42426
"63","Vacular",0.9,0.1,15.2429905,671.5888
"64","Vacular",0.99,0.01,1720.9335,681.8338
"65","Vacular",0.98,0.02,690.6361,705.144
"66","Vacular",0.95,0.05,971.261,705.29877
"67","NonVascular",0.02,0.98,1642.1228,729.59143
"68","Vacular",0.88,0.12,1232.3273,734.0991
"69","NonVascular",0.01,0.99,1827.6904,747.55273
"73","Vacular",0.96,0.04,959.49176,763.4533
"74","Vacular",0.94,0.06,590.10406,768.79193
"75","NonVascular",0,1,1653.4696,777.65295
"76","Vacular",0.95,0.05,922.8863,780.3944
"77","Vacular",0.89,0.11,819.27655,793.90674
"78","Vacular",0.94,0.06,1044.7875,802.45233
"79","NonVascular",0,1,1538.0112,816.69794
"80","Vacular",0.82,0.18,877.0881,807.09326
"81","Vacular",0.96,0.04,837.76807,809.3313
"83","Vacular",0.96,0.04,1073.3613,819.36346
"84","NonVascular",0.01,0.99,1837.194,835.5184
"85","Vacular",0.86,0.14,834.53424,827.72107
"86","NonVascular",0.11,0.89,1883.9431,854.29205
"87","NonVascular",0.08,0.92,694.8145,837.69354
"88","NonVascular",0.17,0.83,704.6866,844.0821
"89","NonVascular",0.03,0.97,1479.5957,853.66974
"90","Vacular",0.96,0.04,346.42767,861.6876
"91","Vacular",0.89,0.11,926.6977,869.8159
"92","Vacular",0.86,0.14,614.91583,875.30585
"93","Vacular",0.94,0.06,1434.1111,877.6336
"95","Vacular",1,0,1023.298,919.2879
"100","NonVascular",0,1,1739.0212,940.6822
"102","NonVascular",0.16,0.84,1701.5,942.8173
"103","NonVascular",0.06,0.94,1444.0212,945.6064
"105","NonVascular",0.02,0.98,1873.6002,968.4333
"107","NonVascular",0.18,0.82,1419.5897,968.3675
"111","NonVascular",0.03,0.97,594.6495,1028.6967
"112","NonVascular",0.09,0.91,1928.7792,1038.6493
"113","Vacular",0.99,0.01,1376.8541,1040.8662
"114","Vacular",0.96,0.04,36.259827,1047.7009
"115","NonVascular",0,1,1234.2214,1068.7521
"116","Vacular",0.99,0.01,614.13385,1068.7743
"120","NonVascular",0,1,1186.4268,1121.4618
"121","NonVascular",0.17,0.83,1637.1344,1145.9839
"123","NonVascular",0.17,0.83,285.7929,1186.5562
"125","NonVascular",0.02,0.98,1638.2172,1232.5392
"126","NonVascular",0.04,0.96,1883.2657,1236.967
"127","NonVascular",0.14,0.86,844.2526,1251.3234
"128","Vacular",0.89,0.11,552.65344,1266.8448
"129","Vacular",0.82,0.18,1752.9814,1256.0419
"130","NonVascular",0.12,0.88,1861.7181,1318.2222
"131","Vacular",0.92,0.08,1344.6843,1300.7905
"132","NonVascular",0.01,0.99,1710.0936,1310.53
"135","NonVascular",0.02,0.98,1679.9417,1341.7712
"136","NonVascular",0.11,0.89,805.0268,1334.8661
"137","Vacular",0.91,0.09,152.77562,1345.8163
"139","NonVascular",0.02,0.98,717.75336,1369.211
"140","NonVascular",0.12,0.88,1629.3552,1367.2106
"141","NonVascular",0.04,0.96,1733.6666,1406.3026
"144","NonVascular",0.01,0.99,1697.1079,1430.6066
