"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.9,0.1,1062.6682,4.7772512
"3","Vacular",0.93,0.07,1111.5834,8.757353
"4","NonVascular",0.18,0.82,1152.0869,17.713043
"5","NonVascular",0.09,0.91,1830.3698,9.285714
"6","Vacular",0.96,0.04,232.66553,21.03413
"8","Vacular",0.81,0.19,1855.3569,34.457664
"9","Vacular",0.95,0.05,1541.2389,37.730556
"11","NonVascular",0.04,0.96,719.4087,57.108696
"13","Vacular",0.89,0.11,480.7657,70.09662
"14","NonVascular",0.09,0.91,250.93895,77.2936
"15","Vacular",0.96,0.04,701.10077,74.36434
"17","NonVascular",0.08,0.92,481.7193,92.58479
"19","NonVascular",0.16,0.84,263.43024,113.424416
"20","NonVascular",0,1,979.6183,158.65027
"21","NonVascular",0.18,0.82,1184.8416,149.13861
"22","NonVascular",0.17,0.83,1199.6145,177.2123
"23","NonVascular",0.03,0.97,1025.9756,184.17073
"24","Vacular",0.99,0.01,1046.157,205.28926
"25","NonVascular",0.01,0.99,1321.8455,217.44467
"26","NonVascular",0,1,1197.8994,252.45921
"27","NonVascular",0.16,0.84,1286.6897,223.12643
"28","Vacular",0.81,0.19,1869.0714,229.8399
"29","Vacular",0.93,0.07,27.123077,237.6123
"30","NonVascular",0.01,0.99,1152.6797,242.35698
"32","NonVascular",0.05,0.95,1539.5983,261.6854
"33","Vacular",0.97,0.03,1096.2052,274.8915
"34","NonVascular",0.15,0.85,1558.1548,278.89285
"35","NonVascular",0.07,0.93,1608.4257,289.93243
"36","NonVascular",0.15,0.85,1108.2465,305.2093
"37","Vacular",0.87,0.13,1575.9825,315.7914
"38","NonVascular",0.02,0.98,440.87442,315.99768
"39","NonVascular",0.16,0.84,1218.6558,309.68854
"40","Vacular",0.96,0.04,1380.9954,319.56223
"42","Vacular",0.98,0.02,1050.815,344.9225
"43","Vacular",0.91,0.09,468.82306,351.71915
"44","Vacular",0.99,0.01,14.731903,358.3378
"45","Vacular",0.84,0.16,432.13333,369.72223
"46","NonVascular",0.06,0.94,1469.6056,397.1352
"48","NonVascular",0.04,0.96,1181.9678,428.1545
"49","NonVascular",0.02,0.98,1382.4425,434.6755
"50","NonVascular",0.02,0.98,458.28366,467.90106
"51","NonVascular",0.13,0.87,1716.0837,485.8238
"52","Vacular",1,0,1440.6604,498.20486
"53","NonVascular",0.03,0.97,1755.0103,504.65637
"54","Vacular",0.84,0.16,1773.4037,503.789
"55","NonVascular",0.01,0.99,1516.1512,524.1323
"56","NonVascular",0.18,0.82,763.3461,504.82693
"57","Vacular",0.97,0.03,1796.0912,512.1927
"58","Vacular",1,0,1201.4799,513.47455
"59","Vacular",0.91,0.09,728.71515,520.63745
"60","NonVascular",0,1,1330.82,522.83264
