"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.09,0.91,205.90619,7.464819
"3","NonVascular",0.01,0.99,1710.6102,22.144175
"4","Vacular",0.89,0.11,1801.6826,7.896679
"6","NonVascular",0.18,0.82,13.154762,14.547619
"7","NonVascular",0.01,0.99,238.50302,58.4043
"8","Vacular",0.98,0.02,869.2145,21.265415
"10","Vacular",1,0,1186.4436,39.942448
"11","NonVascular",0.18,0.82,1220.785,34.11215
"13","NonVascular",0.18,0.82,325.02222,42.244446
"15","Vacular",0.97,0.03,1567.4823,59.52778
"17","NonVascular",0.17,0.83,1184.1029,65.867645
"18","NonVascular",0.18,0.82,11.895916,97.8722
"19","NonVascular",0.18,0.82,1844.1202,82.41139
"20","Vacular",0.96,0.04,1445.9572,86.44018
"23","Vacular",0.97,0.03,756.9754,122.30221
"24","Vacular",0.96,0.04,143.79688,127.56445
"29","Vacular",0.93,0.07,47.921738,161.02174
"31","Vacular",0.86,0.14,151.30084,164.86864
"32","Vacular",0.96,0.04,399.4638,165.67828
"34","Vacular",0.97,0.03,107.06193,165.90367
"35","NonVascular",0.04,0.96,1821.4786,181.4817
"36","Vacular",1,0,888.86615,176.02887
"37","Vacular",0.97,0.03,516.94763,176.56036
"39","NonVascular",0.12,0.88,1443.7905,179.2
"41","NonVascular",0.01,0.99,1271.5725,202.25507
"44","NonVascular",0.01,0.99,26.339256,237.08885
"50","Vacular",0.85,0.15,583.89453,271.62546
"55","NonVascular",0.09,0.91,1089.5967,291.8544
"56","Vacular",0.98,0.02,1358.2827,291.7857
"57","NonVascular",0.07,0.93,486.8718,333.67697
"58","Vacular",0.99,0.01,663.47235,297.17957
"59","NonVascular",0.03,0.97,572.5569,313.7804
"61","NonVascular",0.04,0.96,1885.3477,304.07617
"63","NonVascular",0.16,0.84,756.96295,305.68518
"64","NonVascular",0.18,0.82,867.00415,312.5372
"66","NonVascular",0.04,0.96,66.901405,316.03522
"68","NonVascular",0.04,0.96,7.405868,344.99512
"69","NonVascular",0.03,0.97,403.6371,335.48386
"70","NonVascular",0,1,1620.1372,351.64215
"71","NonVascular",0.19,0.81,1867.54,341.2
"72","NonVascular",0.11,0.89,611.49146,347.18665
"73","NonVascular",0.07,0.93,378.4855,358.19565
"74","Vacular",0.97,0.03,1128.6097,362.5366
"77","Vacular",0.96,0.04,1426.1284,407.36887
"78","NonVascular",0.08,0.92,5.6898394,424.20856
"80","NonVascular",0.01,0.99,63.12926,448.6046
"81","NonVascular",0.16,0.84,291.4975,427.70352
"86","Vacular",0.94,0.06,402.08334,469.85257
"88","Vacular",0.99,0.01,360.83566,484.12534
"89","Vacular",1,0,1674.925,484.7781
"91","Vacular",0.89,0.11,780.5,489.92105
"92","NonVascular",0,1,1023.4695,510.44397
"95","Vacular",1,0,533.18604,500.33255
"96","Vacular",0.93,0.07,830.10504,499.09134
"99","Vacular",0.88,0.12,766.70886,510.8903
"100","NonVascular",0.05,0.95,92.358826,564.208
"102","Vacular",0.94,0.06,845.1963,520.6366
"104","Vacular",1,0,1326.2042,531.8639
"106","NonVascular",0,1,1561.3359,560.32434
"107","Vacular",0.88,0.12,1209.113,550.1603
"108","NonVascular",0.01,0.99,315.43594,566.4927
"109","Vacular",0.97,0.03,387.51294,551.6451
"110","Vacular",0.89,0.11,744.1917,561.29645
"111","Vacular",0.84,0.16,650.89825,564.2168
"112","Vacular",0.88,0.12,2.4423077,568.4039
"113","NonVascular",0.06,0.94,700.56036,576.0743
"114","Vacular",0.83,0.17,760.7595,573.1519
"115","NonVascular",0.18,0.82,1043.065,585.9263
"116","Vacular",0.92,0.08,1476.6067,588.06683
"117","NonVascular",0.09,0.91,1721.9406,584.3861
"119","NonVascular",0.07,0.93,1824.92,596.7867
"121","NonVascular",0.15,0.85,216.15384,602.1453
"122","NonVascular",0.01,0.99,502.27185,611.2072
"123","NonVascular",0.19,0.81,1721.253,600.8554
"126","NonVascular",0.1,0.9,1712.2924,612
"128","NonVascular",0.16,0.84,1008.3653,622.006
"129","NonVascular",0.16,0.84,44.412163,620.62164
"130","Vacular",0.99,0.01,432.38647,625.94543
"131","NonVascular",0.03,0.97,481.54828,646.2172
"132","Vacular",0.98,0.02,303.6849,632.13544
"134","NonVascular",0.11,0.89,265.03186,656.2265
"135","NonVascular",0.16,0.84,798.87366,639.02106
"136","NonVascular",0.08,0.92,319.03845,655.24725
"138","Vacular",0.96,0.04,117.5252,663.3952
"140","NonVascular",0.19,0.81,196.43549,681.4677
"141","Vacular",0.94,0.06,1673.1792,684.2258
"145","Vacular",0.97,0.03,521.96906,696.39764
"146","Vacular",0.85,0.15,315.27655,712.84247
"148","NonVascular",0.1,0.9,429.66345,703.3702
"149","Vacular",0.88,0.12,1533.4,702.75525
"150","Vacular",0.89,0.11,392.7482,709.18945
"154","NonVascular",0.09,0.91,226.9262,737.01105
"155","Vacular",0.97,0.03,745.35065,734.1169
"156","NonVascular",0.13,0.87,388.55228,755.0074
"157","NonVascular",0.15,0.85,681.58374,741.86804
"158","Vacular",1,0,134.2625,745.76
"159","NonVascular",0.04,0.96,269.83374,762.5795
"160","Vacular",0.97,0.03,1127.6835,749.0573
"161","Vacular",1,0,703.1526,754.50134
"162","NonVascular",0.04,0.96,538.9078,775.72577
"165","Vacular",0.97,0.03,286.26962,800.63873
"167","Vacular",0.95,0.05,530.7962,818.17834
"168","NonVascular",0.16,0.84,177.6823,840.19086
"169","Vacular",0.88,0.12,1397.9971,825.1906
"170","Vacular",1,0,388.19543,826.20306
"172","NonVascular",0.02,0.98,77.997215,851.1286
"173","Vacular",0.92,0.08,270.77087,841.0058
"175","Vacular",1,0,1187.1827,847.8441
"176","NonVascular",0.01,0.99,1379.1958,868.4171
"178","NonVascular",0.04,0.96,403.19574,850.0809
"179","NonVascular",0.18,0.82,1634.4458,851.3735
"180","Vacular",0.99,0.01,892.2834,872.29156
"181","Vacular",0.97,0.03,308.0623,889.72784
"182","Vacular",0.96,0.04,608.21356,888.2339
"184","Vacular",0.85,0.15,583.54285,900.54645
"186","NonVascular",0.02,0.98,174.16891,921.1689
"187","NonVascular",0.01,0.99,858.82776,910.5321
"188","Vacular",0.95,0.05,63.059406,905.7401
"189","Vacular",0.91,0.09,1504.5615,904.61084
"190","Vacular",0.93,0.07,373.5239,913.54333
"191","NonVascular",0.12,0.88,1734.865,982.2542
"193","NonVascular",0.06,0.94,770.65216,923.46375
"195","Vacular",1,0,589.2656,933.28125
"196","Vacular",0.95,0.05,1596.7745,933.36707
"198","Vacular",0.93,0.07,1504.1407,936.9222
"199","Vacular",0.98,0.02,248.76335,951.9466
"200","NonVascular",0.14,0.86,199.03409,962.1477
"201","Vacular",1,0,995.6266,965.62146
"202","NonVascular",0.16,0.84,94.34286,975.97925
"205","NonVascular",0.1,0.9,372.61514,989.8265
"207","NonVascular",0.06,0.94,113.38681,1023.6688
"209","NonVascular",0.14,0.86,202.41739,1025.9043
"211","NonVascular",0.03,0.97,1665.1987,1037.0925
"214","NonVascular",0.01,0.99,1449.7367,1065.4763
"215","Vacular",0.99,0.01,674.30524,1061.0021
