"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.94,0.06,629.9861,4.689815
"5","NonVascular",0.04,0.96,1929.036,31.102
"7","Vacular",0.83,0.17,1760.1993,33.919613
"8","Vacular",0.97,0.03,881.93646,34.877647
"9","NonVascular",0.06,0.94,700.9682,51.24572
"11","Vacular",1,0,473.8919,47.897297
"17","Vacular",0.98,0.02,1572.2242,86.48813
"18","Vacular",0.93,0.07,175.65715,108.92967
"19","NonVascular",0.02,0.98,1797.5494,115.58362
"21","Vacular",1,0,505.42517,123.99763
"22","Vacular",0.95,0.05,195.42299,132.1128
"23","Vacular",0.88,0.12,359.78394,138.761
"24","Vacular",0.95,0.05,1218.3207,142.1972
"27","Vacular",0.89,0.11,1065.4576,149.78462
"28","NonVascular",0.08,0.92,453.0921,152.6228
"32","NonVascular",0.04,0.96,1815.1887,183.66745
"34","NonVascular",0.01,0.99,1779.0392,195.2556
"36","Vacular",0.95,0.05,174.1964,197.81802
"38","Vacular",0.92,0.08,1296.3895,201.12733
"42","Vacular",0.95,0.05,1458.8855,219.85449
"44","NonVascular",0,1,1899.7576,249.45856
"45","Vacular",0.92,0.08,1484.908,234.18
"47","Vacular",0.89,0.11,1365.2195,245.33856
"48","NonVascular",0.02,0.98,1748.6602,246.76471
"50","Vacular",0.9,0.1,1110.5131,264.46228
"51","Vacular",0.97,0.03,453.72647,266.1704
"52","Vacular",0.96,0.04,1491.5209,266.84567
"53","Vacular",0.95,0.05,825.086,275.9086
"55","NonVascular",0.19,0.81,362.37616,280.87155
"56","Vacular",0.99,0.01,845.9215,289.25583
"58","Vacular",0.9,0.1,1100.3701,299.7953
"59","NonVascular",0.15,0.85,1838.4458,307.88217
"61","Vacular",0.99,0.01,939.2244,333.1696
"62","Vacular",0.97,0.03,1456.6997,361.17865
"66","Vacular",0.87,0.13,1150.0497,369.92264
"67","Vacular",0.97,0.03,99.78538,390.5283
"68","Vacular",0.92,0.08,1265.1212,391.03366
"70","Vacular",0.98,0.02,288.66754,413.52988
"71","Vacular",0.97,0.03,1033.0739,412.46875
"72","Vacular",0.81,0.19,1925.1741,418.46606
"74","Vacular",1,0,1499.7361,440.82565
"75","NonVascular",0.19,0.81,88.63768,449.05798
"76","Vacular",1,0,1125.9417,457.0771
"81","Vacular",0.97,0.03,359.90048,476.61166
"82","Vacular",0.98,0.02,712.05084,476.41403
"84","Vacular",0.94,0.06,326.19598,493.13568
"85","Vacular",1,0,1550.0667,500.4389
"86","Vacular",0.95,0.05,287.18124,504.4344
"92","Vacular",0.97,0.03,1041.0533,549.96533
"94","Vacular",0.96,0.04,189.21457,564.5768
"96","Vacular",0.99,0.01,59.248226,570.6383
"97","Vacular",0.91,0.09,1103.521,571.03156
"98","Vacular",0.87,0.13,967.18665,586.46063
"99","Vacular",0.94,0.06,1284.5612,580.4003
"102","Vacular",1,0,428.7546,607.75464
"106","Vacular",0.96,0.04,610.94916,624.25085
"107","Vacular",0.82,0.18,627.93286,640.32385
"108","Vacular",0.98,0.02,1399.9183,628.1808
"110","Vacular",0.93,0.07,426.77777,634.1164
"111","Vacular",0.81,0.19,903.6777,650.2099
"112","Vacular",1,0,1686.7922,649.97186
"113","Vacular",0.9,0.1,1107.1461,648.48645
"114","Vacular",0.91,0.09,563.65283,656.11743
"116","NonVascular",0.16,0.84,1916.8948,649.8316
"119","Vacular",0.98,0.02,295.2825,696.5325
"120","Vacular",0.84,0.16,85,713.5756
"121","Vacular",0.82,0.18,746.89215,710.88336
"122","Vacular",0.9,0.1,357.14136,715.5759
"123","Vacular",1,0,1280.374,720.71
"124","Vacular",0.99,0.01,1123.8264,722.8627
"126","Vacular",0.98,0.02,23.068796,742.8428
"128","NonVascular",0.14,0.86,87.02929,756.728
"129","NonVascular",0.17,0.83,3.4675324,770.3442
"130","Vacular",0.92,0.08,1848.703,794.1287
"131","NonVascular",0.01,0.99,1583.5188,824.4946
"134","Vacular",0.84,0.16,628.481,838.83234
"136","Vacular",0.98,0.02,1031.7968,842.51874
"137","NonVascular",0.12,0.88,410.55444,878.0157
"138","Vacular",0.99,0.01,93.36405,869.79724
"139","NonVascular",0.18,0.82,64.21429,867.0952
"140","NonVascular",0.02,0.98,1263.8699,925.7421
"141","Vacular",1,0,861.3566,908.36865
"142","Vacular",0.88,0.12,13.877778,924.0389
"145","NonVascular",0.17,0.83,1740.7538,975.72766
"146","Vacular",0.97,0.03,1224.139,995.7308
"147","Vacular",1,0,251.89638,1006.9326
"148","Vacular",0.9,0.1,572.1336,1016.1113
"149","Vacular",0.97,0.03,1128.6908,1012.41895
"151","Vacular",0.98,0.02,642.1265,1026.6277
"152","Vacular",0.89,0.11,126.35763,1032.1367
"153","Vacular",0.87,0.13,1596.6969,1046.4808
"155","NonVascular",0.19,0.81,392.43063,1065.1627
"156","Vacular",0.91,0.09,4.3915343,1081.3651
"159","NonVascular",0.11,0.89,490.70706,1122.8237
"163","Vacular",0.96,0.04,1018.3232,1152.1832
"164","NonVascular",0.01,0.99,1262.6136,1166.9626
"165","Vacular",0.95,0.05,520.5421,1164.0502
"170","NonVascular",0,1,1638.7836,1266.152
"172","NonVascular",0.01,0.99,719.7448,1273.9391
"173","NonVascular",0.15,0.85,157.89333,1265.84
"174","Vacular",0.95,0.05,75.95322,1271.7953
"175","Vacular",1,0,1359.2817,1275.3718
"176","Vacular",0.88,0.12,294.29898,1285.8711
"177","Vacular",0.93,0.07,1056.3282,1279.1257
"179","NonVascular",0.03,0.97,510.42035,1287.1118
"180","Vacular",0.85,0.15,816.6614,1301.3684
"182","Vacular",0.97,0.03,1722.7227,1295.073
"183","Vacular",0.87,0.13,49.744965,1292.9194
"184","Vacular",0.93,0.07,555.70715,1300.8619
"185","Vacular",0.94,0.06,1558.3025,1311.5555
"186","Vacular",0.96,0.04,259.27676,1313.4686
"187","Vacular",0.92,0.08,565.8497,1325.6797
"189","NonVascular",0.05,0.95,729.65247,1341.5203
"191","Vacular",0.86,0.14,604.47455,1335.8306
"192","Vacular",0.97,0.03,880.6781,1340.2773
"194","Vacular",0.9,0.1,631.675,1357.9036
"195","NonVascular",0.17,0.83,1347.6111,1358.6444
"199","NonVascular",0.15,0.85,1677.0448,1380.3955
"200","NonVascular",0.02,0.98,1689.6853,1407.6935
"201","NonVascular",0.05,0.95,1373.9971,1429.0847
"202","NonVascular",0.1,0.9,773.7794,1427.7471
"206","Vacular",0.92,0.08,1448.9471,1453.8641
