"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.17,0.83,138.64574,5.233184
"8","Vacular",1,0,562.49524,33.91905
"9","NonVascular",0.19,0.81,897.36664,38.65
"14","NonVascular",0.1,0.9,1212.9623,134.60378
"15","Vacular",0.98,0.02,1546.6246,136.00574
"16","Vacular",0.88,0.12,805.39105,138.3782
"17","Vacular",1,0,833.32306,147.87648
"18","Vacular",0.82,0.18,1925.9722,152.29526
"19","NonVascular",0.03,0.97,1394.0181,176.22223
"20","NonVascular",0.18,0.82,1838.043,174.10753
"21","Vacular",0.96,0.04,1770.9036,180.02118
"23","NonVascular",0.04,0.96,1353.8539,188.70787
"24","NonVascular",0,1,1253.5381,211.85818
"26","NonVascular",0.14,0.86,611.20483,253.75903
"27","Vacular",1,0,591.7457,257.82
"29","NonVascular",0.13,0.87,895.9528,289.69812
"30","NonVascular",0.18,0.82,352.7736,294.32074
"32","NonVascular",0.13,0.87,1196.5985,302.8106
"35","NonVascular",0.15,0.85,1200.7467,327.4869
"37","Vacular",0.97,0.03,1684.2388,342.30276
"38","Vacular",1,0,1470.5251,341.45624
"39","NonVascular",0.01,0.99,1254.2656,341.29297
"40","NonVascular",0.11,0.89,468.73425,343.97202
"41","NonVascular",0.01,0.99,175.72679,353.0823
"43","Vacular",1,0,704.0183,371.62015
"45","Vacular",0.93,0.07,126.103386,394.47415
"46","Vacular",0.95,0.05,1539.3345,399.48276
"48","Vacular",0.98,0.02,524.172,405.1769
"49","NonVascular",0.13,0.87,1337.3802,406.8357
"50","NonVascular",0.05,0.95,1915.6355,411.98132
"52","NonVascular",0.18,0.82,1834.6649,444.18085
"53","Vacular",0.95,0.05,1059,476.55124
"54","Vacular",0.99,0.01,775.96985,479.56784
"55","Vacular",0.92,0.08,558.0205,495.04477
"56","Vacular",0.96,0.04,1785.4017,505.2627
"57","Vacular",0.99,0.01,303.82544,509.1018
"58","NonVascular",0.19,0.81,850.11523,514.6543
"59","Vacular",0.98,0.02,1286.1609,519.8506
"60","Vacular",0.86,0.14,302.62717,535.653
"61","Vacular",0.99,0.01,1467.4316,536.7549
"62","NonVascular",0.05,0.95,361.23578,577.4228
"63","Vacular",0.84,0.16,35.464466,590.24365
"64","Vacular",0.98,0.02,987.9919,595.3865
"65","Vacular",0.97,0.03,1401.9846,608.01794
"69","NonVascular",0.07,0.93,490,632.5887
"70","Vacular",1,0,132.52284,648.7386
"72","Vacular",1,0,1215.3055,661.0725
"73","Vacular",0.99,0.01,668.5197,680.7638
"75","Vacular",0.99,0.01,1117.9437,690.9079
"76","Vacular",1,0,409.82126,700.34454
"78","NonVascular",0,1,927.15137,749.5955
"85","NonVascular",0.17,0.83,1412.6814,802.77875
"87","NonVascular",0,1,1121.1794,819.36633
"89","NonVascular",0.18,0.82,981.9449,819.30707
"90","NonVascular",0.16,0.84,1169.5316,820.51495
"92","Vacular",1,0,1310.0221,824.8897
"93","NonVascular",0.13,0.87,805.2857,824.4286
"94","Vacular",0.89,0.11,770.6117,832.5165
"95","NonVascular",0.18,0.82,1590.4489,831.8898
"96","Vacular",0.96,0.04,1556.2574,846.8589
"97","Vacular",0.98,0.02,229.62308,847.9282
"99","Vacular",1,0,107.0314,879.08453
"100","NonVascular",0.03,0.97,672.03784,878.67645
"101","Vacular",0.86,0.14,367.37283,895.82465
"103","Vacular",0.93,0.07,1533.008,925.5867
"104","Vacular",1,0,771.0295,934.1179
"106","Vacular",0.98,0.02,1778.4037,945.21454
"107","Vacular",0.82,0.18,1092.2047,958.74805
"108","Vacular",0.84,0.16,458.55,967.88684
"110","NonVascular",0.19,0.81,623.82355,963.17645
"111","Vacular",0.94,0.06,1778.0421,976.17523
"112","NonVascular",0.15,0.85,212.78009,990.5417
"113","Vacular",0.99,0.01,1243.665,1025.5831
"114","Vacular",0.99,0.01,1786.4408,1030.2727
"115","Vacular",0.97,0.03,1567.02,1039.344
"116","NonVascular",0.02,0.98,480.84506,1036.6104
"118","Vacular",0.91,0.09,1030.931,1053.7162
"119","NonVascular",0.05,0.95,854.67926,1074.6227
"120","Vacular",1,0,565.67334,1074.4095
"121","Vacular",0.98,0.02,676.58777,1088.0865
"122","NonVascular",0.14,0.86,537.3714,1096.7858
"123","Vacular",1,0,835.0857,1105.3685
"125","Vacular",0.96,0.04,1606.9846,1125.7635
"130","Vacular",0.88,0.12,117.20217,1170.3956
"131","Vacular",0.97,0.03,289.39426,1169.0862
"133","Vacular",0.88,0.12,117.568375,1190.9573
"135","Vacular",0.86,0.14,752.58276,1228.7891
"136","Vacular",0.88,0.12,215.25581,1237.3555
"137","Vacular",1,0,406.91284,1241.8232
"138","Vacular",0.9,0.1,1668.0605,1243.7543
"139","NonVascular",0.18,0.82,1700.4313,1245.6937
"143","Vacular",0.86,0.14,588.4631,1279.1677
"145","Vacular",0.96,0.04,315.05997,1287.319
"146","Vacular",0.99,0.01,352.95123,1288.3195
"148","NonVascular",0.04,0.96,388.90942,1351.3755
"149","NonVascular",0.16,0.84,959.8849,1347.3165
"151","Vacular",0.92,0.08,97.451454,1350.5388
"152","NonVascular",0.14,0.86,1309.5271,1362.408
"153","NonVascular",0.02,0.98,78.45372,1418.121
"154","Vacular",0.93,0.07,1647.4657,1401.515
"155","NonVascular",0.18,0.82,1367.4255,1417
"156","Vacular",0.99,0.01,872.0423,1414.677
"157","NonVascular",0.06,0.94,1107.0833,1424.9512
