"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","Vacular",0.93,0.07,271.19217,4.8313727
"3","Vacular",0.94,0.06,423.5657,6.788321
"4","Vacular",0.86,0.14,850.5214,35.58214
"5","Vacular",0.87,0.13,754.257,43.486004
"6","Vacular",0.96,0.04,1460.8011,52.691643
"7","NonVascular",0.01,0.99,40.843647,73.033226
"9","NonVascular",0.16,0.84,157.52127,63.904255
"10","Vacular",0.85,0.15,583.0823,74.1076
"11","Vacular",0.94,0.06,1250.5024,80.12864
"12","Vacular",1,0,759.72284,82.08572
"14","Vacular",0.92,0.08,1618.4974,103.88205
"16","Vacular",0.98,0.02,508.73965,115.15976
"19","Vacular",1,0,1322.0588,166.66667
"20","Vacular",0.91,0.09,1652.4891,165.62929
"21","Vacular",0.96,0.04,1129.3695,191.61685
"22","NonVascular",0,1,1373.7886,225.99428
"23","NonVascular",0,1,1286.3043,246.80402
"24","NonVascular",0.02,0.98,34.267582,217.90909
"26","Vacular",0.92,0.08,1143.8323,252.6067
"27","Vacular",0.92,0.08,789.6442,268
"28","Vacular",0.89,0.11,1446.7672,271.0086
"29","Vacular",0.87,0.13,978.5151,292.96713
"30","NonVascular",0,1,546.687,349.80063
"34","Vacular",0.81,0.19,1919.1268,345.10086
"35","Vacular",0.93,0.07,1192.3545,394.93408
"36","Vacular",0.95,0.05,941.89166,389.7647
"37","Vacular",0.93,0.07,772.14453,396.9351
"38","Vacular",0.98,0.02,1418.0776,421.0977
"39","Vacular",0.96,0.04,53.24179,446.2627
"40","Vacular",0.99,0.01,1317.6174,487.21448
"41","Vacular",0.99,0.01,1578.085,496.25754
"42","Vacular",1,0,1690.9667,495.94617
"43","NonVascular",0.09,0.91,3.9464285,503.2232
"44","Vacular",0.87,0.13,1117.165,511.2508
"45","Vacular",0.95,0.05,776.0465,521.05524
"48","NonVascular",0.12,0.88,226.4,533.17334
"51","Vacular",0.98,0.02,1763.7009,581.2924
"53","Vacular",0.82,0.18,1152.0281,615.33435
"54","Vacular",0.88,0.12,160.26381,622.5644
"55","Vacular",0.89,0.11,1685.825,636.8521
"56","Vacular",0.98,0.02,1012.8825,655.92896
"57","Vacular",0.97,0.03,1518.2212,667.54486
"59","Vacular",0.98,0.02,1267.8575,693.1536
"60","Vacular",0.96,0.04,1700.1824,716.79706
"62","Vacular",0.9,0.1,1413.4556,764.8964
"63","Vacular",0.91,0.09,868.5041,769.7534
"67","Vacular",0.96,0.04,1760.8682,799.4527
"68","Vacular",0.94,0.06,1544.454,815.59814
"70","Vacular",0.99,0.01,448.146,848.7273
"71","Vacular",0.97,0.03,361.00806,849.20105
"72","NonVascular",0.18,0.82,978.18646,855.71185
"75","Vacular",1,0,858.98914,900.413
"76","Vacular",0.99,0.01,665.8399,916.19385
"77","Vacular",0.84,0.16,1239.8445,942.7778
"78","Vacular",0.93,0.07,1101.6013,956.6588
"79","Vacular",0.9,0.1,1506.8911,962.5014
"80","Vacular",0.84,0.16,739.31146,966.6694
"81","Vacular",0.97,0.03,315.13846,971.5508
"82","Vacular",0.95,0.05,1474.252,975.2828
"83","Vacular",0.96,0.04,1354.8873,989.1183
"84","Vacular",0.95,0.05,351.0917,995.0172
"87","Vacular",0.98,0.02,111.73475,1013.0398
"88","Vacular",0.92,0.08,1243.5858,1023.91907
"92","Vacular",0.93,0.07,1210.0101,1072.4305
"93","Vacular",0.93,0.07,741.4853,1099.5618
"94","Vacular",0.96,0.04,114.67013,1103.6207
"96","Vacular",0.97,0.03,1367.3956,1162.2445
"97","Vacular",0.98,0.02,1039.254,1166.974
"98","Vacular",0.99,0.01,579.361,1172.1455
"101","Vacular",0.91,0.09,210.34714,1206.0319
"102","Vacular",0.98,0.02,288.70084,1220.421
"103","Vacular",0.98,0.02,1533.4569,1242.4828
"104","Vacular",0.87,0.13,597.03986,1249.5614
"106","Vacular",0.99,0.01,775.67664,1263.9761
"107","Vacular",0.82,0.18,1917.7952,1266.2084
"108","NonVascular",0.02,0.98,1102.3475,1312.1013
"111","Vacular",0.92,0.08,983.3411,1308.5619
"112","Vacular",0.92,0.08,518.9239,1316.6594
"115","Vacular",0.94,0.06,887.44714,1329.1476
"117","Vacular",0.95,0.05,863.64307,1346.544
"118","Vacular",0.96,0.04,1824.1604,1344.9398
"119","Vacular",0.99,0.01,338.78876,1372.0963
"120","Vacular",0.92,0.08,843.31366,1374.2273
"122","Vacular",1,0,285.1491,1397.0746
"123","Vacular",0.99,0.01,685.0611,1400.5884
"125","Vacular",0.99,0.01,1450.0126,1418.8107
"127","Vacular",1,0,502.13824,1424.9608
"130","Vacular",0.81,0.19,1043.4836,1452.3994
