"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.93,0.07,5.4492755,10.048309
"2","Vacular",0.99,0.01,1353.4801,23.668875
"3","NonVascular",0.16,0.84,146.5688,23.798164
"4","NonVascular",0.18,0.82,219.98666,24.133333
"5","Vacular",0.98,0.02,338.68365,29.710455
"7","NonVascular",0.01,0.99,514.4067,42.615856
"8","Vacular",0.96,0.04,285.54416,43.96304
"9","NonVascular",0.06,0.94,165.5168,45.361343
"10","NonVascular",0.03,0.97,261.13348,61.69815
"11","NonVascular",0.04,0.96,378.26645,72.60526
"12","NonVascular",0.03,0.97,1382.3163,87.797325
"13","NonVascular",0.01,0.99,472.9006,95.718376
"14","NonVascular",0.13,0.87,1568.5299,102.08295
"16","Vacular",0.97,0.03,142.83578,110.70526
"17","NonVascular",0,1,1491.0426,135.87758
"19","Vacular",0.99,0.01,767.10406,133.50407
"20","Vacular",0.87,0.13,157.035,140.835
"23","Vacular",0.84,0.16,342.26443,155.23558
"24","Vacular",0.98,0.02,251.48915,162.28433
"26","NonVascular",0.15,0.85,614.96,180.78285
"27","NonVascular",0.17,0.83,301.34137,184.72647
"29","NonVascular",0.06,0.94,1003.22687,183.47685
"30","Vacular",1,0,1192.5896,186.5398
"31","NonVascular",0.15,0.85,376.30908,181.81818
"32","NonVascular",0.02,0.98,953.06757,196.00397
"35","Vacular",0.98,0.02,988.4167,204.241
"37","NonVascular",0.16,0.84,407.05493,207.36264
"38","Vacular",0.93,0.07,364.71735,213.20276
"39","NonVascular",0.16,0.84,406.23727,219.87796
"40","Vacular",0.96,0.04,292.68393,229.8316
"44","NonVascular",0.18,0.82,802.2308,255.7641
"45","Vacular",0.86,0.14,66.47018,263.0421
"48","NonVascular",0.02,0.98,384.6985,279.27637
"50","NonVascular",0.17,0.83,1055.358,292.97052
"51","Vacular",0.92,0.08,1438.4489,282.29517
"52","NonVascular",0.12,0.88,307.21417,303.93457
"53","Vacular",1,0,795.419,290.69113
"54","NonVascular",0.13,0.87,747.7568,293.97522
"55","Vacular",0.97,0.03,165.13626,295.81293
"56","NonVascular",0.16,0.84,411.8362,292.97415
"57","NonVascular",0.02,0.98,40.902798,308.64508
"59","Vacular",0.96,0.04,1623.1483,301.18314
"60","Vacular",0.99,0.01,925.5483,311.48294
"64","NonVascular",0.01,0.99,823.66235,345.7623
"65","Vacular",0.91,0.09,501.12766,349.61703
"66","Vacular",1,0,706.4712,358.8747
"67","NonVascular",0.13,0.87,382.18298,357.2681
"68","NonVascular",0.04,0.96,307.8789,362.61285
"69","Vacular",1,0,225.21042,373.10413
"70","NonVascular",0.18,0.82,686.2381,371.36508
"72","Vacular",1,0,1365.3234,377.89053
"73","Vacular",0.91,0.09,462.3453,384.83185
"74","NonVascular",0.01,0.99,290.45236,426.39633
"75","Vacular",0.94,0.06,1261.9309,388.18518
"76","Vacular",0.93,0.07,1100.2734,391.62076
"77","NonVascular",0.01,0.99,426.19626,394.04205
"78","Vacular",0.89,0.11,92.74349,403.04276
"79","NonVascular",0.17,0.83,726.81903,394.39047
"81","NonVascular",0.13,0.87,855.3598,416.07477
"84","NonVascular",0.12,0.88,786.9631,425.82288
"87","NonVascular",0.13,0.87,135.9423,431.28204
"88","NonVascular",0.11,0.89,754.33417,437.60733
"90","Vacular",0.95,0.05,1657.9291,446.25177
"91","Vacular",0.98,0.02,1556.4274,455.3315
"94","NonVascular",0.02,0.98,814.6718,467.48297
"95","Vacular",0.97,0.03,240.30107,465.0602
"96","NonVascular",0.1,0.9,346.07,460.56
"97","NonVascular",0.13,0.87,29.76129,466.00644
"98","Vacular",0.99,0.01,1253.9017,472.26965
"99","Vacular",0.95,0.05,1057.0328,472.10745
"106","NonVascular",0.01,0.99,1125.8356,524.7201
"108","NonVascular",0.17,0.83,859.6087,515.913
"109","Vacular",0.85,0.15,403.4277,517.42773
"112","Vacular",0.95,0.05,718.1935,535.9256
"114","NonVascular",0.15,0.85,372.78214,534.5363
"115","Vacular",0.99,0.01,649.0762,540.5476
"117","Vacular",0.88,0.12,409.12726,544.5388
"118","Vacular",0.95,0.05,117.666664,549.5693
"120","NonVascular",0.17,0.83,710.7427,566.0956
"128","NonVascular",0.17,0.83,1081.5385,581.97437
"129","Vacular",0.97,0.03,463.87332,595.3881
"130","NonVascular",0.03,0.97,107.12593,613.22577
"131","Vacular",0.91,0.09,549.86975,598.62604
"132","NonVascular",0.04,0.96,429.53372,608.7918
"133","Vacular",0.88,0.12,480.1369,610.9226
"134","Vacular",0.99,0.01,294.63614,615.3779
"135","Vacular",0.91,0.09,1738.4183,618.3209
"137","NonVascular",0.04,0.96,1210.8771,625.99335
"138","NonVascular",0.08,0.92,170.32927,653.5437
"139","NonVascular",0.18,0.82,357.76242,630.2707
"142","NonVascular",0.19,0.81,1212.1632,641.13605
"143","NonVascular",0.12,0.88,1287.8278,659.6718
"145","NonVascular",0.03,0.97,767.3082,663.39075
"146","NonVascular",0.18,0.82,236.92537,656.4627
"148","NonVascular",0.03,0.97,1926.1145,675.5975
"149","NonVascular",0.06,0.94,134.92703,682.0564
"150","Vacular",1,0,47.50358,681.537
"151","NonVascular",0.18,0.82,205.81087,686.6927
"152","NonVascular",0.08,0.92,267.60617,693.8185
"153","NonVascular",0.01,0.99,317.01825,697.87396
"154","Vacular",0.95,0.05,899.8429,695.3831
"156","Vacular",0.87,0.13,921.1635,714.436
"157","NonVascular",0.18,0.82,1357.8655,712.1228
"158","Vacular",0.83,0.17,231.71245,729.44543
"161","Vacular",0.85,0.15,959.4209,748.5377
"162","NonVascular",0.05,0.95,1011.82117,744.70734
"164","NonVascular",0.01,0.99,1721.7102,766.6526
