"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","Vacular",0.98,0.02,986.9634,45.89296
"5","NonVascular",0.03,0.97,309.6542,124.91673
"6","NonVascular",0.05,0.95,1858.2566,68.530975
"10","Vacular",0.98,0.02,1098.1333,155.3816
"11","Vacular",0.98,0.02,220.60112,156.3427
"12","Vacular",0.99,0.01,918,165.87665
"13","NonVascular",0.03,0.97,824.4829,188.69554
"14","NonVascular",0.02,0.98,286.82764,193.71936
"15","Vacular",0.98,0.02,545.617,182.22873
"16","Vacular",0.98,0.02,340.67358,207.47409
"17","Vacular",0.97,0.03,743.14984,207.47139
"19","NonVascular",0.18,0.82,1103.2981,223.25961
"20","Vacular",0.9,0.1,424.77917,239.58376
"21","NonVascular",0.1,0.9,761.91394,263.17212
"22","Vacular",0.98,0.02,1197.5295,269.57584
"23","Vacular",0.99,0.01,738.989,277.11234
"24","Vacular",0.94,0.06,903.6809,274.4225
"25","Vacular",0.83,0.17,1733.8005,280.3789
"26","Vacular",0.95,0.05,870.2408,290.22946
"27","Vacular",0.89,0.11,1055.0807,321.41403
"28","Vacular",1,0,166.95901,328.98633
"29","NonVascular",0.19,0.81,1540.9586,333.157
"30","NonVascular",0.05,0.95,1595.7742,364.2258
"31","Vacular",0.98,0.02,1513.3655,376.10706
"32","NonVascular",0.11,0.89,954.3054,377.75314
"33","Vacular",0.95,0.05,1062.7583,384.3459
"34","Vacular",0.96,0.04,1746.9938,403.15433
"35","Vacular",1,0,1145.6624,406.8909
"36","Vacular",0.93,0.07,1312.4631,412.81207
"37","NonVascular",0.03,0.97,1737.3472,419.45834
"38","Vacular",0.97,0.03,964.9493,428.87607
"39","Vacular",0.92,0.08,772.76715,431.50937
"40","Vacular",0.96,0.04,327.27344,445.33594
"41","Vacular",0.98,0.02,868.0463,475.6921
"42","Vacular",0.85,0.15,1842.6146,485.3211
"43","Vacular",0.86,0.14,1537.0312,489.28693
"44","Vacular",0.86,0.14,1491.7626,530.69434
"45","Vacular",0.89,0.11,643.9437,533.49005
"47","Vacular",1,0,1632.4384,544.7349
"48","Vacular",1,0,224.34782,560.60626
"49","Vacular",0.93,0.07,756.2131,561.4176
"51","Vacular",0.87,0.13,580.3244,595.8244
"55","Vacular",1,0,1186.0105,628.438
"56","Vacular",0.96,0.04,402.64594,640.088
"57","Vacular",0.94,0.06,1321.599,651.58374
"59","Vacular",0.87,0.13,818.9663,658.8315
"60","NonVascular",0,1,220.63628,732.9373
"61","Vacular",0.97,0.03,132.22589,705.5355
"62","Vacular",0.96,0.04,334.5376,710.27856
"63","Vacular",0.86,0.14,1465.566,720.43396
"64","Vacular",0.9,0.1,534.58057,725.325
"65","Vacular",0.96,0.04,1374.8088,735.5097
"66","NonVascular",0.06,0.94,244.0236,779.7581
"67","Vacular",0.93,0.07,971.63794,781.87354
"69","Vacular",0.91,0.09,1591.3785,830.4802
"70","Vacular",0.87,0.13,1759.0643,840.83624
"71","Vacular",0.96,0.04,168.52127,848.90424
"72","Vacular",0.98,0.02,7.203922,865.29803
"73","Vacular",0.87,0.13,866.8533,866.2425
"74","Vacular",0.94,0.06,599.34985,871.74634
"76","Vacular",1,0,1147.0951,905.18475
"77","Vacular",0.95,0.05,708.6535,925.5662
"78","Vacular",0.92,0.08,1710.7211,929.5727
"79","Vacular",0.97,0.03,355.71387,929.28613
"80","NonVascular",0,1,992.83466,949.55646
"81","NonVascular",0.07,0.93,290.68185,1026.8373
"83","Vacular",0.99,0.01,176.13542,979.5339
"84","Vacular",0.95,0.05,223.21,987.3075
"86","Vacular",0.99,0.01,36.13405,1019.93835
"87","Vacular",0.96,0.04,714.29114,1027.6051
"88","Vacular",1,0,1380.6478,1028.2225
"90","NonVascular",0.01,0.99,1055.69,1074.0323
"91","Vacular",0.94,0.06,1834.4396,1071.3059
"92","NonVascular",0.16,0.84,190.7745,1072.6177
"93","Vacular",0.99,0.01,1087.9791,1075.6005
"94","Vacular",0.99,0.01,1211.4746,1077.8909
"95","Vacular",0.98,0.02,510.6366,1077.8317
"96","NonVascular",0.07,0.93,643.55316,1074.2837
"97","Vacular",0.98,0.02,1007.6166,1083.8938
"98","NonVascular",0.01,0.99,453.3508,1125.7247
"99","Vacular",0.99,0.01,607.51666,1090.1666
"101","NonVascular",0.02,0.98,1597.9917,1093.8324
"102","NonVascular",0.16,0.84,1547.6659,1105.862
"103","Vacular",0.99,0.01,841.9915,1102.2345
"104","NonVascular",0.02,0.98,148.42834,1105.4961
"105","NonVascular",0.08,0.92,581.7536,1105.7463
"107","NonVascular",0.03,0.97,1025.0155,1125.7072
"109","NonVascular",0.02,0.98,382.99353,1143.3849
