"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"2","NonVascular",0.02,0.98,552.16394,9.634426
"3","NonVascular",0.11,0.89,783.85455,5.2090907
"5","NonVascular",0.15,0.85,683.62256,27.132353
"7","Vacular",0.99,0.01,501.35406,38.055023
"8","Vacular",0.99,0.01,1585.2032,74.86836
"9","NonVascular",0.16,0.84,534.5139,74.673615
"11","Vacular",0.96,0.04,342.2587,115.51087
"12","Vacular",0.89,0.11,841.89026,124.02439
"14","NonVascular",0.03,0.97,315.45395,154.25877
"15","Vacular",0.98,0.02,939.98334,162.57222
"16","NonVascular",0.17,0.83,455.26883,174.10484
"18","NonVascular",0,1,1895.2007,185.21382
"20","NonVascular",0.01,0.99,904.6,198.02295
"21","NonVascular",0.02,0.98,534.13086,202.34322
"23","NonVascular",0.07,0.93,200.46117,235.15291
"24","NonVascular",0.16,0.84,1414.25,233.06667
"25","Vacular",0.99,0.01,509.84915,238.74301
"27","NonVascular",0.19,0.81,325.77524,285.71173
"28","Vacular",0.99,0.01,165.98413,272.6217
"30","Vacular",0.98,0.02,1712.921,289.09808
"31","NonVascular",0.07,0.93,1117.4973,306.71378
"33","Vacular",0.84,0.16,113.64639,327.97748
"35","Vacular",0.99,0.01,914.0023,342.95392
"37","NonVascular",0.02,0.98,880.2268,355.88553
"38","Vacular",0.99,0.01,462.41556,364.09653
"39","Vacular",0.83,0.17,245.558,377.626
"40","Vacular",0.99,0.01,995.99274,402.92737
"41","NonVascular",0.03,0.97,787.4441,415.28415
"43","Vacular",1,0,1679.0795,417.67673
"47","Vacular",0.96,0.04,5.825911,425.07288
"48","NonVascular",0.04,0.96,1083.8011,445.23392
"50","NonVascular",0.04,0.96,213.62125,459.977
"52","NonVascular",0.04,0.96,308.81134,461.66483
"54","Vacular",0.81,0.19,1865.0897,475.70184
"55","Vacular",0.96,0.04,572.61475,481.02594
"56","NonVascular",0.11,0.89,931.8801,479.14825
"57","Vacular",0.92,0.08,803.46826,486.44284
"59","Vacular",0.99,0.01,603.7466,504.70844
"60","Vacular",0.86,0.14,1398.6593,513.55743
"61","NonVascular",0.12,0.88,142.91667,508.34616
"62","Vacular",0.94,0.06,1128.4696,541.6589
"64","NonVascular",0.05,0.95,80.38736,557.2033
"65","NonVascular",0.04,0.96,785.75,564.61017
"68","Vacular",0.95,0.05,481.80167,588.7879
"69","NonVascular",0.13,0.87,1850.6316,583.5439
"70","Vacular",0.87,0.13,1571.6086,593.43475
"71","Vacular",0.93,0.07,54.6,602.4837
"73","NonVascular",0.01,0.99,1296.018,654.8563
"75","Vacular",0.95,0.05,55.978474,652.28766
