"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.02,0.98,314.04965,114.327675
"4","NonVascular",0.16,0.84,1205.1786,79.69643
"5","NonVascular",0.02,0.98,1242.9333,107.81594
"6","NonVascular",0,1,525.83026,120.19845
"7","NonVascular",0.13,0.87,1176.0787,166.53253
"9","NonVascular",0.19,0.81,459.51685,161.21349
"11","Vacular",1,0,407.56097,251.36586
"13","Vacular",0.92,0.08,520.1746,300.8507
"14","Vacular",0.95,0.05,1271.335,313.47952
"15","Vacular",0.93,0.07,438.75616,313.62466
"16","NonVascular",0.19,0.81,159.18292,318.67075
"19","Vacular",0.95,0.05,1255.0211,364.73004
"20","Vacular",1,0,50.804455,368.97278
"21","Vacular",0.97,0.03,902.08826,378.46524
"22","Vacular",0.91,0.09,1225.7284,379.35495
"23","Vacular",0.96,0.04,315.70602,452.7034
"24","Vacular",1,0,110.2982,451.45758
"26","NonVascular",0.08,0.92,158.4932,541.7711
"27","Vacular",0.99,0.01,145.7062,572.3079
"29","NonVascular",0.11,0.89,644.0464,633.66223
"30","Vacular",1,0,613.9454,642.95355
"31","NonVascular",0.14,0.86,586.219,662.5879
"32","Vacular",0.99,0.01,1769.0953,695.5586
"33","NonVascular",0.1,0.9,1760.7177,715.82294
"35","Vacular",0.97,0.03,1576.186,775.56335
"37","Vacular",1,0,179.56949,788.87463
"38","NonVascular",0.03,0.97,1767.0289,839.44446
"39","Vacular",0.91,0.09,33.17343,850.7509
"40","NonVascular",0.01,0.99,198.02104,857.62134
"42","NonVascular",0.01,0.99,379.56805,893.4431
"43","NonVascular",0.1,0.9,1282.3179,876.7682
"44","Vacular",0.99,0.01,104.50781,881.83594
"45","Vacular",0.87,0.13,1755.6255,879.8488
"46","Vacular",0.89,0.11,4.720207,897.9171
"48","NonVascular",0.02,0.98,166.42006,947.47144
"49","NonVascular",0.07,0.93,295.77466,940.53156
"51","NonVascular",0.03,0.97,448.30423,950.63965
"54","Vacular",0.98,0.02,110.53807,996.60913
"55","NonVascular",0.16,0.84,719.33405,1002.03687
"57","NonVascular",0.19,0.81,585.44116,1056.1011
"59","NonVascular",0.16,0.84,504.0078,1053.0312
"60","NonVascular",0.19,0.81,383.1606,1072.9741
"61","Vacular",1,0,313.86282,1091.4978
"65","NonVascular",0.17,0.83,502.87286,1140.2426
"67","NonVascular",0.16,0.84,592.5147,1154.5706
"68","NonVascular",0.19,0.81,579.6727,1183.7772
"72","Vacular",0.83,0.17,240.2295,1201.5737
"73","Vacular",0.91,0.09,254.6096,1217.0105
"74","Vacular",0.86,0.14,176.25781,1232.9219
"78","Vacular",0.98,0.02,411.28534,1251.0667
"79","NonVascular",0.13,0.87,636.1759,1300.9808
"80","NonVascular",0.15,0.85,570.7349,1296.9354
"82","Vacular",1,0,448.32977,1298.9115
"83","Vacular",1,0,682.73346,1303.3303
"86","NonVascular",0.05,0.95,33.31686,1377.3832
"90","NonVascular",0.15,0.85,792.2051,1363.1771
"94","NonVascular",0.05,0.95,763.51434,1421.0077
"95","NonVascular",0.17,0.83,156.8852,1434.8242
"97","Vacular",0.92,0.08,398.77692,1426.627
"98","NonVascular",0.07,0.93,289.93533,1450.3308
"100","NonVascular",0.14,0.86,327.94153,1452.614
"101","Vacular",0.97,0.03,411.7017,1453.7186
