"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"5","Vacular",1,0,983.03784,51.913513
"6","Vacular",1,0,1383.5673,53.344086
"7","Vacular",0.81,0.19,1690.0682,102.05195
"8","NonVascular",0.01,0.99,57.551384,121.94269
"9","NonVascular",0.02,0.98,1125.61,150.3805
"10","Vacular",0.96,0.04,1081.5427,169.98128
"11","NonVascular",0.07,0.93,1927.0671,176.89688
"12","NonVascular",0.05,0.95,1079.4817,201.67432
"13","NonVascular",0.01,0.99,1682.4402,216.21599
"14","Vacular",1,0,1149.3245,210.28989
"15","Vacular",0.99,0.01,836.1412,217.17647
"17","Vacular",0.82,0.18,1518.5,232.89352
"18","Vacular",1,0,1074.8226,236.10797
"19","NonVascular",0,1,1217.0442,251.23305
"24","NonVascular",0.18,0.82,1107.2745,279.17496
"26","Vacular",0.93,0.07,1667.2034,275.1407
"27","Vacular",0.98,0.02,1363.3619,278.46637
"29","NonVascular",0.18,0.82,1634.6497,298.83438
"30","NonVascular",0.12,0.88,1580.2456,301.74854
"32","Vacular",0.81,0.19,444.65454,328.42728
"33","Vacular",0.91,0.09,1123.8405,340.11868
"34","Vacular",0.95,0.05,1138.9198,359.33588
"35","Vacular",0.87,0.13,1168.9958,373.43933
"36","Vacular",0.98,0.02,739.9918,385.981
"37","NonVascular",0.16,0.84,1555.1824,390.80472
"38","Vacular",0.91,0.09,827,395.5026
"39","NonVascular",0.1,0.9,1502.0726,396.69086
"41","NonVascular",0.19,0.81,1109.9248,417.70145
"42","NonVascular",0.15,0.85,1931.447,414.7294
"43","NonVascular",0.02,0.98,1065.0054,420.5664
"46","Vacular",0.88,0.12,1035.9675,462.2188
"47","Vacular",0.95,0.05,1171.3406,460.0312
"49","Vacular",0.98,0.02,884.67114,474.6123
"50","Vacular",0.99,0.01,1236.4243,487.16873
"51","Vacular",1,0,1697.036,483.5928
"52","NonVascular",0,1,1514.1245,496.86597
"54","Vacular",0.95,0.05,970.0804,495.79688
"55","NonVascular",0.18,0.82,1512.3846,521.4846
