"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.09,0.91,516.95074,7.270769
"6","NonVascular",0.08,0.92,851.88605,18.32067
"7","NonVascular",0.04,0.96,898.2349,20.392931
"8","NonVascular",0.02,0.98,980.7723,15.363636
"9","NonVascular",0,1,1044.7114,17.33098
"10","Vacular",0.82,0.18,1107.877,4.5128207
"11","NonVascular",0.07,0.93,1161.7971,5.212264
"16","NonVascular",0.02,0.98,1157.7562,36.02778
"17","Vacular",0.99,0.01,1089.3123,48.187748
"18","NonVascular",0.15,0.85,965.1725,64.772484
"19","NonVascular",0.02,0.98,1181.7949,65.16366
"20","NonVascular",0.02,0.98,1043.8611,60.986206
"21","NonVascular",0.17,0.83,334.26797,58.91503
"23","Vacular",0.82,0.18,343.66995,76.118225
"24","NonVascular",0,1,901.0396,99.194244
"26","Vacular",0.94,0.06,434.87906,83.18289
"27","NonVascular",0.05,0.95,1094.5012,149.93486
"28","Vacular",0.98,0.02,743.7816,91.5
"29","NonVascular",0.02,0.98,473.4808,96.329575
"30","NonVascular",0.06,0.94,595.071,93.39053
"31","Vacular",0.94,0.06,1004.3539,96.36461
"32","NonVascular",0.18,0.82,773.8158,100.61579
"33","NonVascular",0.08,0.92,1068.2941,106.67128
"35","NonVascular",0,1,1198.8068,140.2473
"36","Vacular",1,0,556.72345,124.790504
"37","Vacular",0.87,0.13,845.24054,130.36183
"38","NonVascular",0.02,0.98,986.8417,134.81429
"39","Vacular",0.99,0.01,800.5263,129.6579
"40","NonVascular",0.08,0.92,1397.1438,128.125
"41","NonVascular",0.01,0.99,187.31056,169.14061
"43","NonVascular",0.01,0.99,329.95938,170.81895
"44","NonVascular",0.18,0.82,933.8741,168.80998
"46","NonVascular",0,1,1294.1051,178.2561
"47","Vacular",0.91,0.09,996.5227,180.2095
"48","Vacular",1,0,504.98343,183.04697
"49","NonVascular",0.01,0.99,759.7774,198.32585
"50","NonVascular",0.05,0.95,646.1455,195.04399
"51","Vacular",0.95,0.05,566.66815,185.51328
"52","NonVascular",0.16,0.84,1180.0345,191.64151
"53","Vacular",0.94,0.06,1229.1145,198.9771
"55","NonVascular",0.02,0.98,965.6068,205.3515
"56","NonVascular",0.06,0.94,1049.8351,203.55914
"57","NonVascular",0.05,0.95,690.2163,200.7373
"58","NonVascular",0.02,0.98,222.434,256.9281
"59","Vacular",0.87,0.13,371.5327,219.3271
"60","NonVascular",0.17,0.83,287.07196,228.067
"61","NonVascular",0.02,0.98,454.89,239.02469
"63","NonVascular",0.19,0.81,1277.1482,231.18518
"66","NonVascular",0.17,0.83,703.07715,245.57979
