"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.01,0.99,133.35796,16.980228
"2","NonVascular",0.05,0.95,179.48907,10.333333
"3","NonVascular",0.1,0.9,279.85904,16.848751
"4","Vacular",0.92,0.08,343.94058,4.8712873
"5","NonVascular",0.19,0.81,382.8863,17.71028
"6","NonVascular",0.04,0.96,447.66473,21.282988
"7","NonVascular",0.02,0.98,533.17053,127.54462
"8","NonVascular",0.02,0.98,580.93207,33.300644
"9","NonVascular",0.18,0.82,769.3553,69.589935
"10","NonVascular",0,1,913.31934,23.716301
"11","NonVascular",0,1,975.9586,87.63947
"13","Vacular",0.87,0.13,1164.2706,19.858177
"14","NonVascular",0.01,0.99,1762.8828,46.627316
"16","NonVascular",0.01,0.99,648.04224,36.504692
"17","NonVascular",0.12,0.88,1099.0505,31.303572
"18","NonVascular",0.02,0.98,1222.298,69.37345
"19","NonVascular",0.19,0.81,843.65625,26.515625
"21","NonVascular",0,1,356.7676,46.448044
"26","NonVascular",0.08,0.92,1556.2269,71.63846
"27","NonVascular",0.15,0.85,1097.1335,75.8323
"28","NonVascular",0,1,903.3568,84.8037
"29","Vacular",0.98,0.02,1065.0074,78.71375
"30","NonVascular",0,1,1129.4583,91.478516
"31","NonVascular",0,1,861.75476,108.65111
"32","NonVascular",0.07,0.93,1433.0176,92.41105
"34","NonVascular",0.01,0.99,1662.851,96.725784
"36","NonVascular",0.18,0.82,1841.626,101.02439
"37","NonVascular",0.02,0.98,1397.921,125.47772
"38","NonVascular",0.08,0.92,1873.6033,117.79337
"39","NonVascular",0,1,817.08685,124.51059
"40","NonVascular",0.17,0.83,71.84746,112.86441
"41","NonVascular",0.16,0.84,204.55556,119.67778
"44","NonVascular",0.16,0.84,1661.52,124.36
"46","NonVascular",0.08,0.92,1215.7275,136.43309
"47","NonVascular",0.07,0.93,1451.4684,149.99474
"48","Vacular",0.94,0.06,1649.6351,140.56982
"50","NonVascular",0.08,0.92,1274.3887,187.4586
"51","NonVascular",0.03,0.97,194.58943,156.63399
"52","NonVascular",0.01,0.99,1730.7711,167.09074
"53","NonVascular",0.05,0.95,1128.5876,145.44846
"54","NonVascular",0.17,0.83,1317.5724,148.96552
"56","NonVascular",0.05,0.95,67.58935,168.01657
"57","NonVascular",0.17,0.83,1898.7948,164.62029
"58","NonVascular",0.05,0.95,381.22214,173.11565
"59","Vacular",0.81,0.19,34.27619,170.11905
"62","NonVascular",0.02,0.98,483.09622,186.30952
"63","NonVascular",0.17,0.83,1037.4755,181.74359
"64","NonVascular",0.19,0.81,1200.122,173.7317
"66","Vacular",0.96,0.04,674.03357,185.34108
"68","NonVascular",0.11,0.89,893.7086,453.7136
"69","NonVascular",0.01,0.99,100.87234,250.80223
"70","NonVascular",0.18,0.82,375.8734,211.65823
"72","NonVascular",0.01,0.99,988.04395,246.29492
"73","NonVascular",0.1,0.9,1308.7913,227.59909
"75","NonVascular",0.06,0.94,664.8684,219.99123
"76","NonVascular",0.08,0.92,462.23676,252.5571
"77","NonVascular",0.19,0.81,1103.5172,224.4023
"78","NonVascular",0.02,0.98,805.4941,247.52312
"80","NonVascular",0.03,0.97,1576.8628,241.81076
"81","NonVascular",0.02,0.98,697.7446,250.61208
"82","NonVascular",0.05,0.95,22.333334,248.3091
"83","NonVascular",0.19,0.81,352.94168,250.51666
"84","Vacular",1,0,153.7772,248.89378
"85","NonVascular",0,1,1231.9867,295.4208
"87","NonVascular",0.05,0.95,169.03436,303.6235
"89","NonVascular",0.03,0.97,930.6297,287.65585
"90","NonVascular",0.03,0.97,1105.462,324.29855
"91","NonVascular",0.12,0.88,1389.2719,278.0097
"93","NonVascular",0.1,0.9,7.113821,300.0447
"94","NonVascular",0.02,0.98,368.61838,308.7243
"96","NonVascular",0.18,0.82,699.2165,308.83856
"97","NonVascular",0.03,0.97,1404.6105,347.23532
"98","Vacular",0.88,0.12,2.2876713,328.24658
"99","Vacular",1,0,97.41096,334.4055
"100","NonVascular",0.11,0.89,518.215,331.8172
"101","NonVascular",0.07,0.93,595.8188,340.88254
"103","NonVascular",0.18,0.82,466.408,364.11682
"104","NonVascular",0.01,0.99,956.7369,351.76547
"105","NonVascular",0.09,0.91,1234.4418,367.51773
"106","NonVascular",0.13,0.87,1018.1902,403.0264
"107","Vacular",0.97,0.03,13.788274,350.2834
"109","NonVascular",0.16,0.84,1487.1699,353.84467
"110","NonVascular",0,1,1186.8446,373.98596
"111","NonVascular",0.19,0.81,1932.6417,358.53333
"112","Vacular",0.98,0.02,40.971832,359.23944
"114","NonVascular",0.01,0.99,1592.1578,382.06277
"117","NonVascular",0,1,773.16724,400.18564
"119","Vacular",0.92,0.08,3.5733333,382.00665
"120","Vacular",0.95,0.05,128.96863,384.61176
"121","NonVascular",0.11,0.89,1327.3212,386.80606
"123","NonVascular",0.18,0.82,1929.044,385.73627
"125","NonVascular",0.02,0.98,342.7828,401.47513
"126","NonVascular",0.09,0.91,1410.8325,410.37958
"127","NonVascular",0,1,282.0702,428.8376
"128","NonVascular",0,1,1287.6227,441.72424
"129","NonVascular",0.06,0.94,1839.519,438.4846
"131","NonVascular",0.03,0.97,8.49789,437.59283
"132","NonVascular",0.05,0.95,1569.4686,422.6348
"133","Vacular",0.93,0.07,138.07002,417.2241
"134","NonVascular",0.19,0.81,367.1887,417.83963
"135","NonVascular",0,1,1335.3116,429.51468
"136","NonVascular",0.15,0.85,506.7737,424.66425
"137","Vacular",0.91,0.09,548.82135,427.86456
"138","NonVascular",0.14,0.86,1063.6156,439.1886
"140","NonVascular",0,1,1623.6841,435.69693
"141","Vacular",0.92,0.08,731.3899,432.65317
"142","NonVascular",0.03,0.97,1465.3658,446.57846
"144","NonVascular",0,1,378.75488,445.489
"145","NonVascular",0.17,0.83,1154.2354,435.64706
"146","NonVascular",0,1,1530.0708,451.3219
"148","Vacular",0.97,0.03,1129.8894,452.29797
"149","Vacular",0.9,0.1,533.3202,446.7734
"150","Vacular",0.81,0.19,82.21875,456.8964
"151","NonVascular",0.1,0.9,1693.3757,457.55353
"152","NonVascular",0.18,0.82,702.91534,464.31216
"153","NonVascular",0.1,0.9,168.72519,464.92368
"155","NonVascular",0.01,0.99,735.78656,523.53406
"156","NonVascular",0.03,0.97,1146.3442,466.69672
"157","Vacular",0.99,0.01,1258.842,475.45886
"158","NonVascular",0.11,0.89,507.98505,485.1678
"159","NonVascular",0.08,0.92,247.62347,538.581
"162","NonVascular",0.02,0.98,1121.719,485.48355
"163","NonVascular",0.02,0.98,17.060656,486.64755
"164","NonVascular",0.06,0.94,361.47272,486.4935
"165","NonVascular",0.18,0.82,1593.4341,493.3295
