"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.01,0.99,58.898388,31.088709
"6","NonVascular",0.07,0.93,1360.5142,52.485874
"7","Vacular",1,0,1667.6074,59.795757
"8","Vacular",0.98,0.02,1470.0077,59.62725
"10","NonVascular",0.02,0.98,17.658476,95.710075
"11","NonVascular",0.07,0.93,770.66125,107.35963
"12","NonVascular",0.1,0.9,1385.7438,129.00377
"15","Vacular",0.85,0.15,386.7466,174.28055
"16","Vacular",0.96,0.04,693.4205,184
"17","Vacular",0.97,0.03,145.89835,190.55809
"20","NonVascular",0.11,0.89,1415.1792,225.693
"22","NonVascular",0.07,0.93,175.69249,223.918
"23","Vacular",1,0,700.6069,213.59656
"24","NonVascular",0.17,0.83,480.9681,228.04927
"25","Vacular",0.94,0.06,709.9642,237.94627
"26","Vacular",0.91,0.09,932.32086,244.29144
"28","NonVascular",0.19,0.81,190.07143,247.10715
"29","Vacular",0.85,0.15,635.5132,273.3167
"30","NonVascular",0.13,0.87,591.35345,289.39725
"32","NonVascular",0.06,0.94,243.60606,353.9212
"33","NonVascular",0.03,0.97,35.1452,379.43793
"34","NonVascular",0.05,0.95,459.12473,388.12918
"40","Vacular",0.97,0.03,219.05898,426.0737
"43","Vacular",0.98,0.02,1381.0135,467.9946
"45","Vacular",0.98,0.02,131.1895,487.85846
"46","Vacular",0.91,0.09,1845.9183,494.6159
"49","Vacular",0.9,0.1,827.54114,514.3718
"50","Vacular",0.9,0.1,803.2946,503.3973
"51","NonVascular",0.15,0.85,164.31944,521.381
"52","NonVascular",0.08,0.92,931.2274,529.5576
"53","NonVascular",0.05,0.95,1309.312,529.91455
"54","Vacular",0.97,0.03,1577.2758,543.2193
"56","NonVascular",0.17,0.83,947.11743,564.79004
"57","NonVascular",0.15,0.85,837.6389,584.83746
"59","Vacular",1,0,601.09753,581.60315
"66","Vacular",0.84,0.16,1144.0646,644.0323
"67","Vacular",0.9,0.1,1439.0414,657.3333
"68","NonVascular",0.18,0.82,618.62665,658.94666
"69","Vacular",0.92,0.08,1150.2612,674.4339
"70","NonVascular",0.06,0.94,930.22375,667.14154
"71","Vacular",0.98,0.02,468.26202,674.15063
"72","NonVascular",0.07,0.93,5.045181,692.0151
"73","Vacular",0.98,0.02,1365.3708,694.4643
"76","Vacular",0.83,0.17,1686.7041,696.2959
"77","Vacular",0.94,0.06,1396.877,713.9769
"78","Vacular",0.89,0.11,978.6298,717.86743
"80","Vacular",1,0,566.8221,734.68195
"81","Vacular",0.89,0.11,1172.2032,748.87317
"82","NonVascular",0.13,0.87,664.80554,741.2407
"83","Vacular",1,0,341.7007,745.7696
"84","Vacular",0.99,0.01,1411.9369,749.75226
"86","Vacular",0.9,0.1,1209.682,766.08044
"87","NonVascular",0.15,0.85,256.85507,761.56036
"88","NonVascular",0.17,0.83,562.1949,762.3432
"90","NonVascular",0,1,633.2821,793.7444
"91","Vacular",0.92,0.08,1327.0632,790.0345
"94","NonVascular",0.06,0.94,16.354252,819.1822
"95","NonVascular",0.17,0.83,316.21014,837.9768
"96","Vacular",1,0,1181.1508,828.04926
"97","Vacular",0.92,0.08,1705.1636,827.82074
"98","NonVascular",0.19,0.81,361.02094,838.3071
"99","NonVascular",0.04,0.96,849.7719,839.7298
"101","NonVascular",0.19,0.81,28.33213,844.8953
"102","Vacular",0.9,0.1,1844.8418,843.9192
"104","Vacular",0.92,0.08,263.31168,855.23114
"105","Vacular",0.94,0.06,1617.7574,862.58875
"106","Vacular",0.89,0.11,375.22818,872.30426
"108","NonVascular",0.15,0.85,347.7997,916.59705
"109","NonVascular",0.03,0.97,244.8828,887.10974
"110","Vacular",0.97,0.03,688.28107,892.43787
"113","Vacular",0.99,0.01,1181.1383,918.87787
"114","Vacular",1,0,643.91864,931.2966
"118","Vacular",0.9,0.1,149.97025,948.5417
"119","Vacular",0.99,0.01,1145.4835,954.27747
"123","Vacular",1,0,760.7,1007.307
"124","Vacular",0.9,0.1,805.4121,1024.1008
"125","NonVascular",0.03,0.97,1490.7296,1027.159
"127","Vacular",0.85,0.15,1041.2463,1057.5408
"128","Vacular",0.98,0.02,1501.0665,1073.2234
"130","NonVascular",0.11,0.89,1673.9395,1110.2667
"131","NonVascular",0.06,0.94,1383.8369,1109.6793
"136","NonVascular",0.17,0.83,99.52597,1155.2402
"137","NonVascular",0.08,0.92,432.27164,1184.6548
"139","Vacular",0.97,0.03,1216.4454,1197.9061
"140","NonVascular",0.03,0.97,915.6607,1208.5193
"141","Vacular",0.89,0.11,615.72064,1206.2412
"142","NonVascular",0.05,0.95,511.5103,1218.202
"143","Vacular",0.99,0.01,1084.2822,1224.9076
"145","NonVascular",0.09,0.91,840.43335,1232.9238
"148","Vacular",1,0,947.4091,1240.1742
"149","NonVascular",0.11,0.89,120.96104,1240.7273
"150","Vacular",0.95,0.05,663.2588,1251.118
"152","Vacular",0.99,0.01,1087.8746,1265.3956
"158","Vacular",0.99,0.01,882.304,1326.108
"159","Vacular",0.96,0.04,500.4868,1340.8439
"161","Vacular",0.99,0.01,755.66504,1354.0825
"162","Vacular",0.98,0.02,1722.4651,1384.5968
"163","Vacular",0.81,0.19,1853.9219,1385.9662
"164","Vacular",1,0,1328.6257,1393.3907
"165","NonVascular",0.08,0.92,1723.2678,1436.9005
"166","Vacular",0.97,0.03,228.80405,1443.2117
