"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"5","NonVascular",0.18,0.82,1349.0266,4.0133333
"7","NonVascular",0.09,0.91,892.2449,27.5
"8","NonVascular",0.08,0.92,1547.9634,37.101627
"10","NonVascular",0,1,563.6841,78.986946
"11","NonVascular",0.06,0.94,614.66766,64.86944
"14","NonVascular",0.16,0.84,1538.3903,70.48781
"16","NonVascular",0.07,0.93,606.22253,99.141365
"18","NonVascular",0.11,0.89,1148.8778,114.75306
"19","NonVascular",0.03,0.97,1012.1326,112.833336
"25","NonVascular",0.02,0.98,1100.2664,149.87708
"26","Vacular",0.9,0.1,999.2802,162.29048
"28","NonVascular",0.01,0.99,460.37646,187.17116
"31","Vacular",0.98,0.02,1627.6078,178.46686
"33","NonVascular",0.06,0.94,1086.782,191.75087
"35","NonVascular",0,1,587.8712,207.67622
"37","Vacular",0.94,0.06,1752.5295,207.05608
"38","Vacular",0.81,0.19,1307.6261,210.77286
"39","Vacular",0.92,0.08,882.9947,212.688
"44","Vacular",0.92,0.08,1262.3601,231.59358
"45","NonVascular",0.05,0.95,639.80566,312.55292
"46","NonVascular",0.06,0.94,1550.8802,258.35544
"48","Vacular",0.82,0.18,1165.5416,275.58334
"51","Vacular",0.88,0.12,1538.0625,278.94644
"54","NonVascular",0.16,0.84,1276.9575,300.51462
"55","Vacular",0.85,0.15,1511.6482,289.12964
"56","Vacular",0.91,0.09,1524.9323,298.9375
"57","Vacular",0.88,0.12,1486.9075,312.32028
"66","NonVascular",0.13,0.87,1629.114,346.17975
"73","NonVascular",0.03,0.97,655.27246,372.29565
"78","Vacular",0.88,0.12,1558.9917,411.4435
"79","NonVascular",0.07,0.93,546.2731,450.75388
"80","Vacular",0.89,0.11,1609.9215,443.4093
"83","NonVascular",0.04,0.96,1292.4976,480.91824
"85","NonVascular",0.19,0.81,1850.1974,466.73026
"87","Vacular",0.89,0.11,1813.6235,482.2709
"89","NonVascular",0.09,0.91,1350.2439,493.97562
"91","NonVascular",0.02,0.98,1853.4087,511.93622
"92","NonVascular",0.01,0.99,620.11536,547.04614
"94","NonVascular",0.07,0.93,1287.3306,552.87244
"96","NonVascular",0.02,0.98,1245.863,601.08844
"97","NonVascular",0.17,0.83,548.087,592.11957
"99","NonVascular",0.19,0.81,568.98737,598.5316
"101","Vacular",0.96,0.04,904.1008,606.9509
"102","NonVascular",0.18,0.82,1553.3846,605.50964
"106","NonVascular",0.06,0.94,556.45807,638.8258
"107","NonVascular",0.19,0.81,583.71875,637.59375
"109","NonVascular",0.01,0.99,1138.3615,661.3407
"112","NonVascular",0.19,0.81,1555.1278,689.0725
"113","NonVascular",0.13,0.87,1105.862,683.2414
"114","NonVascular",0.01,0.99,1150.7319,707.5
"116","Vacular",0.96,0.04,673.5662,704.76886
"117","NonVascular",0,1,1078.1348,728.2292
"120","Vacular",0.96,0.04,1122.0221,717.8309
"123","NonVascular",0.15,0.85,1551.697,721.5455
"125","NonVascular",0.19,0.81,632.5472,731.81134
"127","NonVascular",0,1,1200.6812,751.31104
"129","NonVascular",0.18,0.82,1549.9796,755.1951
"131","NonVascular",0.07,0.93,1062.1986,798.2589
"132","NonVascular",0.03,0.97,1140.4413,762.99835
"133","NonVascular",0.02,0.98,533.1294,773.72675
"134","NonVascular",0.13,0.87,605.2355,776.48883
"138","NonVascular",0.16,0.84,1108.1582,797.411
