"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.92,0.08,93.2161,4.5508475
"6","NonVascular",0.09,0.91,1897.8275,32.346333
"7","Vacular",0.87,0.13,1693.1685,24.624561
"8","Vacular",0.99,0.01,1021.0025,35.944443
"9","Vacular",0.86,0.14,1851.0072,39.77751
"10","Vacular",1,0,385.42163,45.037838
"11","NonVascular",0.18,0.82,1818.3729,50.627117
"13","Vacular",0.86,0.14,1394.8179,65.75258
"14","Vacular",0.99,0.01,825.2964,69.603096
"15","Vacular",1,0,105.571075,73.14713
"17","Vacular",0.96,0.04,1474.0148,88.93491
"19","Vacular",0.96,0.04,1249.77,109.83204
"20","Vacular",0.97,0.03,221.16571,125.25143
"22","NonVascular",0.12,0.88,1929.7106,133.58772
"23","Vacular",0.98,0.02,915.56744,145.70506
"24","Vacular",0.93,0.07,1621.4421,144.948
"25","NonVascular",0.03,0.97,1810.0864,163.44876
"26","Vacular",0.91,0.09,1277.5469,160.27812
"27","NonVascular",0,1,1331.8018,210.52386
"28","Vacular",0.93,0.07,1212.9685,209.35535
"30","Vacular",0.97,0.03,507.77167,230.35957
"31","Vacular",0.97,0.03,103.50513,243.18205
"32","NonVascular",0.1,0.9,723.14014,246.02548
"33","NonVascular",0.01,0.99,333.8322,300.4183
"36","Vacular",0.94,0.06,673.70465,303.1995
"37","NonVascular",0.01,0.99,1752.5394,353.58267
"39","Vacular",0.99,0.01,47.059574,343.57022
"43","Vacular",0.99,0.01,1684.6558,384.6011
"44","Vacular",0.99,0.01,186.4475,395.64383
"46","Vacular",0.97,0.03,1710.256,400.74164
"47","Vacular",1,0,1119.1573,409.67465
"48","Vacular",0.88,0.12,1271.3586,414.90488
"49","Vacular",0.99,0.01,574.811,460.9634
"50","NonVascular",0,1,1365.9427,500.4094
"54","Vacular",1,0,1395.6349,528.0714
"55","Vacular",0.95,0.05,1644.8973,529.9795
"56","Vacular",1,0,1032.0099,541.15515
"57","Vacular",1,0,793.7131,560.1003
"60","Vacular",0.96,0.04,735.92236,589.1582
"61","Vacular",1,0,1336.0054,595.15674
"62","Vacular",1,0,1597.3488,595.2289
"64","NonVascular",0.01,0.99,1080.4672,649.6862
"65","NonVascular",0.02,0.98,1622.7239,651.12225
"66","Vacular",0.94,0.06,1145.1738,646.32886
"67","Vacular",0.9,0.1,1167.0325,642.85406
"68","NonVascular",0.14,0.86,487.01578,643.04736
"69","Vacular",0.87,0.13,237.67146,674.6398
"70","Vacular",0.99,0.01,996.86774,680.0503
"71","Vacular",0.99,0.01,559.57495,681.8229
"72","Vacular",0.89,0.11,1166.2258,686.8994
"74","NonVascular",0.17,0.83,432.69305,733.74255
"75","NonVascular",0.01,0.99,982.96356,759.7049
"78","Vacular",0.94,0.06,474.6224,794.4661
"79","Vacular",1,0,1065.8235,812.93823
"81","Vacular",0.98,0.02,628.1495,816.93475
"82","Vacular",0.91,0.09,767.2679,818.3271
"83","Vacular",0.96,0.04,331.84335,831.57965
"86","Vacular",0.99,0.01,175.22507,845.5926
"87","Vacular",0.99,0.01,1520.6649,870.2359
"88","Vacular",0.96,0.04,1660.7946,884.4629
"89","Vacular",0.97,0.03,1803.38,905.2
"90","Vacular",0.93,0.07,669.1842,910.76025
"91","Vacular",1,0,528.5027,916.3075
"92","Vacular",0.99,0.01,988.3644,936.61096
"94","Vacular",0.88,0.12,1101.9402,943.60956
"97","NonVascular",0.15,0.85,857.378,1029.4213
"98","Vacular",0.99,0.01,1537.5099,988.1813
"99","Vacular",0.98,0.02,693.50995,996.2735
"101","Vacular",0.86,0.14,56.5377,1059.1941
"103","Vacular",1,0,381.82968,1091.5824
"105","Vacular",0.96,0.04,879.4749,1112.469
"106","Vacular",0.99,0.01,1641.1954,1114.1077
"108","Vacular",0.99,0.01,1440.8528,1128.7919
"109","Vacular",1,0,71.060326,1136.5522
"110","Vacular",1,0,556.4492,1140.1693
"111","Vacular",0.98,0.02,1037.3594,1156.7299
"113","Vacular",1,0,262.90363,1252.8193
"114","NonVascular",0.1,0.9,809.1921,1261.6357
"115","Vacular",0.97,0.03,1436.2561,1268.2507
"117","Vacular",1,0,1062.2817,1297.6409
"118","Vacular",0.95,0.05,308.65567,1314.1941
"121","NonVascular",0.02,0.98,573.5122,1379.2991
"122","Vacular",0.97,0.03,722.264,1405.7766
"125","NonVascular",0,1,576.8539,1446.3998
"126","NonVascular",0.19,0.81,1302.302,1447.9332
"127","Vacular",0.99,0.01,63.80147,1451.0552
"128","NonVascular",0.14,0.86,1717.0647,1453.2089
"129","Vacular",0.96,0.04,501.32684,1454.4976
