"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.06,0.94,397.84628,15.185693
"5","NonVascular",0.17,0.83,1540.7333,1.9333333
"6","NonVascular",0.02,0.98,1709.6406,18.685524
"7","NonVascular",0.01,0.99,1848.8168,21.02174
"8","NonVascular",0.05,0.95,1612.1044,21.696478
"9","NonVascular",0.09,0.91,490.64062,31.321041
"10","NonVascular",0.08,0.92,1786.2764,38.365253
"13","NonVascular",0.09,0.91,25.1875,25.9
"14","NonVascular",0.02,0.98,998.1536,38.141056
"17","Vacular",0.98,0.02,1744.9296,44.422764
"18","NonVascular",0.12,0.88,708.5815,47.47037
"19","NonVascular",0.08,0.92,1414.3177,49.559895
"23","Vacular",0.99,0.01,818.27014,59.246754
"24","NonVascular",0.16,0.84,331.2,57.57647
"28","NonVascular",0.06,0.94,1829.4581,66.74525
"29","Vacular",0.87,0.13,96.65888,70.57477
"30","NonVascular",0.01,0.99,1272.0499,77.13858
"31","Vacular",0.93,0.07,1579.1349,75.51323
"32","NonVascular",0,1,1884.6328,103.50254
"33","NonVascular",0.01,0.99,1152.5067,84.12394
"34","NonVascular",0.03,0.97,1617.0883,83.20168
"35","Vacular",0.95,0.05,626.9874,82.54812
"36","NonVascular",0.01,0.99,905.60236,98.701096
"38","NonVascular",0.11,0.89,1491.5753,93.058075
"39","NonVascular",0.08,0.92,780.0933,83.933334
"40","NonVascular",0.02,0.98,837.1803,105.97491
"41","NonVascular",0.07,0.93,423.12015,100.75174
"45","NonVascular",0,1,1445.0272,117.45821
"46","NonVascular",0,1,990.79236,123.34823
"47","NonVascular",0.11,0.89,586.8244,106.221375
"48","NonVascular",0,1,366.17056,126.93374
"49","NonVascular",0.1,0.9,754.44696,125.96212
"50","NonVascular",0,1,1589.9927,170.4494
"51","NonVascular",0.08,0.92,1848.8878,122.95327
"52","NonVascular",0.04,0.96,108.43421,126.1579
"53","Vacular",0.81,0.19,470.28867,133.4566
"54","Vacular",0.95,0.05,679.1934,125.65694
"55","NonVascular",0.03,0.97,615.0697,131.0737
"60","NonVascular",0.02,0.98,489.23395,152.27065
"62","Vacular",0.96,0.04,698.6213,162.45505
"63","NonVascular",0.01,0.99,511.6297,172.52068
"64","NonVascular",0.06,0.94,30.875576,162.68202
"65","NonVascular",0.14,0.86,958.1818,169.09091
"66","Vacular",0.89,0.11,1492.9421,184.5627
"67","NonVascular",0.05,0.95,1668.019,182.48479
"68","Vacular",0.99,0.01,545.1321,183.78868
"69","NonVascular",0.01,0.99,429.86316,196.02281
"70","Vacular",0.94,0.06,1259.2407,195.65186
"71","NonVascular",0.02,0.98,762.86975,196.68372
"72","NonVascular",0.05,0.95,221.85715,202.36388
"73","NonVascular",0.11,0.89,660.21893,209.50105
"74","NonVascular",0.11,0.89,714.8427,209.45995
"75","Vacular",0.91,0.09,577.3107,204.37852
"76","NonVascular",0.02,0.98,913.9965,222.73703
"77","NonVascular",0.09,0.91,109.371796,212.3077
"78","NonVascular",0.09,0.91,1906.385,224.88698
"79","Vacular",1,0,1124.0657,219.63518
"81","Vacular",0.88,0.12,567.2593,216.32098
"82","Vacular",0.95,0.05,1269.7421,221.8116
"85","NonVascular",0.05,0.95,1149.5555,231.09259
"90","NonVascular",0.14,0.86,154.89175,251.42784
"93","NonVascular",0.02,0.98,1805.9796,268.91376
"94","NonVascular",0.14,0.86,1558.16,257.184
"95","NonVascular",0.01,0.99,259.38614,281.8407
"97","NonVascular",0,1,1758.6093,299.47287
"98","NonVascular",0.07,0.93,328.04633,276.5444
