"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",0.84,0.16,120.54262,6.5696464
"2","Vacular",0.86,0.14,296.47018,4.4437084
"4","Vacular",0.9,0.1,1659.6732,4.3762374
"5","Vacular",0.98,0.02,287.8328,20.167202
"6","Vacular",0.97,0.03,238.9783,42.197395
"7","Vacular",0.95,0.05,205.49823,48.44523
"8","Vacular",1,0,816.9101,57.02528
"9","Vacular",0.92,0.08,136.18378,67.74414
"10","Vacular",0.84,0.16,164.35294,60.215687
"13","NonVascular",0.1,0.9,241.11789,86.10976
"15","Vacular",0.94,0.06,896.1435,117.88838
"16","NonVascular",0.03,0.97,407.83224,127.632256
"22","Vacular",0.85,0.15,868.5943,164.23428
"23","Vacular",1,0,345.92383,168.53072
"25","Vacular",0.94,0.06,1207.5632,172.73418
"27","Vacular",0.89,0.11,1219.5951,197.12955
"33","NonVascular",0.15,0.85,526.65515,209.00493
"36","NonVascular",0.14,0.86,1552.3771,215.86885
"38","Vacular",0.85,0.15,1195.0984,228.53279
"40","Vacular",0.94,0.06,1454.6819,240.66591
"41","Vacular",0.98,0.02,116.87146,249.48366
"43","Vacular",0.93,0.07,1420.5728,255.5399
"47","NonVascular",0.12,0.88,792.17303,283.45456
"49","NonVascular",0.02,0.98,1616.1483,290.09833
"50","NonVascular",0.03,0.97,599.434,317.2701
"55","Vacular",0.96,0.04,520.6643,333.86246
"56","Vacular",1,0,1170.5687,344.83243
"58","NonVascular",0.02,0.98,653.3695,393.06006
"59","Vacular",0.93,0.07,475.261,394.34146
"60","Vacular",0.93,0.07,427.27405,397.1274
"62","Vacular",0.97,0.03,286.16763,417.24084
"63","Vacular",0.96,0.04,98.63377,424.07455
"65","NonVascular",0.17,0.83,1713.1603,423.73718
"67","Vacular",0.94,0.06,1768.8455,438.73596
"68","NonVascular",0,1,60.51931,482.25574
"69","NonVascular",0.15,0.85,136.53511,456.29056
"71","NonVascular",0.19,0.81,1359.017,511.38135
"72","NonVascular",0.03,0.97,1928.0385,508.03845
"73","Vacular",0.99,0.01,464.4765,514.9103
"76","Vacular",0.85,0.15,277.44446,534.3535
"77","Vacular",0.96,0.04,263.92926,547.44696
"80","Vacular",0.99,0.01,1712.4882,551.2887
"81","Vacular",0.87,0.13,248.39091,556.43634
"82","Vacular",0.92,0.08,693.9961,566.14844
"83","Vacular",0.99,0.01,22.474298,571.5654
"84","Vacular",0.94,0.06,461.04483,572.9372
"85","Vacular",0.92,0.08,671.9723,577.0249
"86","Vacular",0.88,0.12,714.0745,580.2857
"88","Vacular",0.93,0.07,605.57184,593.98895
"90","NonVascular",0.04,0.96,49.364964,605.1825
"92","NonVascular",0.17,0.83,141.43283,610.8806
"93","NonVascular",0.18,0.82,959.08105,619.58105
"94","Vacular",0.96,0.04,580.7931,634.1442
"96","Vacular",0.92,0.08,402.88412,645.94635
"97","NonVascular",0.17,0.83,176.07007,645.4713
"99","NonVascular",0.05,0.95,893.4691,653.9095
"100","NonVascular",0.01,0.99,1915.7197,700.7606
"101","Vacular",0.98,0.02,553.90216,666.9538
"103","Vacular",0.97,0.03,1691.9794,671.0584
"104","Vacular",0.85,0.15,65.86667,688.2762
"105","Vacular",0.84,0.16,1118.0729,685.69257
"106","Vacular",0.86,0.14,1248.8838,689.927
"109","NonVascular",0.03,0.97,529.0824,723.99634
"111","Vacular",0.83,0.17,904.88684,745.1871
"113","NonVascular",0,1,1797.4287,755.95374
"114","NonVascular",0.03,0.97,1853.3165,781.11206
"116","Vacular",0.89,0.11,22.741936,769.5806
"117","Vacular",0.99,0.01,1095.3765,774.765
"118","Vacular",0.99,0.01,32.354168,792.3588
"119","Vacular",0.95,0.05,1477.8164,792.32605
"120","NonVascular",0.12,0.88,779.80804,797.4011
"121","Vacular",0.85,0.15,1015.6667,802.2293
"123","NonVascular",0.03,0.97,940.5989,816.13007
"124","NonVascular",0.17,0.83,405.37036,816.0247
"125","NonVascular",0.02,0.98,1406.127,826.01013
"126","Vacular",0.81,0.19,393.14,839.62
"128","NonVascular",0.17,0.83,523.7642,870.1667
"129","NonVascular",0.17,0.83,686.02313,881.7063
"130","Vacular",0.97,0.03,1252.5721,885.3924
"132","NonVascular",0.12,0.88,1054.2919,930.3559
"133","Vacular",0.82,0.18,132.53055,929.53406
"134","Vacular",0.83,0.17,1840.6715,929.532
"135","Vacular",0.94,0.06,582.7284,937.4926
"136","Vacular",0.99,0.01,418.6141,941.0894
"137","Vacular",0.99,0.01,785.3994,937.9693
"138","NonVascular",0.04,0.96,1558.3202,952.7063
"140","NonVascular",0,1,219.71547,964.83527
"141","NonVascular",0.03,0.97,133.35768,972.6499
"144","Vacular",0.85,0.15,482.37347,976.8571
"147","NonVascular",0.02,0.98,1878.3458,993.609
"148","NonVascular",0.03,0.97,260.82425,997.0182
"149","Vacular",0.93,0.07,1384.1844,1003.44684
"152","NonVascular",0.19,0.81,625.02313,1021.39844
"153","NonVascular",0.01,0.99,276.1885,1029.6621
"154","Vacular",0.9,0.1,243.00438,1029.8508
"155","Vacular",1,0,982.73816,1032.0903
