"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"3","NonVascular",0.01,0.99,352.42947,13.238589
"4","NonVascular",0.12,0.88,400.33124,10.328075
"5","NonVascular",0.01,0.99,458.47858,21.139982
"6","NonVascular",0,1,585.2331,22.89976
"7","NonVascular",0.14,0.86,855.46173,9.257541
"8","Vacular",0.97,0.03,896.9382,3.927835
"9","Vacular",0.99,0.01,1048.6383,15.06682
"10","NonVascular",0.03,0.97,1244.1323,9.88391
"11","NonVascular",0.04,0.96,1679.6704,4.2056336
"12","NonVascular",0.08,0.92,1728.4655,20.576923
"13","NonVascular",0.08,0.92,42.97322,51.46163
"14","NonVascular",0.01,0.99,302.54337,36.612633
"16","NonVascular",0.02,0.98,1589.861,43.68945
"17","NonVascular",0.16,0.84,1143.1735,30.077625
"18","NonVascular",0.14,0.86,1769.4017,41.034557
"21","NonVascular",0.13,0.87,220.97963,115.6833
"22","Vacular",1,0,768.3147,63.19797
"24","NonVascular",0,1,374.6617,88.21083
"25","NonVascular",0.11,0.89,395.16022,65.121544
"27","Vacular",0.82,0.18,1146.3085,72.17995
"28","Vacular",0.98,0.02,270.91266,79.62529
"29","Vacular",1,0,615.90216,86.559784
"30","NonVascular",0.06,0.94,315.55023,128.39827
"31","Vacular",0.89,0.11,440.48584,96.10142
"33","Vacular",0.98,0.02,103.83784,128.42506
"34","Vacular",0.87,0.13,1697.1749,130.55133
"36","NonVascular",0.01,0.99,57.938644,162.62764
"37","NonVascular",0.03,0.97,1090.83,160.04468
"39","Vacular",0.99,0.01,564.9718,158.86479
"40","NonVascular",0.02,0.98,1334.0553,199.89688
"42","NonVascular",0.01,0.99,1796.4393,187.71262
"44","Vacular",0.95,0.05,1201.4233,177.19325
"46","NonVascular",0,1,119.66569,260.55484
"48","Vacular",0.97,0.03,1112.1133,189.30939
"49","Vacular",0.91,0.09,407.90985,191.63934
"50","NonVascular",0.04,0.96,375.13028,196.63602
"51","Vacular",0.92,0.08,665.18445,202.59077
"52","Vacular",0.83,0.17,260.56668,201.3
"53","Vacular",0.98,0.02,514.8179,212.60715
"54","NonVascular",0,1,1125.0891,220.4307
"56","NonVascular",0.03,0.97,1079.6295,227.51364
"58","NonVascular",0.05,0.95,1719.8729,240.08362
"59","NonVascular",0.1,0.9,391.9623,259.44305
"62","Vacular",0.95,0.05,1469.4548,277.8215
"64","NonVascular",0.03,0.97,255.83005,393.48785
"65","Vacular",0.93,0.07,546.04333,294.95667
"67","NonVascular",0.05,0.95,860.3878,342.81287
"69","NonVascular",0.19,0.81,1815.963,298.46295
"71","Vacular",0.94,0.06,1091.731,317.5234
"72","Vacular",0.89,0.11,386.59387,324.63794
"74","NonVascular",0.15,0.85,1376.841,358.20456
"75","Vacular",0.97,0.03,139.14546,360.72726
"78","NonVascular",0.15,0.85,43.51434,379.7457
"80","NonVascular",0.06,0.94,1240.615,392.02875
"81","NonVascular",0.1,0.9,1239.607,436.98413
"82","Vacular",0.93,0.07,384.712,419.97333
"83","NonVascular",0.02,0.98,1770.9513,434.76175
"84","Vacular",0.84,0.16,1652.1375,433.09277
"85","Vacular",0.83,0.17,447.77432,438.7301
"86","Vacular",0.95,0.05,394.30035,445.88693
"87","NonVascular",0.13,0.87,143.2282,444.7114
"88","NonVascular",0.15,0.85,1717.6917,442.225
"89","NonVascular",0.02,0.98,158.06226,534.36945
"90","NonVascular",0.17,0.83,289.67938,472.78372
"91","Vacular",0.85,0.15,437.38394,463.83035
"92","NonVascular",0.03,0.97,1299.8221,464.81732
"93","NonVascular",0.04,0.96,56.013996,498.1428
"94","NonVascular",0.08,0.92,243.56264,489.29385
"97","NonVascular",0.19,0.81,639.4074,513.2407
"98","Vacular",0.95,0.05,262.54062,523.43146
"99","Vacular",0.99,0.01,665.0845,520.92096
"100","Vacular",0.96,0.04,375.3152,532.48425
"101","NonVascular",0.12,0.88,240.74026,548.52466
"102","NonVascular",0.17,0.83,53.116184,546.10376
"107","Vacular",0.98,0.02,862.03107,563.4534
"108","Vacular",1,0,588.8532,565.9723
"111","NonVascular",0,1,32.649155,654.09924
"112","NonVascular",0,1,1872.3931,607.2029
"114","NonVascular",0.01,0.99,292.89648,605.7576
"115","Vacular",0.94,0.06,177.74562,612.80115
"116","NonVascular",0.03,0.97,243.94905,613.52545
"117","NonVascular",0.16,0.84,1503.754,609.8571
"121","Vacular",0.93,0.07,326.38757,649.6651
"122","NonVascular",0.18,0.82,465.11484,696.53796
"123","NonVascular",0.02,0.98,877.79047,651.43884
"124","Vacular",0.98,0.02,137.79892,653.7799
"125","NonVascular",0.06,0.94,139.13904,723.42645
"126","NonVascular",0.13,0.87,300.61478,688.2538
"127","NonVascular",0.05,0.95,680.2642,673.83826
"128","Vacular",0.9,0.1,800.1993,686.5775
"129","NonVascular",0,1,979.3536,705.079
"131","NonVascular",0.16,0.84,129.71979,708.3132
"132","NonVascular",0.02,0.98,1784.3232,720.897
"134","NonVascular",0.07,0.93,717.28796,720.43774
"138","Vacular",0.81,0.19,1867.9082,762.4324
"140","NonVascular",0.01,0.99,188.568,778.26044
"142","NonVascular",0.07,0.93,1924.7587,814.3123
"144","Vacular",0.99,0.01,1142.2465,776.014
"147","NonVascular",0.05,0.95,135.88081,850.90063
"148","NonVascular",0.17,0.83,43.813313,795.5357
"149","NonVascular",0.01,0.99,1376.2198,835.13824
"150","NonVascular",0.03,0.97,1782.3412,801.74115
"152","NonVascular",0.09,0.91,963.62573,819.0014
"154","NonVascular",0.01,0.99,909.57275,875.52234
"155","Vacular",0.99,0.01,947.89417,842.08636
"156","NonVascular",0.15,0.85,837.0128,865.02936
"158","Vacular",0.97,0.03,35.184467,874.95795
"159","NonVascular",0.08,0.92,699.9791,883.5788
"160","Vacular",0.93,0.07,803.44165,880.97943
"161","Vacular",0.99,0.01,1088.7313,881.8803
"164","Vacular",0.95,0.05,1633.8739,903.3183
"165","NonVascular",0.03,0.97,1093.6771,906.1406
"167","Vacular",0.95,0.05,441.71158,915.8221
"168","Vacular",0.99,0.01,693.92487,918.70233
"169","Vacular",0.98,0.02,569.7769,922.0615
"170","NonVascular",0.04,0.96,132.5168,1005.27814
"174","Vacular",0.96,0.04,1108.4286,953.9259
"176","NonVascular",0.02,0.98,180.13992,975.10425
"177","NonVascular",0.02,0.98,1078.3743,981.90643
"178","NonVascular",0,1,1455.6191,989.2813
"179","NonVascular",0,1,1916.6051,1053.5034
"181","Vacular",0.96,0.04,261.69257,1007.5534
"183","NonVascular",0.01,0.99,1483.6636,1071.5377
"185","NonVascular",0.13,0.87,1017.37695,1014.6073
"186","NonVascular",0.01,0.99,1637.4412,1060.5548
"187","NonVascular",0.04,0.96,934.1136,1052.4208
"189","NonVascular",0.06,0.94,369.62463,1069.4445
"190","Vacular",1,0,879.5642,1065.8287
"191","Vacular",1,0,685.9622,1075.4489
"194","Vacular",0.99,0.01,363.915,1097.5609
"195","NonVascular",0.01,0.99,1912.5011,1140.9261
"197","NonVascular",0,1,105.27615,1159.3672
"199","NonVascular",0.13,0.87,226.40881,1215.9841
"200","Vacular",0.96,0.04,1045.9684,1213.4493
"201","NonVascular",0.11,0.89,301.0495,1219.401
"203","NonVascular",0.11,0.89,362.56808,1227.1012
"204","Vacular",0.99,0.01,1150.1942,1238.2231
"205","NonVascular",0.08,0.92,1488.3147,1250.5468
"206","Vacular",0.99,0.01,1558.9885,1249.6304
"207","Vacular",0.96,0.04,1399.0334,1249.927
"208","NonVascular",0,1,227.24115,1272.1146
"212","Vacular",0.88,0.12,1326.7719,1276.8267
"213","NonVascular",0.02,0.98,1899.8439,1294.5939
"214","NonVascular",0.02,0.98,31.366098,1297.318
"215","Vacular",0.97,0.03,651.1204,1288.1754
"216","NonVascular",0.17,0.83,1777.125,1289.4327
"217","Vacular",0.92,0.08,1215.9475,1302.4583
"218","NonVascular",0.15,0.85,427.35345,1297.5776
"219","NonVascular",0.03,0.97,1508.6189,1312.9557
"220","NonVascular",0.1,0.9,522.5871,1316.7339
"221","NonVascular",0.14,0.86,241.499,1345.2362
"222","NonVascular",0.18,0.82,444.7582,1311.2664
"223","Vacular",0.89,0.11,399.7665,1316.4274
