"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","Vacular",1,0,515.3026,10.192105
"2","NonVascular",0.19,0.81,1072.2974,6.8836207
"3","Vacular",0.86,0.14,1123.8314,6.8980393
"5","Vacular",0.86,0.14,66.3625,27.85
"6","Vacular",1,0,645.31146,36.89781
"7","Vacular",0.86,0.14,1044.3514,54.506786
"8","NonVascular",0.02,0.98,1526.3441,60.753246
"9","Vacular",0.99,0.01,1347.176,76.2067
"10","Vacular",1,0,1647.2521,79.79501
"11","Vacular",0.95,0.05,345.93063,82.066475
"14","NonVascular",0.01,0.99,1911.207,103.56645
"15","NonVascular",0.17,0.83,466.82062,126.90312
"16","Vacular",1,0,76.94074,109.19259
"18","NonVascular",0.01,0.99,1924.5344,135.73184
"19","Vacular",0.98,0.02,1198.2485,156.24857
"20","NonVascular",0.03,0.97,1426.8015,173.92932
"21","Vacular",0.96,0.04,213.1234,172.47559
"23","NonVascular",0.08,0.92,1771.7391,178.39131
"25","Vacular",0.98,0.02,1789.5714,194.7434
"26","Vacular",0.94,0.06,292.33102,197.98842
"27","NonVascular",0.14,0.86,183.56363,196.14546
"28","Vacular",0.98,0.02,1034.7744,227.34511
"29","NonVascular",0.01,0.99,1886.1412,243.9634
"30","Vacular",0.96,0.04,92.05145,236.10738
"32","Vacular",0.89,0.11,781.7239,268.94962
"33","Vacular",0.82,0.18,162.43735,264.1637
"37","NonVascular",0.12,0.88,578.1678,298.60403
"38","Vacular",1,0,1154.916,310.09213
"39","Vacular",0.98,0.02,648.6736,311.6264
"40","Vacular",0.82,0.18,1188.6423,318.4824
"41","Vacular",0.97,0.03,458.34506,323.32864
"43","Vacular",1,0,726.72064,341.0349
"46","Vacular",0.85,0.15,935.2812,351.07822
"49","Vacular",0.82,0.18,280.44983,387.0692
"50","NonVascular",0.02,0.98,1810.4218,376.01303
"51","Vacular",0.96,0.04,1210.4684,381.56207
"53","Vacular",0.97,0.03,1440.2562,385.6231
"54","Vacular",0.98,0.02,1542.7617,421.69116
"55","Vacular",0.95,0.05,843.86926,450.2833
"56","Vacular",0.89,0.11,611.20166,458.87656
"57","Vacular",0.87,0.13,653.8249,467.6802
"60","Vacular",0.83,0.17,628.2136,469.6316
"61","Vacular",0.89,0.11,291.9781,480
"63","Vacular",0.93,0.07,626.661,496.2271
"64","NonVascular",0,1,1890.8024,532.8335
"65","Vacular",1,0,873.88635,512.625
"66","NonVascular",0.02,0.98,157.81392,520.38837
"71","Vacular",0.96,0.04,1343.673,530.9759
"73","NonVascular",0.11,0.89,1644.5023,528.1106
"75","Vacular",0.91,0.09,563.75586,534.4353
"77","NonVascular",0.04,0.96,1657.6971,560.6586
"80","Vacular",0.97,0.03,173.29301,585.0323
"81","Vacular",0.82,0.18,826.075,589.61786
"82","Vacular",1,0,540.04285,589.97736
"85","Vacular",0.96,0.04,859.72565,612.39746
"86","Vacular",0.86,0.14,747.0087,609.48834
"87","Vacular",0.97,0.03,1464.2507,609.60565
"91","NonVascular",0.04,0.96,1788.6697,637.9911
"93","Vacular",1,0,817.874,657.3458
"94","Vacular",0.97,0.03,206.65352,658.05634
"95","NonVascular",0.11,0.89,1929.7567,669.484
"96","NonVascular",0,1,1874.5104,669.4897
"100","Vacular",0.95,0.05,1631.2731,687.18665
"107","Vacular",0.97,0.03,643.521,746.9216
"109","Vacular",0.96,0.04,742.0193,780.6169
"111","Vacular",0.97,0.03,1049.546,790.6534
"113","Vacular",0.94,0.06,528.22363,818.82916
"115","Vacular",1,0,1362.2042,822.72253
"116","Vacular",0.97,0.03,1298.6359,823.99725
"118","Vacular",0.98,0.02,1534.1647,827.2421
"119","Vacular",0.96,0.04,538.9823,872.75885
"121","Vacular",0.88,0.12,228.56787,903.05817
"123","NonVascular",0.06,0.94,1914.6257,910.217
"124","Vacular",0.85,0.15,1428.5685,921.8733
"125","Vacular",0.92,0.08,641.80457,946.25226
"127","Vacular",0.89,0.11,488.91028,945.8496
"129","NonVascular",0.12,0.88,1581.25,954.8906
"130","Vacular",0.97,0.03,1125.0841,966.8523
"133","Vacular",0.97,0.03,1370.4962,982.14935
"134","Vacular",0.97,0.03,574.6932,989.83105
"136","Vacular",0.98,0.02,1790.9537,1007.92645
"137","Vacular",0.91,0.09,1523.2325,1009.9186
"138","Vacular",0.97,0.03,1403.9027,1021.5866
"139","Vacular",0.88,0.12,678.3777,1030.4043
"141","Vacular",0.93,0.07,813.55396,1037.4949
"142","NonVascular",0.09,0.91,1757.9762,1039.1857
"143","Vacular",1,0,1637.3737,1067.3817
"144","NonVascular",0.02,0.98,1826.2019,1073.2059
"145","Vacular",0.88,0.12,234.07103,1071.3523
"146","Vacular",0.93,0.07,1488.7181,1072.0848
"148","Vacular",1,0,1215.0425,1078.3514
"149","Vacular",0.92,0.08,793.83905,1081.3699
"150","Vacular",0.98,0.02,188.10553,1084.3191
"151","Vacular",0.93,0.07,1468.877,1096.7539
"152","Vacular",0.88,0.12,73.50887,1101.432
"154","Vacular",0.82,0.18,959.66315,1136.3865
"156","Vacular",1,0,1216.9811,1138.427
"157","Vacular",0.96,0.04,449.91644,1140.2101
"158","Vacular",0.98,0.02,1288.6163,1155.8322
"159","Vacular",0.88,0.12,946.5749,1176.7875
"163","Vacular",0.81,0.19,740.27466,1197.1674
"165","Vacular",0.85,0.15,930.2215,1214.2573
"166","Vacular",1,0,1670.8496,1227.905
"168","Vacular",0.83,0.17,316.304,1250.68
"170","Vacular",0.97,0.03,293.93393,1258.0901
"174","Vacular",0.93,0.07,1051.1593,1303.245
"176","Vacular",0.99,0.01,725.3854,1319.0533
"177","Vacular",0.81,0.19,1558.5369,1313.9816
"179","Vacular",0.96,0.04,1164.0215,1321.1381
"180","Vacular",0.87,0.13,1373.3853,1328.1033
"182","Vacular",0.91,0.09,1484.6697,1334.4509
"187","Vacular",1,0,1559.5677,1392.2057
"188","Vacular",0.97,0.03,336.1467,1392.6467
"189","Vacular",0.91,0.09,232.57777,1396.7876
"190","NonVascular",0.06,0.94,859.15717,1398.6786
"192","NonVascular",0.19,0.81,1627.3726,1413.7549
"193","NonVascular",0.19,0.81,1668.6687,1414.9203
"195","Vacular",0.9,0.1,1115.5667,1430.1805
"196","Vacular",0.97,0.03,479.65366,1445.5459
"201","Vacular",0.89,0.11,453.08035,1453.8839
