"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"1","NonVascular",0.09,0.91,393.70844,12.748337
"3","Vacular",0.93,0.07,510.34897,4.1927085
"5","NonVascular",0.07,0.93,718.7636,36.034573
"7","NonVascular",0.1,0.9,951.7757,5.569921
"8","NonVascular",0.06,0.94,1014.12195,7.756098
"9","NonVascular",0,1,1090.7302,24.75561
"11","NonVascular",0.06,0.94,1280.756,5.526786
"13","NonVascular",0.03,0.97,1774.2603,38.044304
"14","NonVascular",0.06,0.94,1808.2753,8.874564
"15","NonVascular",0.14,0.86,1847.4736,6.5394735
"19","NonVascular",0.18,0.82,1256.9552,53.930565
"21","NonVascular",0.01,0.99,516.1856,50.932663
"23","NonVascular",0.08,0.92,1035.1376,40.895912
"28","NonVascular",0.04,0.96,1502.2377,53.660065
"29","NonVascular",0.05,0.95,656.39056,56.973064
"30","NonVascular",0.01,0.99,1619.7404,95.19051
"33","Vacular",0.92,0.08,432.71832,72.38028
"34","NonVascular",0.01,0.99,896.4354,84.06105
"36","Vacular",1,0,786.34576,84.40187
"37","NonVascular",0.06,0.94,1159.3185,84.396645
"38","NonVascular",0,1,1811.2759,113.30641
"39","NonVascular",0.01,0.99,682.4246,110.98928
"40","NonVascular",0.04,0.96,727.0059,141.95592
"41","NonVascular",0.05,0.95,1046.5266,104.66844
"44","NonVascular",0.19,0.81,1403.3881,96.89552
"45","NonVascular",0,1,1156.0494,169.07205
"46","NonVascular",0.12,0.88,1330,108.02941
"47","NonVascular",0.07,0.93,1749.9575,117.43501
"49","Vacular",0.98,0.02,1671.3413,124.88623
"50","NonVascular",0.01,0.99,932.80676,163.03928
"51","NonVascular",0.03,0.97,1342.0367,147.46994
"52","NonVascular",0.18,0.82,1262.0518,126.344826
"53","NonVascular",0,1,317.594,149.92978
"54","NonVascular",0.07,0.93,1003.9124,144.02115
"55","NonVascular",0,1,478.26492,156.19904
"56","Vacular",0.89,0.11,1049.4406,154.75082
"58","NonVascular",0.16,0.84,1835.7971,239.71579
"59","Vacular",0.9,0.1,1735.5684,160.1118
"60","NonVascular",0.02,0.98,1542.8615,177.88586
"63","NonVascular",0.14,0.86,1871.9028,177.68863
"64","NonVascular",0.09,0.91,411.25427,184
"66","Vacular",1,0,1247.5887,187.35774
"67","Vacular",0.99,0.01,373.91458,191.09799
"69","Vacular",0.81,0.19,1293.9467,193.0521
"71","Vacular",0.98,0.02,439.20242,198.03856
"72","NonVascular",0.05,0.95,634.3828,242.14638
"73","NonVascular",0.05,0.95,343.31558,204.04507
"74","Vacular",0.92,0.08,1581.7388,210.02612
"76","Vacular",0.98,0.02,1109.9585,206.06415
"80","Vacular",0.98,0.02,731.5785,211.97383
"82","NonVascular",0.12,0.88,1631.399,377.93628
"83","NonVascular",0.12,0.88,544.407,212.53488
"84","NonVascular",0,1,512.3961,251.60277
"85","NonVascular",0,1,981.85535,240.38142
"87","NonVascular",0.07,0.93,1304.8008,256.6278
"89","NonVascular",0,1,1454.743,288.68167
"90","Vacular",0.97,0.03,413.32767,230.17233
"91","NonVascular",0,1,780.43646,260.63995
"92","NonVascular",0.07,0.93,1765.4492,238.92392
"93","NonVascular",0.05,0.95,1124.338,268.91953
"96","NonVascular",0.03,0.97,286.45126,294.70538
"97","Vacular",0.81,0.19,1904.9141,259.14844
